"CT","mx_mean","mx_ub","mx_lb","mx_se"
170.05,29.88,68.11,10.67,15.03
170.07,4.05,10.48,1.14,2.48
180.01,9.92,30.45,2,7.58
180.04,10.01,23.91,3.37,5.38
181.03,11.7,28.61,3.5,7.01
181.05,2.09,5.77,0.51,1.5
181.07,28.48,64.79,9.82,14.45
181.08,10.01,28.36,2.21,7.39
181.09,3.53,10.51,0.8,2.65
181.11,9.21,25.04,2.48,6.06
181.12,15.78,41.08,4.46,9.68
181.13,3.77,9.64,1.02,2.31
181.14,8.56,24.54,1.94,6.14
181.16,9.64,22.63,3.18,5.21
182.01,11.17,28.54,3.07,6.96
182.04,18.71,45.1,6.18,10.12
182.05,10.21,27.21,2.74,6.57
183.01,23.62,56.71,7.49,12.84
183.03,3.59,11.54,0.67,2.88
183.05,7.32,18.69,2.05,4.44
183.06,6.63,17.87,1.64,4.47
183.07,5.09,14.8,1.06,3.72
184.02,4.48,12.28,1.11,2.98
184.06,7.82,23.35,1.69,5.9
184.07,7.02,19.21,1.78,4.72
184.08,16.87,45.33,4.12,11.22
184.09,8.96,26.22,2,6.85
184.1,10.68,30.75,2.37,7.87
184.11,25.53,64.76,7.02,15.61
184.12,34.58,93.03,9.62,22.08
184.13,8.73,27.07,1.76,6.86
184.14,16.66,46.56,3.91,11.65
184.15,10.94,32.09,2.42,8.36
184.16,17.28,45.02,4.8,10.77
185.05,18.8,47.76,5.35,11.36
185.07,8.88,24.22,2.27,5.75
185.08,23.81,68.1,5.87,16.73
185.09,10.02,27.59,2.46,6.88
185.1,6.96,20.38,1.41,5.11
185.11,8.82,24.01,2.2,5.96
185.12,9.75,26.59,2.53,6.46
185.15,11.62,30.6,3.1,7.51
185.16,17.74,47.37,4.76,11.46
185.17,12.1,32.92,2.92,8.13
185.18,9.3,26.62,2.16,6.86
185.19,5.99,20.27,1.02,5.54
185.2,23,61.99,5.88,14.78
185.21,7.91,21.19,2.03,5.43
186.01,15.75,39.75,4.82,9.46
186.02,8.56,23.85,2.2,5.9
186.05,6.23,18.16,1.44,4.49
186.06,17.13,47.21,4.32,11.77
186.07,8.47,25.45,1.81,6.13
186.08,12.98,35.03,3.39,8.69
187.03,5.5,15.84,1.24,4.03
187.04,9.01,22.2,2.67,5.13
187.06,9.32,23.66,2.56,5.75
187.11,11.14,32.86,2.32,8.23
187.12,8.16,23.58,1.96,5.85
187.13,10.07,29.01,2.29,7.08
187.14,31.11,80.42,9.1,18.94
187.15,17.47,41.75,5.47,9.58
188.01,11.93,32.65,2.92,8.19
188.04,8.12,21.8,2.18,5.24
188.05,29.95,80.58,7.73,19.4
188.07,16.27,47.51,3.71,12.14
188.08,61.91,148.55,19.37,34.45
189.03,14.48,39.35,3.82,9.33
189.05,3.5,9.68,0.88,2.39
189.06,14.66,40.32,3.74,9.96
189.08,8.44,26.03,1.8,6.38
189.09,13.04,36.41,3.23,8.94
189.1,10.35,29.11,2.43,7.13
190.03,3.86,9.85,1.12,2.33
190.04,3.68,11.63,0.69,2.99
190.05,40.55,107.69,11.14,26.18
191.03,7.18,19.59,1.7,4.8
191.04,6.83,19.37,1.6,4.94
191.05,25.23,63.37,8,14.68
192,12.95,32.6,3.65,7.74
200,11.08,31.96,2.58,7.92
201,62.13,148.07,20.14,33.86
202,13.38,30.84,4.51,6.94
203,23.79,54.5,7.84,12.55
204.01,8.37,24.3,1.65,6.13
204.02,6.21,17.48,1.45,4.29
205.02,6.04,15.92,1.57,3.89
207,71.73,165.85,25.19,37.09
208,12.73,32.38,4,7.55
209,3.65,10.4,0.84,2.59
210,4.72,12.59,1.33,2.95
220,35.84,99.18,8.98,24.08
221.01,14.61,41.41,3.29,10.5
221.03,8.67,23.94,2.05,6.17
221.04,3.12,8.14,0.87,1.96
222.01,3.99,11.89,0.81,2.97
222.02,5.66,17.99,1.08,4.72
223.01,24.35,57.86,8.02,13.32
223.02,44.43,99.78,15.61,22.31
224.02,12.51,30.68,3.72,7.28
225.01,7.44,20.44,1.77,5.12
225.02,35.1,79.81,12.22,17.84
226.02,7.74,23.28,1.71,5.61
226.04,15.92,43.38,4.06,10.75
228.02,31.15,74.51,10.42,16.78
228.04,10.99,25.1,3.84,5.71
229,5.17,12.51,1.67,2.91
230.01,5.45,16.62,1.14,4.11
230.02,14.09,34.78,4.38,8.02
231,6.2,15.35,1.82,3.65
232,11.39,32.84,2.77,8.18
233,3.52,10.27,0.75,2.63
234,5,12.93,1.35,3.07
235.02,7.82,19.59,2.35,4.6
235.03,26.71,62.48,9.13,14.01
236,29.52,67.37,10.2,15.19
237,5.71,15.03,1.46,3.77
238.01,9.51,27.57,2.02,6.92
238.02,2.66,7.68,0.69,1.88
239.02,4.6,15.95,0.67,4.55
240.01,6,16.45,1.41,4.38
240.02,9.79,25.22,2.71,5.99
241,10.85,25.81,3.44,5.98
242,8.52,21.89,2.52,5.02
243.01,4.14,12.56,0.85,3.17
243.02,16.78,41.09,5.06,9.53
250.02,18.01,43.14,5.73,9.9
251.01,31.96,97,7.1,23.94
260.04,7.8,26.6,1.21,7.1
260.05,17.68,47.78,4.65,11.82
260.06,11.34,29.45,2.97,7.35
260.07,23.09,59.18,6.17,14.63
260.08,22.55,58.15,6.16,14.65
281.01,13.1,33.32,3.4,8.24
281.02,25.05,59.47,8.81,13.21
282.01,10.24,29.04,2.34,7.32
282.02,16.09,41.58,4.78,9.69
283,3.56,10.83,0.71,2.71
284.01,7.7,20.31,2.14,4.92
284.02,10.27,26.54,2.89,6.29
285.01,24.54,60.25,7.23,14.11
285.02,5.17,13.15,1.47,3.19
286.02,1.74,4.28,0.53,1.01
287.01,21.2,49.54,6.74,11.45
287.06,4.65,13.4,1.08,3.3
287.09,13.24,38.97,2.56,10.32
287.11,9.33,25,2.43,5.9
290.02,11.17,28.57,3.27,6.68
290.04,3.87,10.54,0.93,2.62
290.05,12.63,37.98,2.48,9.88
291.01,10.06,27.03,2.66,6.62
291.02,21.12,49.93,6.77,11.9
292.01,7.3,19.25,2.06,4.55
292.03,18.76,51.34,5.05,12.2
292.04,12.56,40.08,2.36,10.03
400.04,5.15,15.53,1.17,4.01
400.05,10.4,30.65,2.36,7.78
400.06,32.1,84.89,8.16,21.23
401.01,13.62,37.36,3.41,8.94
401.02,8.08,20,2.58,4.58
402.02,4.21,13.08,0.82,3.58
402.03,11.07,31.8,2.7,7.67
403.01,6.06,15.13,1.83,3.51
403.04,33.82,79.7,11.8,17.94
403.05,22.43,59.17,6.19,13.68
404.01,8.28,23.14,2.04,5.74
404.02,6.01,16.26,1.48,3.91
410.02,19.03,43.96,6.52,9.94
410.04,45.25,116.96,13.31,27.26
410.05,17.91,45.22,5.16,10.85
410.06,50.12,117.38,16.32,27.04
501.01,3.09,8.77,0.71,2.23
501.02,17.25,40.68,5.68,9.55
501.03,34.95,85.85,11.01,19.62
502.01,13.99,39.72,3.13,10
502.02,8.62,21.94,2.27,5.36
502.03,20.14,52.43,6.22,12.44
502.06,11.76,29.68,3.46,6.98
502.07,1.91,5.79,0.38,1.48
503.01,11.56,34.35,2.42,8.69
503.03,3.13,8.72,0.74,2.19
503.07,6.06,16.94,1.45,4.31
503.09,7.65,22.88,1.6,5.72
504.03,3.9,12.25,0.66,3.29
504.05,2.36,7.17,0.48,1.81
504.08,3.11,10.9,0.46,2.94
504.09,3.47,11.57,0.57,3.11
504.1,3.75,14.01,0.49,3.88
505.01,2.89,9.14,0.54,2.39
506.01,4.02,15.74,0.46,4.19
506.02,2.71,9.51,0.38,2.59
