"CT","mx_mean","mx_ub","mx_lb","mx_se"
1.01,10.91,23.83,3.87,5.27
1.02,6.16,17.89,1.29,4.57
2.01,9.58,26.55,2.41,6.67
2.04,7.02,17.19,2.22,3.93
3.01,11.69,33.55,2.65,8.46
3.02,14.5,36.72,4.17,8.76
4.01,8.12,19.75,2.67,4.48
5,10.71,28.37,2.95,6.68
6.01,4.82,14.7,0.91,3.77
6.02,11.96,29.61,3.51,7.03
7.01,5.47,16.03,1.25,4.02
7.02,4.87,15.38,0.97,4.06
8.01,12.42,39.32,2.4,10.41
8.02,3.35,9.8,0.72,2.51
9,3.46,10.3,0.76,2.72
10.02,3.82,11.4,0.8,2.85
11,6.49,17.34,1.74,4.28
13.01,8.72,22.84,2.35,5.77
13.03,8.85,24.96,2.1,6.03
13.04,11.4,31.97,2.67,8.09
14.02,23.11,52.77,8.2,11.78
15.01,6.29,18.08,1.44,4.51
15.02,5.14,13.93,1.23,3.32
16.01,5.49,16.31,1.21,4.11
16.05,8.96,24.29,2.26,5.98
17.01,7.07,18.7,1.88,4.56
17.02,8.96,23.67,2.43,5.71
18.02,12.87,27.93,4.93,5.95
19,7.5,20.44,2.06,4.98
20,2.3,6.04,0.62,1.49
21,8.16,22.29,2.02,5.58
23,4.54,14.35,0.92,3.59
24,11.07,27.85,3.33,6.42
25,6.68,17.46,1.84,4.22
26,10.01,25.91,2.84,6.16
27.01,7.92,20.72,2.17,4.92
27.02,3.87,10.82,0.96,2.66
28,10.53,29.13,2.66,7.17
29,11.6,28.92,3.53,6.95
30,9.03,22.73,2.54,5.63
31.01,15.35,38.04,4.54,9.03
31.02,12.84,33.43,3.53,8.05
32,7.42,20.06,1.95,4.92
33.01,18.99,47.9,5.89,11.41
33.02,10.06,25.63,3.04,5.96
34.02,11.34,27.27,3.58,6.25
35.01,13.52,33.51,3.87,8.01
35.02,8.34,21.29,2.47,4.9
36.01,3.41,10.62,0.71,2.8
36.02,8.38,23.94,2.08,5.88
37.01,9.27,25.66,2.2,6.29
37.02,17.75,46.5,4.81,11.32
38,25.25,57.96,8.39,13.08
39.01,12.29,32.85,3.14,7.85
39.02,9.15,25.22,2.34,6.16
40.01,12.35,37.91,2.28,9.74
40.02,16.87,43.75,4.81,10.35
41.01,15.42,40.32,4.17,9.56
41.02,9.94,26.19,2.71,6.42
42,5.13,15.28,1.11,3.89
43.02,6.82,20,1.48,5.27
44,6.48,17.9,1.54,4.35
45.01,4.03,13.23,0.69,3.51
45.02,7.45,21.92,1.62,5.5
46,25.33,63.63,7.78,14.9
47.01,6.74,19.25,1.73,4.61
48,10.16,26.57,2.67,6.35
49.01,14.17,38.36,4.03,9.01
49.02,9.71,26.67,2.53,6.48
50.02,8.99,23.28,2.46,5.49
50.03,12.48,33.28,3.43,7.89
50.04,20.19,52.21,5.6,12.63
51.01,10.71,29.51,2.63,7.4
51.02,28.39,64.22,9.92,14.2
52.01,7.25,18.79,2.04,4.55
52.02,45.69,93.69,18.9,19.53
53.01,4.57,13.11,0.98,3.38
53.02,30.98,73.72,9.99,17.34
54.01,2.91,7.13,0.86,1.7
54.02,6.59,18.91,1.58,4.67
55.01,21.04,50.28,6.94,11.62
55.02,9.45,28.06,2.15,7.06
56.02,15.88,42.38,4.28,10.67
57.02,6.82,17.62,1.92,4.28
59.06,4.95,13.8,1.21,3.33
59.07,9.65,25.35,2.63,5.97
59.09,11.14,31.66,2.66,7.72
59.1,16.83,44.46,4.34,10.88
59.11,7.29,18.86,2,4.52
60.02,18.35,44.22,5.52,10.45
61,29.24,69.06,9.51,16.06
62,8.16,20.82,2.22,5.01
64,3.89,10.64,0.96,2.56
65,3.47,9.58,0.85,2.35
67.01,16.66,41.18,5.08,9.65
68,12.32,30.34,3.68,7.09
69.02,9.34,21.7,3.1,4.97
100.01,12.41,31.27,3.6,7.36
100.02,10.81,26.92,3.06,6.37
101.03,15.74,39.84,4.86,9.74
101.04,11.96,32.37,3.2,7.79
101.06,3.3,10.2,0.69,2.64
103,3.3,9.64,0.71,2.45
104,3.81,11.08,0.84,2.81
110.02,13.1,37.05,2.9,9.81
110.03,15.86,43.94,3.64,11.2
110.04,8.7,25.6,1.82,6.52
111.02,6.9,18.35,1.89,4.46
111.05,13.15,35.23,3.64,8.19
111.07,7.63,23.4,1.56,6.01
112,3.96,13.96,0.66,3.6
113,6.23,16.33,1.76,3.92
114.01,14.71,46.21,3.08,12.04
114.02,9.3,26.59,2.14,6.48
115,12.02,30.62,3.54,7.16
116,5.54,15.45,1.28,3.83
117,6.43,16.59,1.8,4.04
118,3.97,10.43,1.07,2.51
120,14.42,35.29,4.16,8.39
121,47.86,101.43,18.72,21.55
122,6.93,20.11,1.55,4.95
130.03,4.73,12.63,1.27,3.01
131,4.66,10.49,1.66,2.3
132,7.91,22.66,1.89,5.57
133.01,6.15,18.57,1.32,4.74
133.02,12.97,31.33,4.19,7.04
134,3.48,9.88,0.83,2.39
135,3.6,10.62,0.78,2.63
140.02,12.07,30.45,3.66,7.01
140.03,10.52,27.18,2.88,6.72
140.04,19.45,52.15,5.18,12.51
141.01,8.43,20.24,2.44,4.81
142.01,8.15,22.56,2.06,5.51
142.02,14.69,38.04,4.01,9.11
142.03,8.25,21.14,2.26,5.14
143.01,12.55,32.76,3.55,7.8
143.02,5.75,14.87,1.63,3.5
143.03,12.83,31.87,3.73,7.53
144.04,7.08,19.89,1.69,4.84
144.06,3.56,9.47,0.87,2.38
145.01,11.91,28.3,3.8,6.62
145.02,21.83,54.66,6.61,13.08
146,15.19,35.88,4.9,8.34
147.01,4.58,12.89,1.18,3.03
147.09,3.74,10.77,0.82,2.7
148,7.98,19.15,2.49,4.46
149.02,9.5,26.87,2.07,7.26
149.05,8.65,27.08,1.6,7.13
149.08,7.6,19.14,2.25,4.48
149.09,21.72,55.59,5.77,13.12
150,12.23,41.08,2.01,11.05
151.03,18.72,51.63,4.73,12.62
151.05,15.09,36.93,4.78,8.39
151.07,7.96,18.75,2.69,4.34
151.08,11.64,28.98,3.45,6.99
160.01,15.03,38.21,4.51,9.11
160.02,8.54,20.59,2.7,4.83
160.03,8.98,21.74,2.69,5.29
160.04,10.04,26.18,2.58,6.33
161.02,3.3,10.74,0.57,3.04
161.03,2.84,8.98,0.51,2.38
161.05,5.7,17.03,1.17,4.33
161.06,22.17,51,7.38,11.59
161.08,75.46,190.61,22.43,45.55
161.09,9.56,24.55,2.78,5.76
162.01,9.74,25.44,2.65,6.3
162.02,15.42,39.14,4.45,9.46
162.03,6.25,17.9,1.46,4.49
162.04,8.04,22.03,2.04,5.39
163.01,10.28,29.38,2.54,7.12
163.04,26.67,61.47,9.17,13.96
163.05,12.91,34.13,3.4,8.37
163.06,20.69,52.57,5.85,12.66
163.07,30.13,69.32,10.14,15.81
163.08,8.14,25.53,1.54,6.51
170.03,10.07,24.1,3.13,5.68
170.04,4.74,12.28,1.28,2.92
