"CT","mx_mean","mx_lb","mx_ub","mx_se"
251.01,1.7,0.79,3.2,0.63
260.04,2.26,0.9,4.83,1.02
260.05,1.84,0.75,3.57,0.76
260.06,1.21,0.54,2.51,0.51
260.07,1.46,0.64,2.89,0.59
260.08,1.37,0.6,2.64,0.57
281.01,1.78,0.71,3.97,0.85
281.02,1.56,0.72,3.04,0.62
282.01,1.75,0.8,3.41,0.67
282.02,1.58,0.71,3.07,0.6
283,1.65,0.82,3.04,0.57
284.01,1.49,0.74,2.97,0.56
284.02,1.38,0.65,2.71,0.54
285.01,1.82,0.89,3.27,0.67
285.02,2.11,1.06,3.78,0.71
286.02,1.42,0.75,2.52,0.48
287.01,1.42,0.59,2.88,0.61
287.06,1.58,0.75,3.03,0.58
287.09,1.54,0.6,3.24,0.69
287.11,1.52,0.68,3.03,0.61
290.02,1.91,0.95,3.39,0.64
290.04,1.5,0.7,2.67,0.54
290.05,1.54,0.65,3.18,0.66
291.01,1.39,0.62,2.69,0.53
291.02,1.42,0.67,2.74,0.54
292.01,1.39,0.66,2.54,0.49
292.03,1.6,0.71,3.13,0.61
292.04,1.69,0.7,3.43,0.72
400.04,1.5,0.65,2.94,0.58
400.05,1.58,0.75,2.99,0.59
400.06,1.37,0.59,2.91,0.59
401.01,2.17,1.03,4.11,0.78
401.02,1.89,0.95,3.44,0.64
402.02,1.48,0.69,2.72,0.54
402.03,1.93,0.92,3.69,0.75
403.01,2.03,1.03,3.57,0.68
403.04,1.87,0.85,3.55,0.69
403.05,1.48,0.63,2.89,0.61
404.01,1.43,0.62,2.87,0.58
404.02,1.47,0.68,2.75,0.53
410.02,1.59,0.78,2.88,0.55
410.04,1.5,0.71,2.73,0.54
410.05,1.77,0.79,3.49,0.7
410.06,1.82,0.8,3.66,0.74
501.01,1.74,0.89,3.09,0.58
501.02,1.34,0.61,2.51,0.51
501.03,1.65,0.73,3.16,0.62
502.01,1.54,0.68,3.07,0.61
502.02,1.33,0.6,2.6,0.54
502.03,1.47,0.65,2.88,0.58
502.06,1.42,0.66,2.67,0.53
502.07,1.46,0.7,2.61,0.51
503.01,1.59,0.7,3.14,0.63
503.03,1.52,0.76,2.72,0.51
503.07,1.99,0.94,3.53,0.7
503.09,1.62,0.77,2.98,0.56
504.03,1.3,0.58,2.58,0.52
504.05,1.61,0.78,3,0.58
504.08,1.5,0.67,2.92,0.59
504.09,1.45,0.7,2.63,0.51
504.1,1.74,0.78,3.4,0.73
505.01,1.67,0.83,3.06,0.58
506.01,1.89,0.79,3.88,0.82
506.02,2.2,0.99,4.1,0.84
