"CT","mx_mean","mx_lb","mx_ub","mx_se"
1.01,141.45,113.66,170.05,15.03
1.02,162.34,122.57,208.05,21.37
2.01,103.76,70.94,146.7,19.36
2.04,128.57,96.71,167.46,17.67
3.01,133.1,90.48,193.76,25.85
3.02,168.84,122.09,231.35,28.05
4.01,158.18,123.73,201.77,19.8
5,114.19,78.36,157.58,20.9
6.01,88.31,59.12,127.27,17.11
6.02,169.32,122.45,224.67,27.43
7.01,89.07,61.01,125.81,16.18
7.02,131.07,90.25,182.1,24.39
8.01,199.71,120.29,313.59,47.91
8.02,109.03,76.28,152.91,19.61
9,88.98,65.04,119.74,14.05
10.02,119.15,86.3,156.5,18.16
11,101.04,74.2,136.64,16.33
13.01,116.25,83.22,156.59,18.59
13.03,114.04,77.45,162.73,21.76
13.04,123.74,85.2,171.3,22.65
14.02,98.83,71.67,133.51,16.5
15.01,98.77,66.74,140.52,18.39
15.02,107.74,80.17,140.05,15.64
16.01,112.03,81.54,152.34,17.65
16.05,106.94,78.64,148.43,18.35
17.01,117.05,85.44,155.79,18.31
17.02,109.74,76.92,153.21,19.46
18.02,117.86,87.57,152.1,16.25
19,169.51,125.01,227.04,25.23
20,121.33,94.99,151.32,14.09
21,106.91,72.66,148.13,19.78
23,143.57,105.25,190.62,22.05
24,84.46,58.19,116.37,15.06
25,115.26,84,155.16,18.58
26,92.71,65.35,125.84,15.87
27.01,104.75,75.36,141.8,17.17
27.02,118.86,88.52,152.73,16.7
28,123,84.7,175.9,23.72
29,227.36,184.42,273.98,23.98
30,130.28,90.81,178.17,22.02
31.01,112.36,77.6,158.11,20.4
31.02,130.58,90.24,182.16,23.6
32,142.61,103.17,195.31,23.49
33.01,123.3,85.53,173.15,22.82
33.02,123.15,90.03,163.45,19.24
34.02,150.05,111.42,201.29,22.23
35.01,113.53,79.53,154.49,19.57
35.02,116.99,86.89,155.85,17.55
36.01,136.51,100.04,182.83,20.61
36.02,115.73,79.92,159.73,20.8
37.01,137.78,90.64,198.81,26.62
37.02,157.1,106.5,224.73,31.33
38,181.08,133.16,241.75,28.04
39.01,145.86,100.71,206.74,27.3
39.02,186,141.54,240.16,26.18
40.01,115.63,74.05,173.33,25.95
40.02,118.4,83.56,164.37,20.41
41.01,160.68,125.01,205.51,21.09
41.02,112.56,83.22,151.32,17.41
42,120.59,85.19,163.48,20.95
43.02,101.01,67.08,141.56,20.3
44,97.55,66.47,136.63,17.89
45.01,103.61,66.84,152.92,22.83
45.02,114.9,77.52,163.2,22.03
46,105.53,70.03,153.83,20.89
47.01,152.43,109.06,205.81,24.53
48,124.62,94.18,161.23,16.82
49.01,174.86,135.79,219.96,21.95
49.02,123.41,98.76,153.03,14.11
50.02,163.75,129.36,204.41,18.79
50.03,197.4,152.66,249.4,25.01
50.04,158.4,118.82,208.96,23.61
51.01,118.46,90.92,151.96,16.02
51.02,155.63,124.31,191.95,17.27
52.01,165.98,122.72,219.1,24.03
52.02,129.86,93.42,170.99,20.15
53.01,130.53,93.7,177.93,21.67
53.02,130.56,85.35,187.56,26.07
54.01,196.11,165.07,229.98,16.84
54.02,114.08,91.05,142.75,13.63
55.01,139.42,106.93,182.52,19.08
55.02,141.11,106.23,184.49,20.36
56.02,178.45,135.79,234.45,25.47
57.02,175.32,144.6,213.36,17.43
59.06,311.7,258.88,378.18,30.57
59.07,123.9,99.21,153.9,13.78
59.09,169.79,124.85,228.97,25.7
59.1,198.41,152.55,260.54,27.48
59.11,145.21,115.51,182.65,16.44
60.02,156.76,122.97,199.3,20.4
61,136.81,103.06,177.82,20.01
62,95.07,72.25,121.23,12.72
64,145.37,118.84,178.43,15.21
65,146.93,121,179.6,14.67
67.01,201.08,156.55,249.67,24.16
68,131.19,101.04,167.27,17.05
69.02,107.86,81.94,137.52,14.67
100.01,323.18,265.95,393.22,32.4
100.02,161.86,127.41,204.05,20.37
101.03,142.29,109.46,179.79,17.6
101.04,133.93,106.46,165.95,14.97
101.06,148.99,119.06,182.59,16.56
103,127.01,101.31,156.23,14.75
104,134.32,106.38,166.34,15.6
110.02,107.87,73.62,149.73,18.72
110.03,154.47,111.47,205.33,24.6
110.04,99.91,69.49,136.57,17.05
111.02,117.8,94.55,149.31,13.92
111.05,194.56,155.11,240.39,21.42
111.07,239.82,174.26,319.13,35.93
112,139.9,107.22,182,19.11
113,154.86,124.97,190.17,16.47
114.01,111.88,76.17,156.26,21.72
114.02,222.41,169.85,283.24,28.42
115,229.14,187.07,275.41,23.18
116,115.77,87.98,147.98,15.52
117,132.87,104.72,164.62,14.76
118,120.08,97.31,146.29,12.79
120,103.71,78.6,134.98,14.02
121,130.06,100.69,165.7,17.16
122,108.54,80.71,140.31,15.46
130.03,156.42,130.28,189,14.47
131,122.41,104.89,142.64,9.36
132,90.64,66.58,117.94,13.2
133.01,103.33,75.17,137.29,15.83
133.02,99.5,75.71,126.15,12.83
134,149.89,123.12,182.73,15.56
135,104.57,81.44,131.73,13
140.02,106.08,77.02,141.72,16.3
140.03,125.12,92.32,163.69,18.51
140.04,128.41,84.21,194.45,28.52
141.01,117.07,86.22,155.02,17.85
142.01,107.43,72.41,154.73,20.93
142.02,116.09,76.24,169.32,23.59
142.03,121.33,90.99,158.55,17.06
143.01,95.67,72.47,124.57,13.51
143.02,126.06,96.6,161.5,16.23
143.03,100.28,78.05,126.18,12.84
144.04,139.51,110.13,176.02,17.11
144.06,108.51,85.72,134.95,12.74
145.01,98.74,77.34,123.2,11.84
145.02,77.67,56.45,107.49,13.32
146,154.81,119.67,197.14,19.34
147.01,83.15,65.41,104.6,10.12
147.09,117.94,96.4,143.53,12.4
148,178.62,149.85,212.17,16.37
149.02,112.6,83.4,145.55,16.35
149.05,123.38,90.2,166.6,19.42
149.08,91.39,72.11,113.64,10.69
149.09,126.01,92.6,171.49,20.3
150,107.46,70.21,156.77,22.25
151.03,129.49,90.63,178.89,23.32
151.05,146.27,114.84,181.61,17.31
151.07,102.59,83.54,123.61,10.23
151.08,94.14,70.72,124.78,13.7
160.01,138.15,105.66,177.49,18.16
160.02,103.59,84.34,128.41,11.42
160.03,215.7,174.04,258.79,21.78
160.04,190.78,155.29,232.51,20.16
161.02,171.37,122.83,229.19,28.09
161.03,197.61,145.82,268.78,30.75
161.05,146.04,101.53,199.46,25.75
161.06,174.87,130.6,231.2,25.97
161.08,384.89,261.99,525.39,67.07
161.09,179.6,144.89,223.48,20.1
162.01,179.49,142.57,225.27,21.21
162.02,173.21,134.15,220.29,22.56
162.03,125.14,98.07,159.23,15.5
162.04,148.18,114.51,191.5,19.61
163.01,157.63,119.31,207.37,22.41
163.04,175.09,135.85,226.03,22.56
163.05,181.23,140.24,231.18,22.92
163.06,133.3,100.27,179.57,19.89
163.07,149.92,115.84,192.36,19.53
163.08,159.75,119.01,206.56,22.41
170.03,159.45,131.03,191.88,15.58
170.04,191.35,158.78,227.86,18.1
170.05,143.64,112.89,176.23,16.14
170.07,225.22,189.2,268.58,19.94
180.01,187.12,147.28,228.62,20.59
180.04,118.11,97.54,142.6,11.71
181.03,141.69,109.08,180.04,18.16
181.05,176.96,149.92,206.4,14.87
181.07,116.79,87.29,155.38,17.74
181.08,126.53,92.45,166.29,19.03
181.09,164.7,135.38,201.66,16.87
181.11,147.3,118.18,178.98,16.39
181.12,98.92,72.84,132.31,15.58
181.13,124.82,104.14,149.7,11.67
181.14,156.59,123.79,194.25,18.21
181.16,176.08,146.49,211.44,17.03
182.01,133.41,101.83,169.43,17.25
182.04,178.65,140.65,221.79,21.87
182.05,132.85,104.64,167.29,16.41
183.01,177.77,138.31,225.5,22.12
183.03,258.14,214.02,312.29,25.37
183.05,131.22,105.22,161.99,14.91
183.06,215.33,172.43,264.9,23.95
183.07,155.39,122.82,194.87,18.89
184.02,206.11,166.05,251.74,21.74
184.06,159.74,124.36,200.22,19.17
184.07,162.69,130.46,197.82,17.66
184.08,155.56,115.99,205.8,22.66
184.09,176.17,131.85,227.45,25.27
184.1,200.52,150.53,262.53,27.96
184.11,150.36,113.25,195.22,20.59
184.12,171.21,128.86,224.76,23.54
184.13,185.38,138.5,239.82,26.08
184.14,155.31,109.28,217.2,27.75
184.15,185.14,140.22,246.61,27.34
184.16,180.34,134.63,231.2,25.21
185.05,189.8,148.48,239.25,23.7
185.07,141.06,111.49,178.17,17.2
185.08,113.73,80.22,161.59,21.21
185.09,173.77,136.77,218.21,21.14
185.1,141.28,105.06,187.92,21.19
185.11,145.22,113.9,180.81,17.08
185.12,165.43,127.57,207.62,21.46
185.15,177.35,136.32,225.32,23.03
185.16,184.31,142.36,235.73,24.9
185.17,135.85,103.26,179.31,19.1
185.18,151.6,115.68,196.42,20.97
185.19,173.54,131.25,232.51,25.23
185.2,135.45,97.62,180.05,21.69
185.21,145.81,116.21,180.97,16.5
186.01,179.28,140.61,223.19,21.56
186.02,194.47,151.9,239.56,22.98
186.05,160.85,125.78,199.23,18.69
186.06,147.52,110.78,193.31,20.82
186.07,159.48,124.02,203.76,20.59
186.08,199.31,153.01,257.4,26.79
187.03,187.94,146.97,235.32,22.85
187.04,226.36,184.78,279.33,23.87
187.06,136.52,111.17,168.49,14.13
187.11,169.43,125.09,222.88,24.76
187.12,124.6,96.79,159.36,16.4
187.13,154.53,116.76,199.36,21.51
187.14,206.57,165.64,255.34,21.97
187.15,231.7,186.79,284.04,24.23
188.01,115.82,86.68,152.47,16.89
188.04,133.88,105.28,168.85,15.99
188.05,146.99,104.76,199.99,24.13
188.07,115.93,83.83,158.08,19.38
188.08,92.82,62.72,132.93,17.84
189.03,195.44,148.56,253.56,26.48
189.05,158.47,127.42,195.93,16.95
189.06,172.9,128.26,230.11,26.93
189.08,220.51,169.34,276.04,28.13
189.09,149.43,108.48,200.94,23.99
189.1,133.96,100.5,177.67,19.33
190.03,245.48,211.01,283.11,18.94
190.04,191.17,151.66,238.84,22.78
190.05,205.3,141.96,288.51,36.56
191.03,138.34,105.22,177.34,18.81
191.04,311.75,254.34,385.12,33
191.05,182.11,138.29,236.48,25.56
192,234.86,166.52,323.1,40.18
200,178.17,126.64,244.39,30.71
201,170.65,112.59,250.16,35.33
202,122.96,91.14,166.51,19.68
203,183.69,125.06,254.03,34.31
204.01,180.87,124.16,260.66,36.55
204.02,191.62,137.91,258.08,31.03
205.02,137.63,105.24,178.58,18.72
207,218.29,136.43,321.32,47.15
208,190.03,139.61,249.44,28.33
209,298.05,234.03,376.39,36.06
210,226.58,175.42,287.58,28.56
220,174.69,114.27,257.94,37.93
221.01,139.69,100.68,189.23,22.51
221.03,94.9,70.74,126.12,14.29
221.04,160.02,134.44,188.72,13.98
222.01,142.88,104.7,190.94,21.58
222.02,135.52,96.87,183.67,21.53
223.01,151.95,104.11,215.45,28.93
223.02,170.29,114.53,237.41,32.49
224.02,224.05,171,286.2,29.57
225.01,129.03,88.33,179.43,23.6
225.02,130.93,94.96,178.42,21.4
226.02,127.77,86.28,180.47,23.72
226.04,99.61,62.1,151.01,22.5
228.02,127.88,84.84,178.55,24.67
228.04,124.89,95.29,160.24,17.25
229,176.26,144.49,215.67,17.42
230.01,116.43,81.87,164.96,20.98
230.02,189.3,139.04,250.76,29.34
231,148.29,111.4,192.57,20.76
232,155.89,106.97,217.86,28.75
233,237.81,179.67,304.78,32.89
234,265.82,206.47,339.41,32.79
235.02,124.87,89.48,165.35,19.57
235.03,153.86,106.84,215.97,28.1
236,113.05,76.44,162.61,21.81
237,113.28,81.43,156.95,18.68
238.01,82.91,53.71,123,17.54
238.02,137.08,105.7,175.7,17.86
239.02,167.18,113.95,238.56,31.44
240.01,118.33,88.31,155.85,17.91
240.02,144.3,105.38,192.48,23.14
241,123.82,91.79,164.78,18.6
242,145.96,107.59,195.19,22.76
243.01,107.35,73.26,152.09,19.53
243.02,120.09,90.15,156.14,16.95
250.02,108.76,78.52,148.98,18.4
251.01,145.73,93.45,218.56,31.51
260.04,144.4,97.78,201.93,27.2
260.05,127.49,90.81,177.81,21.26
260.06,104.42,79.14,135.58,14.54
260.07,190.23,151.58,239.86,22.92
260.08,90.27,63.7,124.73,15.52
281.01,105.84,77.69,140.87,16.24
281.02,131.48,102.28,170.92,17.57
282.01,211.7,164.56,263.71,26.06
282.02,194.44,148.76,245.71,23.96
283,193.18,159.16,232.79,18.95
284.01,142.45,112.6,177.62,16.98
284.02,122.95,94.67,157.42,15.86
285.01,187.05,141.78,244.75,26.2
285.02,197.6,162.49,235.19,18.52
286.02,114.52,90.97,144.22,13.52
287.01,126.79,85.35,177.67,24.38
287.06,147.17,118.79,180.31,15.1
287.09,118.2,86.71,154.9,17.86
287.11,132.1,100.07,172.01,18.07
290.02,225.35,188.84,268.93,20.28
290.04,116.39,92.47,145.87,13.33
290.05,176.76,127.17,243.4,29.29
291.01,158.47,122.41,199.54,20.21
291.02,148.9,114.69,193.12,19.27
292.01,133,104.87,168.4,16.54
292.03,133.11,99.33,174.54,19.6
292.04,165.1,118.86,222.12,26.95
400.04,210.93,165.58,265.62,25.49
400.05,167.73,126.9,212.01,22.27
400.06,195.91,143.17,260.9,31.31
401.01,266.66,211.59,327.47,29.72
401.02,216,179.01,258.12,19.82
402.02,191.27,155.82,233.92,20.2
402.03,203.35,164.98,247.99,21.42
403.01,236.15,197.88,282.48,21.62
403.04,183.66,138.22,234.63,24.32
403.05,146.36,107.81,192.29,21.76
404.01,180.79,142.43,230.48,22.39
404.02,150.4,118.63,185.85,17.52
410.02,136.33,111.15,165.24,14.1
410.04,144.3,102.92,197.74,24.39
410.05,136.38,103.33,178.76,18.65
410.06,212.77,155.27,286.58,33.85
501.01,225.31,191.78,265.46,18.94
501.02,151.34,115.66,195.73,19.93
501.03,193.52,145.84,252.3,27.52
502.01,155,113.11,204.63,23.01
502.02,152.78,119.76,194.19,18.8
502.03,208.25,159.55,266.19,27.25
502.06,211.42,165.79,260.47,24.35
502.07,161.26,133.39,193.26,15.49
503.01,213.87,152.42,293.05,35.2
503.03,177.29,144.51,213.96,17.51
503.07,259.85,215.42,308.6,24.64
503.09,253.32,203.04,308.99,26.87
504.03,176.25,137.1,222.15,22
504.05,184.01,151.17,219.28,16.93
504.08,135.78,103.57,171.52,17.2
504.09,201.42,160.75,250.22,23.03
504.1,176.77,135.87,225.92,23.14
505.01,162.29,132.16,197.86,17.28
506.01,215.26,157.93,283.06,32.8
506.02,263.8,214.83,318.75,27.55
