"CT","mx_mean","mx_lb","mx_ub","mx_se"
1.01,1.13,0.48,2.22,0.45
1.02,1.19,0.54,2.37,0.49
2.01,1.25,0.5,2.38,0.49
2.04,1.18,0.5,2.29,0.47
3.01,1.21,0.51,2.51,0.5
3.02,1.2,0.5,2.37,0.5
4.01,1.22,0.51,2.42,0.51
5,1.15,0.5,2.22,0.45
6.01,1.19,0.49,2.33,0.48
6.02,1.21,0.54,2.41,0.48
7.01,1.23,0.52,2.36,0.51
7.02,1.24,0.53,2.44,0.51
8.01,1.24,0.52,2.45,0.49
8.02,1.24,0.53,2.48,0.5
9,1.1,0.49,2.15,0.44
10.02,1.17,0.5,2.36,0.48
11,1.23,0.55,2.45,0.5
13.01,1.3,0.53,2.61,0.55
13.03,1.21,0.52,2.39,0.5
13.04,1.23,0.53,2.5,0.49
14.02,1.24,0.51,2.59,0.56
15.01,1.27,0.53,2.56,0.55
15.02,1.25,0.55,2.34,0.46
16.01,1.17,0.51,2.32,0.46
16.05,1.25,0.56,2.46,0.52
17.01,1.17,0.5,2.46,0.5
17.02,1.2,0.5,2.28,0.47
18.02,1.19,0.53,2.29,0.46
19,1.15,0.5,2.18,0.44
20,1.17,0.49,2.29,0.46
21,1.16,0.51,2.28,0.45
23,1.14,0.46,2.32,0.49
24,1.16,0.5,2.3,0.47
25,1.16,0.52,2.28,0.5
26,1.15,0.52,2.28,0.47
27.01,1.14,0.5,2.25,0.46
27.02,1.11,0.47,2.22,0.46
28,1.16,0.5,2.34,0.47
29,1.19,0.52,2.36,0.49
30,1.14,0.5,2.3,0.47
31.01,1.2,0.53,2.25,0.44
31.02,1.21,0.53,2.41,0.49
32,1.2,0.5,2.41,0.49
33.01,1.19,0.53,2.43,0.51
33.02,1.2,0.5,2.43,0.49
34.02,1.22,0.56,2.5,0.5
35.01,1.24,0.53,2.54,0.51
35.02,1.2,0.52,2.43,0.5
36.01,1.29,0.57,2.49,0.51
36.02,1.24,0.53,2.64,0.54
37.01,1.26,0.53,2.52,0.5
37.02,1.25,0.55,2.43,0.49
38,1.28,0.57,2.54,0.52
39.01,1.21,0.52,2.5,0.5
39.02,1.15,0.52,2.22,0.48
40.01,1.15,0.49,2.26,0.49
40.02,1.13,0.47,2.24,0.46
41.01,1.1,0.49,2.2,0.45
41.02,1.13,0.48,2.25,0.47
42,1.16,0.48,2.29,0.46
43.02,1.14,0.46,2.21,0.48
44,1.18,0.5,2.36,0.5
45.01,1.22,0.49,2.52,0.53
45.02,1.19,0.51,2.29,0.49
46,1.15,0.5,2.34,0.48
47.01,1.2,0.5,2.4,0.51
48,1.21,0.53,2.36,0.48
