"CT","mx_mean","mx_lb","mx_ub","mx_se"
260.07,3.66,2.12,6.1,1.03
260.08,4.41,2.04,8.4,1.65
281.01,4.2,1.67,8.98,1.81
281.02,4.27,1.96,8.41,1.63
282.01,2.93,1.35,5.69,1.08
282.02,4.36,1.84,8.71,1.71
283,4.06,1.84,7.54,1.54
284.01,5.04,1.99,10.74,2.3
284.02,5.46,2.75,9.92,1.79
285.01,3.81,1.86,7.3,1.41
285.02,3.75,1.74,6.84,1.37
286.02,4.31,2.39,7.34,1.29
287.01,3.81,2.02,6.66,1.2
287.06,4.42,2.16,7.69,1.51
287.09,3.95,2.05,6.96,1.26
287.11,4.79,2.62,7.94,1.45
290.02,3.53,2.08,5.5,0.88
290.04,3.94,1.86,7.65,1.56
290.05,5.14,2.76,8.93,1.64
291.01,4.82,1.98,10.33,2.2
291.02,4.17,2.05,8.12,1.56
292.01,5.66,3.16,9.28,1.57
292.03,3.27,1.73,5.38,0.98
292.04,4.69,2.03,9.45,1.92
400.04,4.61,2.26,8.63,1.58
400.05,5.24,2.38,9.88,1.93
400.06,4.25,2.29,6.93,1.25
401.01,4,1.83,7.42,1.52
401.02,5.67,2.45,11.82,2.55
402.02,4.32,2.02,8.31,1.64
402.03,4.87,2.47,9.03,1.7
403.01,4.04,1.65,8.21,1.81
403.04,5.35,2.76,9.85,1.81
403.05,4.64,2.49,7.98,1.42
404.01,6.03,3.06,10.84,1.99
404.02,7.14,3.56,13.18,2.43
410.02,4.85,2.76,8.16,1.42
410.04,4.49,2.27,8.21,1.54
410.05,4.17,1.89,8.5,1.7
410.06,4.16,2.03,7.77,1.49
501.01,5.15,2.66,8.99,1.61
501.02,3.84,2.11,6.41,1.12
501.03,4.39,2.22,7.64,1.39
502.01,4.07,1.91,7.54,1.49
502.02,4.03,1.8,7.68,1.48
502.03,6.01,3.44,9.71,1.66
502.06,3.52,1.64,6.56,1.36
502.07,5.33,2.49,10.25,2.07
503.01,4.97,2.48,8.93,1.74
503.03,3.71,1.66,7.28,1.45
503.07,4.02,2.07,7.41,1.42
503.09,4.23,2.34,7.26,1.3
504.03,3.56,1.82,6.33,1.15
504.05,5.33,2.35,10.53,2.14
504.08,4.46,2.38,7.5,1.31
504.09,7.19,3.76,12.32,2.27
504.1,4.78,2.39,8.64,1.65
505.01,3.85,1.88,7.3,1.41
506.01,4.05,2.06,7.18,1.32
506.02,4.38,1.95,8.69,1.68
