"CT","mx_mean","mx_lb","mx_ub","mx_se"
203,33.73,22.75,48.39,6.57
204.01,38.06,24.39,54.91,7.99
204.02,39.75,28.35,55.25,6.69
205.02,26.88,19.67,36.35,4.34
207,37.35,22.94,57.29,8.42
208,33.07,23.75,44.14,5.28
209,38.88,29.33,50.79,5.37
210,35.37,27.18,45.71,4.81
220,23.18,14.87,34.97,5.36
221.01,22.24,13.32,34.98,5.46
221.03,23.15,15.19,33.78,4.9
221.04,26.93,20.22,35.29,3.83
222.01,22.3,15.2,32.38,4.35
222.02,25.61,16.14,38.91,5.58
223.01,25.65,17.73,35.98,4.83
223.02,26.99,17.97,38.12,5.18
224.02,32.84,23.7,43.87,5.34
225.01,16.95,10.98,24.77,3.6
225.02,22.66,15.78,32.32,4.17
226.02,25.27,16.83,37.91,5.45
226.04,19.88,12.32,30.25,4.47
228.02,24.9,16.08,36.49,5.26
228.04,27.35,20.28,35.93,4.12
229,31.48,24.55,39.92,4.07
230.01,18.83,12.93,27.39,3.7
230.02,31.15,22.1,42.22,5.03
231,23.93,17.41,32.37,3.65
232,26.81,17.8,38.45,5.26
233,31.13,22.17,41.92,5.06
234,43.6,31.54,57.64,6.59
235.02,28.25,20.41,38.27,4.67
235.03,29.99,19.73,43.6,6.1
236,20.02,13.27,28.7,3.93
237,22.56,15.71,31.96,4.22
238.01,19.66,12.7,28.8,4.15
238.02,20.9,15.49,27.9,3.24
239.02,27.96,18.16,41.09,6.08
240.01,25.59,18.43,34.53,4.25
240.02,25.96,17.49,36.76,4.85
241,32.95,23.83,45.39,5.61
242,22.91,15.59,31.97,4.28
243.01,22.73,15.15,31.87,4.39
243.02,20.7,14.02,29.4,4.05
250.02,17.93,12.66,24.7,3.14
251.01,26.39,15.48,43.43,7.05
260.04,18.81,10.02,32.27,5.94
260.05,23.83,14.42,37.04,5.85
260.06,16.6,10.49,25.42,3.73
260.07,27.22,17.08,39.74,5.89
260.08,20.2,12.77,30.47,4.77
281.01,25.58,16.05,38.77,5.88
281.02,26.04,17.59,37.33,4.98
282.01,34.77,23.25,49.7,6.95
282.02,31.31,20.99,46.61,6.56
283,35.7,26.31,46.93,5.41
284.01,25.23,17.78,34.23,4.25
284.02,22.96,15.54,33.69,4.56
285.01,36.47,24.64,51.95,7.28
285.02,31.33,23.44,40.51,4.46
286.02,19.91,15.54,25.23,2.45
287.01,25.48,16.81,37.1,5.09
287.06,26.78,19.23,36.34,4.48
287.09,22.3,13.15,35.47,6.01
287.11,22.35,14.31,33.67,4.95
290.02,36.3,26.59,48.44,5.55
290.04,19.3,13.26,26.85,3.43
290.05,25.4,14.55,40.3,6.8
291.01,28.55,19.23,40.45,5.52
291.02,35.16,23.94,50.27,6.74
292.01,21.91,15.29,30.34,3.81
292.03,26.47,16.55,40.04,5.91
292.04,27.65,16.48,44.51,6.97
400.04,24.67,16.4,36.21,5.08
400.05,22.45,14.75,33.33,4.83
400.06,33.56,19.89,53.45,8.92
401.01,42.61,29.38,60.45,7.91
401.02,41.93,32.24,55.05,5.84
402.02,29.51,20.34,40.56,5.3
402.03,37.01,25.83,52.25,6.8
403.01,40.34,30.63,52.03,5.55
