"CT","mx_mean","mx_lb","mx_ub","mx_se"
209,47.84,32.52,68.02,8.86
210,61.17,43.49,83.56,10.44
220,49.81,30.21,74.95,11.88
221.01,47.74,28.64,72.88,11.76
221.03,45.18,28.9,66.79,9.86
221.04,44.57,31.15,61.3,7.74
222.01,39.97,25.85,59.72,8.54
222.02,38.82,24.21,59.84,9.47
223.01,47.9,31.44,68.96,9.89
223.02,48.9,31.58,72.45,10.39
224.02,48.09,33.46,67.85,8.67
225.01,45.43,29.5,67.39,10
225.02,56.31,36.11,84.08,12.35
226.02,39.06,24.21,57.91,8.91
226.04,38.54,24.33,57.64,8.68
228.02,45.89,27.98,71.17,10.95
228.04,43.99,31.04,62.5,8.03
229,50.34,36.77,67.54,8.13
230.01,38.31,25.27,57.26,8.14
230.02,49.45,32.98,70.93,9.76
231,43.38,29.36,61,7.93
232,52.94,32.93,76.96,11.48
233,45.42,31.55,63.35,8.47
234,55.72,36.52,83.39,12.19
235.02,38.8,26.89,55.14,7.28
235.03,49.32,31.35,75.54,11.12
236,42.42,27.01,62.63,9.15
237,36.88,23.94,53.7,7.66
238.01,41.83,26.06,63.48,9.59
238.02,36.05,25.2,49.49,6.46
239.02,57.83,36.29,88.59,13.83
240.01,47.94,32.26,69.19,9.46
240.02,36.42,23.69,52.93,7.47
241,45.66,31.7,64.49,8.54
242,38.74,25.75,56.94,7.94
243.01,40.3,26.18,60.04,8.26
243.02,27.98,18.12,41.45,6.03
250.02,37.12,24.78,55.44,7.85
251.01,37.36,22.64,58.29,9.68
260.04,44.19,25.97,73.83,12.08
260.05,42.07,24.25,66.91,10.6
260.06,35.95,22.22,55.72,8.76
260.07,37.15,23.39,57.23,8.68
260.08,30.28,18.98,47.24,7.48
281.01,39.41,23,66.07,10.72
281.02,44.14,28.52,65.05,9.61
282.01,41.05,26.07,61.26,9.39
282.02,42.72,27.34,62.62,9.41
283,50.64,34.07,71.84,9.58
284.01,38.94,25.92,55.63,7.74
284.02,34.96,22.49,51.68,7.51
285.01,46.21,29.91,69.11,10.43
285.02,43.5,30.65,61.4,7.88
286.02,36.81,26.32,50.78,6.24
287.01,29.02,17.53,46.73,7.55
287.06,27.74,18.42,39.73,5.5
287.09,29.68,16.05,50.08,9.01
287.11,32.76,19.9,50.51,7.76
290.02,38.47,26.67,55.3,7.2
290.04,32.18,21.22,46.65,6.85
290.05,28.6,16.72,47.12,7.95
291.01,41.74,27.22,63.1,9.17
291.02,36.15,22.75,54.79,8.04
292.01,32.55,21.58,47.24,6.67
292.03,30.64,19.25,47.43,7.12
292.04,32.22,18.41,53.64,8.94
400.04,35.73,23.14,53.78,7.88
400.05,33.2,20.9,50.81,7.95
400.06,34.77,19.42,57.04,9.78
401.01,54.47,35.3,79.99,11.7
401.02,48.34,33.09,68.69,9.55
402.02,44.84,29.01,66.98,10.02
402.03,53.55,33.93,79.54,12.2
403.01,32.79,22.86,45.83,5.87
403.04,38.91,24.76,60.49,8.86
403.05,37.42,22.91,59.55,9.38
404.01,37.17,22.67,58.61,9.31
404.02,37.65,25.43,53.75,7.65
410.02,31.96,21.42,46.06,6.41
410.04,44.4,26.68,71.03,11.26
410.05,31.87,19.24,49.91,7.74
410.06,33.77,19.8,55.28,9.09
501.01,41.38,28.28,58.35,7.84
501.02,28.48,17.91,43.22,6.53
501.03,33.81,19.97,51.15,7.97
502.01,32.39,19.64,49.27,7.91
502.02,42.69,27.01,63.31,9.26
502.03,31.29,20.04,47.51,7.22
502.06,48.52,30.5,74.71,11.43
502.07,29.43,19.52,42.86,5.96
503.01,38.83,23.64,60.9,9.46
503.03,37.17,26.46,50.59,6.41
503.07,50.85,34.86,72.2,9.51
503.09,40.32,26.09,60.69,8.93
504.03,28.19,17.48,44.83,6.92
504.05,33.33,22.22,49.03,7.17
504.08,30.84,18.32,48.42,7.58
504.09,33.25,21.2,50.05,7.47
504.1,28.91,16.93,46.16,7.61
505.01,40.61,27.33,58.7,7.91
506.01,23.55,13.75,39.06,6.76
506.02,32.19,20.04,46.83,6.94
