"CT","mx_mean","mx_lb","mx_ub","mx_se"
162.03,1.22,0.52,2.45,0.51
162.04,1.21,0.53,2.4,0.48
163.01,1.3,0.5,3.04,0.66
163.04,1.14,0.49,2.38,0.48
163.05,1.14,0.48,2.4,0.52
163.06,1.14,0.5,2.32,0.5
163.07,1.07,0.46,2.07,0.45
163.08,1.13,0.45,2.46,0.54
170.03,0.88,0.37,1.78,0.38
170.04,1.07,0.49,2.14,0.44
170.05,1.02,0.44,2.13,0.44
170.07,1.23,0.54,2.46,0.51
180.01,0.89,0.37,1.83,0.38
180.04,1.04,0.49,2.09,0.41
181.03,1.11,0.45,2.38,0.49
181.05,0.94,0.44,1.86,0.36
181.07,1.03,0.37,2.29,0.55
181.08,1.11,0.39,2.6,0.6
181.09,1.16,0.52,2.19,0.45
181.11,0.9,0.37,1.84,0.4
181.12,1.19,0.48,2.59,0.55
181.13,0.93,0.46,1.67,0.33
181.14,0.89,0.36,1.81,0.38
181.16,0.94,0.41,1.96,0.44
182.01,1.13,0.57,2,0.38
182.04,1.18,0.57,2.33,0.45
182.05,1.27,0.63,2.41,0.47
183.01,1.31,0.59,2.68,0.55
183.03,1.28,0.56,2.54,0.51
183.05,1.24,0.61,2.51,0.49
183.06,1.3,0.59,2.59,0.51
183.07,1.26,0.53,2.52,0.54
184.02,1.18,0.53,2.28,0.46
184.06,1.29,0.54,2.4,0.52
184.07,1.18,0.57,2.21,0.45
184.08,1.2,0.53,2.57,0.52
184.09,1.21,0.53,2.54,0.53
184.1,1.34,0.58,2.68,0.56
184.11,1.24,0.49,2.71,0.57
184.12,1.35,0.53,3.37,0.7
184.13,1.27,0.51,2.73,0.62
184.14,1.37,0.56,3.01,0.68
184.15,1.17,0.51,2.34,0.47
184.16,1.36,0.6,2.92,0.61
185.05,1.19,0.51,2.43,0.51
185.07,1.33,0.57,2.75,0.56
185.08,1.23,0.51,2.6,0.57
185.09,1.08,0.51,2.15,0.41
185.1,1.08,0.5,2.23,0.46
185.11,1.06,0.47,2.15,0.44
185.12,1.23,0.51,2.48,0.51
185.15,1.13,0.53,2.29,0.46
185.16,1.14,0.51,2.33,0.47
185.17,1.3,0.55,2.69,0.6
185.18,1.26,0.53,2.72,0.56
185.19,1.24,0.51,2.65,0.53
185.2,1.15,0.51,2.35,0.47
185.21,1.16,0.55,2.2,0.44
186.01,1.12,0.49,2.27,0.47
186.02,1.15,0.51,2.49,0.49
186.05,1.29,0.55,2.67,0.57
186.06,1.11,0.5,2.31,0.47
186.07,1.08,0.49,2.13,0.44
186.08,1.07,0.51,2.05,0.42
187.03,1.25,0.53,2.57,0.55
187.04,1.45,0.58,3,0.64
187.06,1.17,0.55,2.18,0.44
187.11,1.2,0.53,2.5,0.5
187.12,1.11,0.51,2.2,0.43
187.13,1.21,0.57,2.42,0.48
187.14,1.3,0.51,2.89,0.63
187.15,1.21,0.51,2.24,0.47
188.01,1.3,0.57,2.51,0.53
188.04,1.24,0.6,2.39,0.46
188.05,1.23,0.52,2.48,0.51
188.07,1.24,0.51,2.58,0.57
188.08,1.27,0.44,3.11,0.7
189.03,1.24,0.56,2.43,0.49
189.05,1.07,0.51,1.99,0.39
189.06,1.17,0.49,2.55,0.53
189.08,1.2,0.53,2.31,0.46
189.09,1.19,0.49,2.64,0.58
189.1,1.24,0.54,2.51,0.5
190.03,1.24,0.66,2.22,0.41
190.04,1.31,0.58,2.79,0.56
190.05,1.51,0.55,3.46,0.77
191.03,1.1,0.48,2.19,0.46
191.04,1.13,0.46,2.36,0.51
191.05,1.15,0.47,2.45,0.51
192,1.14,0.58,2.04,0.38
200,1.13,0.5,2.37,0.48
201,1.06,0.44,2.24,0.47
202,1.03,0.51,1.99,0.38
203,1.13,0.47,2.36,0.48
204.01,1.22,0.44,2.49,0.57
204.02,1.07,0.49,2.13,0.43
205.02,0.93,0.43,1.88,0.37
207,1.12,0.47,2.42,0.53
208,1.06,0.49,2.02,0.41
209,1.23,0.58,2.32,0.46
210,1.25,0.59,2.34,0.45
220,1.06,0.49,2.01,0.41
221.01,1.06,0.43,2.3,0.5
221.03,1.17,0.49,2.55,0.56
221.04,1.14,0.53,2.22,0.44
222.01,1.01,0.43,1.93,0.42
222.02,1.03,0.42,2.29,0.47
223.01,1.03,0.47,2.04,0.42
223.02,1.05,0.48,2.15,0.41
224.02,1.17,0.55,2.37,0.47
225.01,1.12,0.47,2.31,0.49
225.02,1.04,0.48,2.05,0.41
226.02,1.24,0.5,2.7,0.57
226.04,1.08,0.47,2.35,0.46
228.02,1.18,0.47,2.44,0.52
228.04,1.45,0.7,2.79,0.53
229,1.68,0.86,3.11,0.58
230.01,1.28,0.57,2.71,0.59
230.02,1.1,0.55,2.07,0.42
231,1.2,0.51,2.37,0.47
232,1.15,0.5,2.51,0.52
233,1.1,0.54,1.97,0.4
234,1.46,0.69,2.86,0.59
235.02,1.21,0.58,2.3,0.45
235.03,1.41,0.55,3.03,0.66
236,1.13,0.51,2.18,0.44
237,1.21,0.52,2.5,0.51
238.01,1.15,0.53,2.25,0.49
238.02,1.32,0.62,2.45,0.5
239.02,1.25,0.55,2.49,0.54
240.01,1.4,0.66,2.72,0.54
240.02,1.64,0.69,3.34,0.71
241,1.27,0.58,2.44,0.5
242,1.24,0.54,2.62,0.52
243.01,1.22,0.51,2.45,0.51
243.02,1.15,0.52,2.24,0.46
250.02,1.11,0.5,2.23,0.45
251.01,1.24,0.57,2.42,0.5
260.04,1.32,0.39,3.46,0.82
260.05,1.25,0.45,2.85,0.63
260.06,1.09,0.38,2.48,0.55
260.07,1.31,0.53,2.87,0.61
260.08,1.2,0.51,2.62,0.58
281.01,1.86,0.6,4.87,1.19
281.02,1.51,0.62,3.24,0.72
282.01,1.48,0.61,3.18,0.65
282.02,1.41,0.57,3.08,0.64
283,1.72,0.79,3.42,0.68
284.01,1.41,0.66,2.82,0.58
284.02,1.25,0.54,2.68,0.57
285.01,1.49,0.65,3.02,0.61
285.02,1.42,0.69,2.71,0.53
286.02,1.28,0.64,2.36,0.43
287.01,1.14,0.45,2.4,0.52
287.06,1.38,0.57,2.75,0.58
287.09,1.58,0.5,4.16,0.95
287.11,1.28,0.49,2.77,0.62
290.02,1.36,0.6,2.63,0.53
290.04,1.28,0.58,2.36,0.49
290.05,1.26,0.47,2.7,0.62
291.01,1.32,0.55,2.69,0.55
291.02,1.39,0.55,3.13,0.65
292.01,1.35,0.6,2.66,0.53
292.03,1.32,0.51,2.69,0.59
292.04,1.68,0.58,3.89,0.89
400.04,1.39,0.57,3.03,0.65
400.05,1.45,0.62,3,0.64
400.06,1.56,0.54,3.59,0.8
401.01,1.4,0.62,2.92,0.59
401.02,1.45,0.66,2.83,0.56
402.02,1.13,0.53,2.25,0.45
402.03,1.37,0.54,2.79,0.62
403.01,1.31,0.64,2.51,0.48
403.04,1.22,0.51,2.46,0.53
403.05,1.34,0.45,2.78,0.66
404.01,1.31,0.56,2.86,0.61
404.02,1.29,0.57,2.6,0.53
410.02,1.2,0.58,2.27,0.42
410.04,1.23,0.55,2.45,0.49
410.05,1.47,0.55,3.25,0.68
410.06,1.33,0.53,2.87,0.64
501.01,2.61,1.28,5.14,0.97
501.02,2.12,0.85,4.55,1
501.03,2.01,0.77,4.45,0.98
502.01,1.45,0.53,3.4,0.72
502.02,1.09,0.43,2.22,0.5
502.03,1.21,0.5,2.53,0.55
502.06,1.35,0.59,2.77,0.56
502.07,1.51,0.68,2.96,0.61
503.01,1.39,0.52,3.24,0.71
503.03,1.41,0.63,2.79,0.55
503.07,1.46,0.6,3.09,0.66
503.09,1.39,0.61,2.65,0.56
504.03,1.16,0.5,2.33,0.48
504.05,1.57,0.73,3.03,0.6
504.08,1.58,0.64,3.48,0.77
504.09,1.42,0.67,2.6,0.52
504.1,1.97,0.78,4.26,1.02
505.01,1.52,0.7,2.86,0.58
506.01,1.85,0.58,4.85,1.08
506.02,1.78,0.65,3.92,0.88
