"CT","mx_mean","mx_ub","mx_lb","mx_se"
45.01,31.06,50.78,17.21,8.79
45.02,29.15,46.14,16.94,7.6
46,33.03,52.96,19.39,8.55
47.01,38.2,57.99,23.71,8.9
48,38.29,57.6,24.54,8.48
49.01,39.95,60.84,25.49,9.07
49.02,35.39,54.07,21.47,8.47
50.02,30.02,45.24,18.49,6.99
50.03,53.27,80.65,33.36,12.23
50.04,38.69,64.92,21.24,11.58
51.01,24.7,39.58,14.52,6.76
51.02,31.92,49.5,19.6,7.5
52.01,34.39,51.14,22.03,7.47
52.02,41.81,62.68,26.91,9.15
53.01,56.23,82.41,36.44,11.95
53.02,32.98,54.55,17.28,9.65
54.01,43.57,60.37,30.63,7.55
54.02,26.89,41.3,16.53,6.46
55.01,43.71,71.28,25.88,11.69
55.02,74.16,116.57,43.81,18.75
56.02,51.77,84.51,30.16,13.79
57.02,38.31,57.11,24.45,8.31
59.06,44.61,71.09,25.9,11.81
59.07,21.71,34.07,13.21,5.38
59.09,38.78,66.21,19.78,12.14
59.1,32.46,54.93,16.99,9.67
59.11,30.13,46.54,18.9,6.95
60.02,62.46,95.26,37.88,14.8
61,23.93,42.74,12.35,7.84
62,28.6,46.53,16.49,7.64
64,41.04,60.28,26.97,8.47
65,37.25,53.51,24.76,7.5
67.01,53.04,84.76,31.08,13.75
68,37.85,60.57,22.39,10.03
69.02,12.18,18.72,7.44,2.9
100.01,43.77,67.03,27.31,10.24
100.02,38.45,58.33,23.55,8.93
101.03,41.48,63.93,25.23,9.99
101.04,40.44,63.78,25.1,9.98
101.06,39.76,57.97,26.39,8.28
103,33.7,50.35,21.51,7.38
104,33.94,51.71,21.47,7.79
110.02,33.37,60.37,16.4,11.22
110.03,39.86,69.56,20.91,12.32
110.04,32.73,57.9,17.73,10.42
111.02,21.12,33.36,12.92,5.21
111.05,31.92,50.2,19.4,8.02
111.07,35.8,56.87,21.4,9.2
112,27.87,46.28,15.49,8.02
113,33.89,51.01,22.1,7.42
114.01,35.56,61.89,18.7,11.46
114.02,25.93,42.89,13.7,7.59
115,26.88,40.99,16.88,6.35
116,26.29,41.04,15.41,6.68
117,25.5,38.97,15.66,5.97
118,21.96,33.15,14.1,4.96
120,24.95,41.5,14.21,7.05
121,26.07,43.14,14.7,7.27
122,21.27,35.32,12.44,5.84
130.03,26.33,39.46,16.77,5.91
131,21.88,30.6,15.08,3.98
132,18.62,32.33,9.58,5.87
133.01,21.62,38.1,10.9,7.05
133.02,19.94,33.43,11.46,5.63
134,20.33,31.22,12.43,4.9
135,20.95,33.31,12.12,5.5
140.02,36.42,52.86,24.04,7.42
140.03,37.79,56.88,24.26,8.5
140.04,28.93,49.71,15.19,8.82
141.01,43.68,62.45,28.5,8.8
142.01,43.37,66.16,26.67,10.12
142.02,32.29,52.82,18.52,8.91
142.03,41.75,62.87,26.82,9.43
143.01,29.54,45.48,17.69,7.24
143.02,34.46,49.75,22.92,6.86
143.03,32.79,49.8,19.58,7.78
144.04,37.17,58.46,21.95,9.32
144.06,30.61,45.34,19.58,6.72
145.01,31.37,46.54,20.46,6.66
145.02,33.63,55.49,19.01,9.73
146,31.44,49.88,18.76,7.96
147.01,46.99,67.65,30.97,9.24
147.09,36.44,53,24.13,7.5
148,35.33,50.67,24.09,6.86
149.02,38.62,62.67,21.93,10.6
149.05,31.81,53.79,17.85,9.26
149.08,26.87,40.43,17.28,5.97
149.09,47.22,75.36,27.99,12.59
150,33.82,56.5,18.81,9.82
151.03,30.3,49.32,17.41,8.18
151.05,25.88,40.61,16.02,6.26
151.07,31.73,45.04,21.9,5.96
151.08,24.45,39.25,14.16,6.38
160.01,29.3,49.76,15.64,8.87
160.02,33.27,49.31,21.23,7.29
160.03,43.98,66.93,27.73,10.07
160.04,39.9,60.85,24.5,9.46
161.02,46.91,70.06,29.39,10.66
161.03,49.28,74.16,31.63,10.94
161.05,45.1,71.44,26.7,11.46
161.06,40.73,62.15,25.29,9.56
161.08,22.29,44.17,9.81,9.01
161.09,26.07,38.11,17.6,5.24
162.01,29.15,46.21,17.77,7.34
162.02,31.76,50.18,18.93,8.01
162.03,41.15,61.56,26.06,9.22
162.04,35.14,55.77,21.19,8.92
163.01,33.22,55.89,18.36,9.52
163.04,38.85,60.64,23.59,9.67
163.05,42.28,64.56,25.52,10.04
163.06,31.05,50.31,17.83,8.42
163.07,35.81,56.16,21.05,9.15
163.08,36.56,61.09,20.14,10.68
170.03,45.8,65.92,30.76,9.02
170.04,28.2,41.77,18.11,6.13
170.05,55.24,82.69,36.49,11.88
170.07,34.66,50.71,22.96,7.22
180.01,36.93,57.88,21.94,9.3
180.04,33.91,49.64,22.38,6.97
181.03,37.05,55.99,22.45,8.68
181.05,39.77,54.95,27.74,6.96
181.07,28.91,49.75,15.25,8.87
181.08,31.71,54.19,16.45,9.86
181.09,20.63,32.47,12.72,5.08
181.11,50.22,77.73,31.06,11.95
181.12,20.36,36.06,10.34,6.64
181.13,28.49,40.72,19.26,5.51
181.14,34.07,54.33,19.83,8.69
181.16,17.24,27.65,9.8,4.64
182.01,30.6,45.6,19.86,6.64
182.04,29.08,43.38,18.32,6.44
182.05,29.45,44.89,18.17,6.92
183.01,33.24,53.33,19.17,8.84
183.03,50.16,74.1,32.01,10.83
183.05,28.36,42.72,17.99,6.46
183.06,53.46,78.28,35.45,11.09
183.07,36.92,57.1,22.73,8.93
184.02,56.46,80.33,38.28,10.92
184.06,29.88,47.13,17.39,7.81
184.07,42.45,62.76,27.74,9.08
184.08,23.67,39.41,13.03,6.81
184.09,34.17,56.05,19.05,9.7
184.1,20.41,35.06,11.18,6.16
184.11,23.87,39.92,13.11,6.8
184.12,24.06,41.49,12.78,7.33
184.13,28.28,48.34,15.59,8.58
184.14,28.72,51.15,15.23,9.42
184.15,28.67,47.92,15.97,8.47
184.16,32.6,52.24,18.62,8.75
185.05,37.09,58.2,22.18,9.19
185.07,18.47,29.58,10.81,4.88
185.08,26.15,47.29,12.75,8.95
185.09,33.75,52.32,20.71,8.18
185.1,19.34,32.16,10.54,5.53
185.11,23.16,37.63,13.84,6.16
185.12,27.14,43.16,15.91,7.07
185.15,38.58,60.22,22.93,9.62
185.16,25.63,41.52,14.51,7.1
185.17,25.89,42.77,13.98,7.61
185.18,24.7,41.81,14.07,7.12
185.19,24.62,42.03,13.45,7.45
185.2,21.22,35.66,11.77,6.12
185.21,23.05,35.58,13.96,5.56
186.01,41.52,64.58,25.36,10.13
186.02,32.42,51.32,19.44,8.23
186.05,30.36,46.89,18.53,7.23
186.06,26.57,42.52,15.58,7.02
186.07,27.55,43.45,16.13,7.13
186.08,31.11,48.36,18.85,7.8
187.03,38.62,58.06,24.43,8.71
187.04,31.01,45.53,20.21,6.49
187.06,26.44,40.18,16.94,5.91
187.11,33.45,53.96,18.34,9.25
187.12,41.8,63.7,25.72,9.87
187.13,29.84,47.13,17.89,7.46
187.14,40.99,65.87,23.55,10.67
187.15,29.05,44.63,17.94,6.96
188.01,20.14,33.77,11.21,5.99
188.04,28.4,43.36,17.72,6.65
188.05,33.41,56.64,17.68,10.09
188.07,21.61,37.84,10.96,6.97
188.08,24.05,45.31,11.48,8.9
189.03,42.78,68.8,24.59,11.42
189.05,42.75,61.05,28.8,8.3
189.06,41.56,69.08,22.9,11.85
189.08,48.93,74.73,29.71,11.64
189.09,43.79,70,24.93,11.64
189.1,34.86,55.62,20.63,9.09
190.03,57.95,78.09,42.01,9.24
190.04,49.99,75.35,31.25,11.66
190.05,54.27,99.78,26.66,18.97
191.03,31.05,49.94,18.22,8.13
191.04,57.55,84.9,36.78,12.52
191.05,36.72,60.3,20.72,10.22
192,41.98,62.52,26.75,9.09
200,34.93,57.67,19.19,9.97
201,38.14,64.23,20.34,11.41
202,46.22,66.68,30.49,9.35
203,36.95,59.47,21.65,9.78
204.01,59.25,96.83,33.7,15.98
204.02,47.69,71.89,30.13,10.81
205.02,53.53,75.72,36.8,10.03
207,65.41,112.69,35.34,19.79
208,49.22,72.03,31.8,10.32
209,50.2,71.71,34.07,9.72
210,50.34,69.72,34.82,8.98
220,35.72,56.96,20.34,9.53
221.01,42.97,72.82,23,12.59
221.03,39.33,62.95,22.79,10.56
221.04,51.61,69.82,36.58,8.63
222.01,29.25,45.49,17.49,7.28
222.02,37.75,60.25,22.01,9.91
223.01,33.08,51.03,20.2,8.07
223.02,35.68,56,21.04,8.97
224.02,34.16,51.02,21.25,7.62
225.01,33.29,51.56,19.77,8.34
225.02,32.28,50.19,19.94,7.77
226.02,27.98,45.1,16.12,7.55
226.04,41.14,66.54,23.27,11.23
228.02,40.29,66.37,22.9,11.34
228.04,33.21,47.41,22.62,6.42
229,33.11,46.12,23.11,6
230.01,44.09,66.66,27.47,9.83
230.02,30.59,47.01,19.07,7.16
231,41.64,59.44,28.13,8.13
232,30.72,48.61,18.07,7.93
233,35.45,53.02,22.65,7.77
234,43.3,65.62,27.5,9.71
235.02,40.71,59.86,27.08,8.29
235.03,50.36,78.11,29.82,12.44
236,27.08,43.13,16.06,7.04
237,33.15,49.7,20.78,7.48
238.01,25.73,44.17,14.09,7.67
238.02,20.28,29.82,13.34,4.24
239.02,13.46,24.99,6.51,4.84
240.01,23.87,36.21,14.67,5.48
240.02,24.56,38.94,14.74,6.34
241,38.06,57.29,24.27,8.48
242,35.49,54.01,22.18,8.25
243.01,27.71,43.95,16.26,7.09
243.02,37.34,58.26,22.36,9.22
250.02,23.37,34.01,15.02,4.96
251.01,35.98,64.37,18.78,11.9
260.04,52.95,92.12,27.86,16.72
260.05,43.34,72.9,24.51,12.54
260.06,32.02,51.26,18.85,8.47
260.07,53.07,82.59,31.37,13.32
260.08,25.91,43.5,14.09,7.57
281.01,29.13,49.74,15.06,9.15
281.02,40.8,63.09,24.95,9.7
282.01,44.25,72.05,25.18,11.99
282.02,49.18,75.58,29.56,12.05
283,48.23,69.85,32.2,9.67
284.01,41.78,62.58,26.53,9.29
284.02,49.22,75.56,30.64,11.58
285.01,56.43,89.39,34.46,14.01
285.02,24.4,36.08,16.16,5.17
286.02,31.24,41.65,22.79,4.84
287.01,31.38,51.19,18.05,8.5
287.06,39.97,58.33,26.31,8.26
287.09,30.95,53.76,15.83,9.68
287.11,31.16,49.18,18.03,8.15
290.02,42.51,62.23,28.43,8.59
290.04,28.47,41.74,18.76,5.88
290.05,35.95,64.11,17.86,11.98
291.01,17.83,29.45,10.22,5.08
291.02,54.68,83.85,34.1,12.98
292.01,41.99,60.96,27.66,8.66
292.03,41.33,65.97,23.91,10.97
292.04,44.03,77.03,23.42,13.74
400.04,22.73,36.5,12.73,6.21
400.05,42.45,67.36,25.54,10.58
400.06,68.44,113.9,36.44,19.74
401.01,73.18,111.13,45.98,16.61
401.02,57.87,79.94,40.16,10.27
402.02,70.87,104.33,46.4,14.91
402.03,70.96,104.53,45.85,15.07
403.01,59.82,82.5,41.98,10.46
403.04,62.15,97.04,38.02,15.12
403.05,44.49,74.05,24.25,12.91
404.01,49.85,79.67,30.59,12.39
404.02,45.39,68.29,29.1,10.08
410.02,33.28,49.26,21.79,7.14
410.04,34.87,57.54,19.46,9.93
410.05,35.63,58.63,20.54,9.88
410.06,60.65,99.83,34.38,17.06
501.01,42.99,60.71,29.53,8.11
501.02,31.36,50.11,17.93,8.27
501.03,51.73,84.78,28.88,14.51
502.01,53.46,90.83,30.74,15.22
502.02,52.96,79.49,33.76,12.06
502.03,72.9,112.66,45.44,17.43
502.06,41.57,62.98,26.83,9.55
502.07,50.09,70.91,34.25,9.43
503.01,48.59,82.1,25.95,14.69
503.03,51.61,73.78,35.45,9.9
503.07,60.59,86.82,40.63,11.95
503.09,59.79,89.61,38.78,13.19
504.03,40.68,63.57,25.01,9.97
504.05,46.14,64.95,31.45,8.64
504.08,24.51,40.57,13.5,6.99
504.09,40.38,60.73,25.38,8.9
504.1,55.2,89.25,32.22,14.87
505.01,25.41,39.36,15.74,6
506.01,53.89,93.05,28.61,16.42
506.02,63.97,98.3,39.84,14.88
