"CT","mx_mean","mx_ub","mx_lb","mx_se"
182.05,20.49,41.5,8.46,8.58
183.01,21.08,43.91,8.19,9.59
183.03,9.1,20.94,3.12,4.71
183.05,14.53,28.98,6.18,5.9
183.06,21.42,43.55,8.95,9.07
183.07,13.31,28.45,5.07,6.03
184.02,9.43,19.96,3.51,4.35
184.06,23.04,49.15,8.88,10.67
184.07,11.24,24.89,4.09,5.48
184.08,18.26,42.02,5.93,9.56
184.09,12.68,31.74,3.96,7.21
184.1,12.25,30.13,3.8,6.86
184.11,8.91,22.01,2.39,5.21
184.12,19.61,47.98,5.91,11.13
184.13,7.57,20,1.97,4.94
184.14,13.49,34.64,3.67,8.22
184.15,13.55,33.35,4.14,7.97
184.16,6.52,18.43,1.71,4.48
185.05,11.58,27.7,3.69,6.49
185.07,5.61,14.72,1.7,3.38
185.08,14.46,36.91,4.06,8.89
185.09,9.46,22.96,3,5.37
185.1,14.4,33.94,4.73,7.61
185.11,11.69,27.18,3.81,6.06
185.12,10.13,23.42,3.39,5.32
185.15,9.12,22.05,2.88,5.22
185.16,20.77,48,6.87,10.99
185.17,22.23,47.4,8.72,10.27
185.18,12.24,29.19,3.96,6.67
185.19,12.44,32.29,3.61,7.58
185.2,24.24,56.19,7.89,12.72
185.21,11.47,24.9,4.17,5.56
186.01,13.56,30.64,4.68,6.94
186.02,11.88,27.01,4.11,6.08
186.05,7.53,18.15,2.4,4.11
186.06,21.51,50.29,7.21,11.33
186.07,9.01,22.26,2.63,5.25
186.08,12.33,29.03,4.01,6.57
187.03,11.9,28.03,4.16,6.19
187.04,8.48,19.07,3.01,4.23
187.06,5.58,13.17,1.78,3.13
187.11,16.99,40.23,5.69,9.33
187.12,12.38,29.8,4.16,6.62
187.13,17.63,40.09,6.1,8.78
187.14,30.78,64.89,11.94,13.79
187.15,14.47,30.87,5.68,6.52
188.01,22.31,49.28,8,10.96
188.04,10.22,22.83,3.73,5.1
188.05,28.29,68.75,9.25,15.92
188.07,18.99,45.48,6.2,10.47
188.08,21.1,52.37,6.48,11.99
189.03,68.35,131.55,30.33,26.26
189.05,4.87,10.77,1.7,2.46
189.06,17.89,40.91,5.71,9.37
189.08,22.57,51.5,8.23,11.38
189.09,14.77,35.74,4.46,8.3
189.1,77.24,141.48,37.39,27.35
190.03,5.65,11.83,2.25,2.54
190.04,10.88,25.62,3.66,5.76
190.05,27.51,69.57,7.35,17.31
191.03,18,39.02,6.76,8.54
191.04,7.18,17.2,2.24,4.05
191.05,13.86,34.12,4.43,8
192,12.51,28.16,4.3,6.3
200,10.05,25.56,2.91,6.12
201,73.29,151.57,30.47,31.91
202,9.04,19.94,3.4,4.33
203,18.09,40.2,6.77,9.13
204.01,36.13,74.66,14.08,15.72
204.02,19.28,41.25,7.33,8.96
205.02,7.2,16.29,2.5,3.7
207,60.77,131.78,23.03,28.1
208,32.89,62.77,14.81,12.7
209,11.98,24.44,4.88,5.07
210,5.75,12.86,2.14,2.83
220,20.17,51.32,5.76,12.1
221.01,16.76,43.72,5,10.01
221.03,43.62,85.48,19.24,16.91
221.04,5.68,11.93,2.24,2.53
222.01,11.97,27.56,4.25,6.11
222.02,14.12,33.08,5.03,7.47
223.01,16.62,37.05,5.98,8.39
223.02,39.64,81.18,16.21,17.27
224.02,8.11,19.31,2.72,4.35
225.01,9.76,22.68,3.24,5.16
225.02,12.75,30.73,4.33,6.86
226.02,7.14,18.97,2.08,4.41
226.04,18.86,45.03,6.09,10.63
228.02,23.87,49.86,9.37,10.81
228.04,21.52,40.06,10.19,7.86
229,5.88,11.92,2.44,2.5
230.01,10.39,24.7,3.45,5.5
230.02,27.64,55.74,12.19,11.24
231,5.44,12.35,1.99,2.78
232,28.91,62.57,11.59,13.08
233,18.49,37.23,8.14,7.47
234,11.07,23.38,4.47,4.87
235.02,7.85,17.73,2.75,3.98
235.03,10.01,25.63,2.93,6.08
236,32.33,63.54,13.63,13
237,3.89,9.62,1.14,2.27
238.01,18.73,42.78,6.51,9.43
238.02,3.17,7.48,1.09,1.67
239.02,15.41,38.32,4.74,8.88
240.01,15.09,32.26,6.04,6.8
240.02,24.94,50.8,10.75,10.25
241,11.81,24.94,4.64,5.36
242,10.78,23.64,4.06,5.11
243.01,10,22.38,3.58,5.09
243.02,10.63,24.12,3.61,5.62
250.02,8.48,19.5,2.83,4.41
251.01,19.4,53.84,5.08,12.88
260.04,34.76,79.76,11.6,18.01
260.05,25.19,56.56,8.9,12.5
260.06,15.38,31.99,6.18,6.77
260.07,16.61,39,5.35,8.99
260.08,15.33,36.28,4.76,8.67
281.01,14.24,32.82,4.92,7.17
281.02,6.58,16.02,2.03,3.74
282.01,19.39,44.87,6.65,10.09
282.02,15.03,36.72,5.08,8.16
283,12.12,26.11,4.62,5.57
284.01,11.89,26.18,4.39,5.82
284.02,9.91,22.98,3.34,5.13
285.01,35.17,76.07,13.9,16.33
285.02,28.61,51.39,14.23,9.72
286.02,3.09,6.18,1.33,1.3
287.01,16.19,36.07,5.52,8.16
287.06,5.59,13.26,1.74,3.18
287.09,16.15,42.49,4.42,10.47
287.11,23.76,46.15,10.21,9.48
290.02,19.29,38.59,8.45,7.79
290.04,9.36,20.03,3.78,4.2
290.05,7.43,21.16,1.63,5.28
291.01,11.75,27.04,4.04,6.14
291.02,17.8,37.34,6.9,8.23
292.01,6.03,13.98,2.05,3.14
292.03,21.92,50.18,8.06,11.1
292.04,29.64,66.14,10.38,14.59
400.04,8.36,19.58,2.74,4.5
400.05,9.58,23.46,2.88,5.62
400.06,105.27,205.48,46.14,42.16
401.01,15.27,35.56,4.99,8.13
401.02,15.61,29.66,6.96,6.08
402.02,23.12,48.46,9.6,10.15
402.03,10.43,24.83,3.33,5.86
403.01,10.1,20.32,4.34,4.17
403.04,10.51,26.45,3.27,6.14
403.05,21.22,47.9,7.2,10.76
404.01,17,36.61,6.5,8.04
404.02,9.86,21.57,3.59,4.76
410.02,14.44,29.01,5.89,6.14
410.04,25.62,62.73,8.27,14.36
410.05,52.61,100.85,24.01,20.25
410.06,37.54,82.02,14.57,17.66
501.01,6.16,13.88,2.23,3.08
501.02,7.02,17.23,2.18,3.96
501.03,22.3,51.48,7.77,11.55
502.01,40.62,86.21,16.28,18.37
502.02,15.44,32.9,5.88,7.08
502.03,59.05,113.04,27.37,22.75
502.06,10.23,23.21,3.6,5.17
502.07,7.64,15.49,3.13,3.22
503.01,100.65,196.61,44.07,40.26
503.03,5.81,13.18,2.1,2.85
503.07,8.19,19.55,2.73,4.48
503.09,23.87,49.91,9.34,10.54
504.03,14.85,33.64,5.07,7.74
504.05,7.73,16.67,2.9,3.59
504.08,6.25,16.59,1.72,4.02
504.09,14.19,32.36,5,7.2
504.1,6.43,18.54,1.42,4.55
505.01,10.02,22.1,3.72,4.78
506.01,5.33,17.41,0.98,4.39
506.02,3.44,9.89,0.82,2.42
