"CT","mx_mean","mx_ub","mx_lb","mx_se"
1.01,97.34,137.18,66.63,18.17
1.02,72.02,111.6,43.31,17.72
2.01,60.64,94.91,36.77,15.17
2.04,67.17,97.6,44.41,13.5
3.01,57.59,95.75,32.66,16.12
3.02,78.47,121.57,46.72,19.67
4.01,73.84,106.88,49,14.94
5,77.51,124.97,45.59,20.39
6.01,47.47,77.7,26.98,12.93
6.02,70.63,111.08,43.07,17.39
7.01,50.16,80.9,29.06,13.21
7.02,71.61,114.04,42.03,18.83
8.01,84.3,148.54,43.99,27.31
8.02,64.01,100.53,38.62,15.71
9,62.6,94.04,39.3,13.99
10.02,58.63,87.74,36.57,13.31
11,57.02,86.47,35.16,13.23
13.01,68.26,103.11,42.65,15.58
13.03,59.9,95.17,35.39,15.33
13.04,50.34,84.62,27.61,14.63
14.02,58.56,89.84,34.92,14.12
15.01,55.83,90.41,33.2,14.77
15.02,66.51,99.06,42.92,14.23
16.01,72.04,114.68,42.81,18.44
16.05,58.75,91.52,35.05,14.57
17.01,66.95,102.29,41.72,15.53
17.02,63.49,100.04,39.28,16
18.02,62.13,90.33,40.94,12.8
19,99.18,148,64.21,21.73
20,64.89,89.37,45.78,11.32
21,50.72,81.19,29.15,13.33
23,60.17,93.05,37.15,14.6
24,49,78.37,28.93,12.55
25,51.62,79.49,31.7,12.49
26,51.68,81.87,30.65,13
27.01,54.08,82.93,33.32,12.71
27.02,47.82,71.72,30,10.82
28,56.16,93.47,31.44,15.92
29,129.01,187.42,85.92,25.79
30,83.03,129.71,50.52,20.02
31.01,70.62,112.1,41.61,18.22
31.02,82.46,131.4,48.75,21.24
32,78.53,120.23,48.43,18.47
33.01,65.92,106.38,38.68,17.49
33.02,68.89,105.21,43.24,16.05
34.02,83.54,125.03,53.08,18.62
35.01,77.05,121.76,46.21,19.35
35.02,66.51,100.45,41.46,15.28
36.01,77.57,117.58,48.74,17.73
36.02,75.13,116.96,44.88,18.75
37.01,100.8,164.86,57.43,26.87
37.02,93.95,151.15,54.66,25.49
38,122.4,188.85,75.27,29.34
39.01,130.97,205.21,79.01,32.44
39.02,96.52,144.98,61.17,21.81
40.01,83.77,145,45.43,25.7
40.02,83.87,135.76,48.74,22.29
41.01,76.07,118.24,46.88,18.34
41.02,78.44,121.71,47.67,19.45
42,57.17,90.68,33.88,15.08
43.02,62.24,100,35.19,17.03
44,50.78,81.25,29.87,13.24
45.01,64.87,106.66,35.7,18.19
45.02,62.34,101.94,36.3,16.97
46,72.58,118.32,41.84,19.41
47.01,87.99,136.66,54.65,21.25
48,91.21,141.26,56.32,22.05
49.01,113.3,177.85,70.4,27.44
49.02,67.18,107.57,39.92,17.29
50.02,106.07,162.75,66.05,24.76
50.03,113.86,178.46,67.78,28.67
50.04,105.22,173.69,59.08,30.15
51.01,71.44,115.35,40.95,19.04
51.02,81.34,127.77,49.05,20.14
52.01,98.37,145.79,63.55,21.19
52.02,70.76,107.37,43.49,16.36
53.01,64.86,101.64,39.57,15.83
53.02,80.5,131.06,45.68,22.22
54.01,145.59,198.35,105.25,23.87
54.02,60.98,97.27,35.16,15.74
55.01,74.42,118.06,43.7,19.42
55.02,105.23,171.03,61.7,27.65
56.02,104.51,167.93,59.66,28.02
57.02,116.33,172.1,75.8,25.06
59.06,237.87,338.88,163.02,44.93
59.07,59.81,93.97,36.43,14.73
