"CT","mx_mean","mx_lb","mx_ub","mx_se"
1.01,48.72,35.87,67.67,7.8
1.02,57.51,39.84,81.62,10.92
2.01,50.96,34.53,73.07,9.9
2.04,50.12,36.11,67.9,8.01
3.01,60.38,39.85,89.38,12.47
3.02,71.21,47.46,101.88,14.14
4.01,53.44,37.52,73.65,8.83
5,61.81,42.23,85.32,11.2
6.01,48.5,31.27,69.38,9.64
6.02,76.75,52.11,109.51,14.46
7.01,37.46,24.6,53.82,7.31
7.02,42.85,28.45,62.35,8.83
8.01,132.44,73.26,220.45,38.02
8.02,42.2,28.18,60.13,8.27
9,37.89,25.97,52.61,6.94
10.02,48.31,34.12,69.01,8.6
11,42.03,28.9,59.06,8.04
13.01,51.37,35.11,71.95,9.55
13.03,43.94,28.99,63.49,9.1
13.04,49.15,31.75,72.22,10.59
14.02,39.25,26.5,56.06,7.64
15.01,43.37,28.07,63.64,9.33
15.02,44.98,32.26,62.31,7.97
16.01,45.36,29.81,65.88,9.36
16.05,42.32,28.62,60.99,8.36
17.01,48.86,34.02,67.95,8.69
17.02,50.33,33.81,70.69,9.6
18.02,44.25,31.71,60.91,7.33
19,44.93,30.48,65.28,8.76
20,48.42,36.1,62.18,6.88
21,43.37,29.16,63.21,8.66
23,46.99,32.33,66.36,8.87
24,33.92,22.54,48.78,6.77
25,33.58,22.53,48.74,6.67
26,35.08,23.4,50.34,6.95
27.01,37.48,25.09,53.9,7.26
27.02,45.9,31.21,63.13,8.32
28,48.62,32.28,70.77,9.9
29,87.67,61.16,117.66,14.56
30,44.4,29.89,63.97,8.61
31.01,49.49,33.22,71.14,9.84
31.02,56.78,38.22,82.41,11.09
32,59.88,41.72,83.86,10.43
33.01,46.86,30.64,68.1,9.38
33.02,47.22,32.47,64.47,8.55
34.02,62.37,44.19,85.22,10.34
35.01,53.3,36.61,76.16,10.4
35.02,60.85,42.49,81.61,10.71
36.01,48.61,33.04,69.61,9.1
36.02,61.54,40.86,88.31,12.41
37.01,50.32,34,72.2,9.96
37.02,63.88,43.02,90.29,12.62
38,82.91,58.3,114.03,14.43
39.01,64.63,44.18,90.38,11.79
39.02,95.33,67.07,129.45,17.19
40.01,48.8,29.7,75.01,12.19
40.02,48.71,32.7,70.58,9.83
41.01,49.56,32.82,72.48,10.1
41.02,54.42,37.87,74.35,9.49
42,42.17,28.63,59.92,8.02
43.02,38.76,24.92,57.01,8.47
44,42.64,27.75,60.64,8.64
45.01,47.51,30.51,70.43,10.56
45.02,52.58,35.42,75.26,10.67
46,48.91,32.1,70.96,9.92
47.01,52.33,34.78,75.41,10.19
48,43.92,28.76,63.66,8.94
49.01,63.5,45.72,87.94,10.7
49.02,52.25,34.37,77.15,10.81
50.02,75.07,53.66,102.74,12.99
50.03,95.04,66.91,130.79,16.88
50.04,89.46,59.17,130.53,18.46
51.01,57.5,38.54,83.48,11.56
51.02,57.88,40.07,81.17,10.61
52.01,61.85,44.33,82.82,10.19
52.02,58.62,40.31,81.69,10.34
53.01,69.62,49.22,97.64,12.96
53.02,50.68,32,77.41,11.54
54.01,212.49,168.07,265.63,25.01
54.02,63.14,41.67,89.43,12.29
55.01,101.31,69.81,141.82,19.29
55.02,118.06,80.44,167.48,22.32
56.02,79.37,52.27,117.69,16.69
57.02,126.52,91.21,175.12,21.07
59.06,460.07,362.44,574.11,54.45
59.07,46.62,32.75,65.16,8.53
59.09,119.75,80.16,174.19,23.81
59.1,124.76,84.52,173.78,22.81
59.11,101.99,74.92,133.84,15.06
60.02,61.16,40.72,89.08,12.97
61,50.98,32.06,76.78,11.89
62,75.98,52.59,109.08,14.47
64,80.33,58.66,106.86,12.65
65,67.29,50.46,90.7,10.42
67.01,96.18,63.79,138.94,19.54
68,81.08,54.87,115.06,15.75
69.02,41.38,30.46,54.92,6.52
100.01,96.81,67.94,136.33,17.81
100.02,56.99,38.53,81.47,11.02
101.03,61.98,41.32,90.42,12.24
101.04,57.94,39.5,84.9,11.68
101.06,52.37,36.57,72.03,9.21
103,38.74,26.24,54.91,7.33
104,45.02,31.48,64.67,8.51
110.02,38.41,21.09,63.94,11.15
110.03,43.75,25.5,71.52,11.38
110.04,42.3,26.39,64.71,10.01
111.02,42.95,28.65,61.47,8.31
111.05,66.04,45.4,94.91,12.54
111.07,60.75,40.07,89.43,12.8
112,55.97,37.09,83.04,12.12
113,38.69,26.1,53.75,7.31
114.01,35.87,20.81,58.19,9.82
