"CT","mx_mean","mx_ub","mx_lb","mx_se"
1.01,42.16,65.69,25.83,10.32
1.02,49.9,82.7,27.55,14.54
2.01,41.9,68.61,23.2,11.89
2.04,42.25,65.01,26.33,10
3.01,37.16,66.12,19.41,11.81
3.02,31.59,54.82,16.35,10.36
4.01,37.1,59.27,22.15,9.6
5,39.97,67.22,21.75,11.73
6.01,43.88,75.36,23.82,13.27
6.02,29.45,50.37,15.64,8.99
7.01,37.55,63.23,20.2,11.04
7.02,27.81,47.96,14.59,8.81
8.01,18.74,39.28,7.69,8.32
8.02,17.1,29.63,8.95,5.34
9,21.87,36.4,11.8,6.24
10.02,31.59,51.98,17.91,8.83
11,31.99,53.33,18.26,9.18
13.01,39.1,63.42,22.42,10.51
13.03,32.74,55.94,17.68,10
13.04,39.67,69.93,20.68,12.63
14.02,42.8,70.01,24.32,11.67
15.01,40.27,66.62,21.97,11.5
15.02,42.78,67.89,25.08,11.05
16.01,59.15,96.2,33.93,16.21
16.05,44,71.91,25.59,11.94
17.01,47.88,76.57,28.25,12.24
17.02,47.03,76.57,27.68,12.62
18.02,35.99,56.03,21.4,8.93
19,37.98,62.9,21.26,11.07
20,30.21,45.41,19.27,6.8
21,18.07,31.71,9.42,5.88
23,17.25,29.96,8.85,5.48
24,17.35,31.32,8.82,5.82
25,22.69,37.42,12.41,6.45
26,22.6,39.36,11.81,7.14
27.01,21.53,37.33,11.3,6.83
27.02,12.76,22.46,6.66,4.09
28,28.91,50.35,15.26,9.09
29,40.28,65.39,23.22,10.82
30,33.92,55.24,19.25,9.51
31.01,47.27,78.76,25.93,13.83
31.02,49.14,80.7,27.45,13.77
32,48.33,78.68,28.56,12.85
33.01,44.11,74.96,23.79,12.99
33.02,50.32,79.93,29.43,12.89
34.02,75.48,116.12,45.34,18.5
35.01,44.11,74.21,24.28,13.24
35.02,56.03,86.82,33.32,13.9
36.01,46.45,76.32,26.41,12.93
36.02,41.71,70.47,22.7,12.33
37.01,47.93,81.97,25.4,14.76
37.02,76.67,128.7,41.65,22.11
38,78.53,125.66,45.55,20.74
39.01,52.41,87.17,28.9,15.47
39.02,51.44,83.54,29.03,14
40.01,39.22,70.92,18.44,14.13
40.02,41.3,71.06,21.66,12.69
41.01,32.35,56.15,17,10.08
41.02,35.64,59.48,19.98,10.25
42,32.96,55.49,18.16,9.84
43.02,19.47,35.6,9.47,6.84
44,20.24,36.57,10.07,7.1
45.01,32.25,58.61,15.59,11.01
45.02,31.79,55.43,16.72,10.02
46,37.81,64.22,19.84,11.61
47.01,36.94,62.45,19.71,11.22
48,44.34,73.01,25.13,12.33
49.01,50.57,81.72,29.4,13.45
49.02,36.32,61.42,19.55,11.03
50.02,50.63,81.57,28.87,13.62
50.03,74.92,121.56,43.52,20.12
50.04,90.22,152.67,48.62,26.96
51.01,53.34,88.62,29.23,15.17
51.02,62.91,99.52,36.95,16.13
52.01,52.53,83.29,31.02,13.6
52.02,62.18,98.25,37.9,15.76
53.01,93.43,144.56,56.43,22.65
53.02,51.91,89.75,27.13,16.2
54.01,135.14,191.72,92.62,25.23
54.02,46.08,74.99,26.27,12.56
