"CT","mx_mean","mx_ub","mx_lb","mx_se"
186.07,13.09,27.61,4.91,6.03
186.08,16.44,33.95,6.58,7.35
187.03,14.87,29.58,6.26,6.19
187.04,7.08,14.51,2.89,3.04
187.06,10.75,22.15,4.66,4.56
187.11,7.6,18.31,2.23,4.24
187.12,21.48,42.42,9.04,8.88
187.13,20.85,43.27,8.47,9.1
187.14,5.86,15.25,1.57,3.61
187.15,7.03,15.75,2.61,3.48
188.01,7.95,18.56,2.54,4.46
188.04,7.83,17.53,2.83,3.84
188.05,11.72,28.67,3.42,6.91
188.07,18.81,42.41,6.52,9.43
188.08,7.78,21.51,1.98,5.6
189.03,14.12,33.28,4.87,7.44
189.05,4.85,10.33,1.89,2.19
189.06,16.15,37.11,5.45,8.23
189.08,36.86,68.77,16.8,13.47
189.09,14.31,31.7,5.07,6.97
189.1,11.05,24.87,3.93,5.8
190.03,4.17,8.39,1.86,1.71
190.04,7.85,17.61,2.83,4.01
190.05,20.01,53.79,5.62,12.8
191.03,10.4,23.71,3.82,5.19
191.04,5.61,13.2,1.78,2.99
191.05,9.68,22.37,3.26,5.14
192,8,17.55,2.75,3.94
200,21.27,44.2,8.14,9.46
201,15.26,36.49,4.79,8.7
202,7.81,15.87,3.18,3.36
203,32.46,61.79,14.84,12.53
204.01,15.3,34.39,5.4,7.44
204.02,19.48,37.09,8.64,7.63
205.02,12.81,24.46,5.87,4.89
207,13.18,34.21,3.57,8.16
208,26.42,48.34,12.98,9.2
209,7.04,14.53,2.88,3.02
210,5.54,10.98,2.3,2.24
220,15.19,36.37,4.83,8.51
221.01,26.54,58.3,9.22,12.68
221.03,23.91,48.99,10.18,10.04
221.04,5.21,10.08,2.3,2.06
222.01,7.67,17.15,2.82,3.77
222.02,14.46,31.29,5.49,6.76
223.01,15.53,32.28,6.36,6.76
223.02,35.36,66.75,15.53,13.53
224.02,22.79,41.97,10.63,8.14
225.01,9.61,20.57,3.53,4.54
225.02,15.27,31.12,6.35,6.48
226.02,34.03,65.39,15.36,13.04
226.04,10.87,25.27,3.56,5.77
228.02,13.16,30.27,4.46,6.82
228.04,4.65,10.03,1.84,2.15
229,5.51,10.93,2.47,2.19
230.01,17.34,34.5,7.33,6.88
230.02,8.35,18.66,3.22,3.95
231,8.57,16.55,3.76,3.39
232,16.93,35.91,6.47,7.59
233,11.23,23.14,4.75,4.83
234,4.86,11.75,1.65,2.58
235.02,7.04,14.83,2.84,3.1
235.03,13.64,29.46,4.94,6.47
236,18.18,37.68,7.57,7.95
237,8.84,17.99,3.57,3.84
238.01,13.64,31.41,4.72,7.07
238.02,5.09,10.71,2.16,2.21
239.02,17.41,39.42,6.1,8.82
240.01,4.55,10.18,1.54,2.26
240.02,7.77,17.22,2.85,3.89
241,4.72,11.12,1.61,2.47
242,9.12,19.61,3.59,4.14
243.01,12.49,26.04,4.93,5.46
243.02,7.62,17.4,2.56,3.94
250.02,16.76,32.57,7.25,6.7
251.01,21.61,53.62,6.7,13.46
260.04,12.1,31.59,3.41,7.52
260.05,9.75,24.48,2.89,5.85
260.06,11.81,25.27,4.64,5.51
260.07,17.17,35.65,6.5,7.73
260.08,6.6,15.65,1.97,3.75
281.01,4.98,13.78,1.15,3.48
281.02,8.06,18.49,2.78,4.03
282.01,65.76,118.93,31.77,22.73
282.02,11.74,25.33,4.16,5.61
283,17.63,33.84,8.11,6.59
284.01,7.35,16.05,2.65,3.59
284.02,13.64,29.15,5.25,6.14
285.01,24.84,53.73,10.15,11.14
285.02,11.57,22.32,5.54,4.32
286.02,2.57,4.92,1.16,0.98
287.01,3.91,10.22,1.13,2.34
287.06,5.51,11.83,2.06,2.63
287.09,24.07,51.17,9.06,10.97
287.11,5.77,13.41,1.81,3.11
290.02,3.77,8.91,1.35,1.94
290.04,4.5,9.63,1.78,2.02
290.05,20.91,48.64,6.83,10.94
291.01,5.37,13.18,1.8,3.06
291.02,8.43,20.13,2.89,4.55
292.01,22.01,39.54,10.83,7.55
292.03,17.66,37.43,6.76,8.2
292.04,29.96,64.33,11.6,14.03
400.04,24.41,46.36,11.16,9.16
400.05,17.52,38.12,7.07,8.05
400.06,16.98,41,4.97,9.6
401.01,13.66,30.49,4.81,6.6
401.02,15.68,28.38,7.68,5.4
402.02,17.5,34.54,7.23,7.3
402.03,7.66,18.28,2.44,4.18
403.01,4.84,9.89,1.97,2.08
403.04,8.95,21.21,3.01,4.98
403.05,34.91,69.88,14.49,14.53
404.01,12.2,28.06,4.51,6.05
404.02,9.25,19.69,3.58,4.22
410.02,6.69,14.73,2.61,3.15
410.04,32.71,73.05,11.86,16.44
410.05,15.46,32.69,5.95,7.24
410.06,30.73,65.29,12.02,14
501.01,16.36,29.59,8.14,5.61
501.02,5.67,13.73,1.75,3.07
501.03,34.37,70.87,13.91,15.02
502.01,40.54,88.93,16.62,18.48
502.02,8.55,18.65,3.13,4.23
502.03,10.9,25.25,3.81,5.72
502.06,17.08,34.96,7.54,7.23
502.07,3.55,8,1.29,1.73
503.01,18.43,44.27,5.79,10.66
503.03,5.42,11.8,2.23,2.5
503.07,4.18,9.66,1.41,2.23
503.09,6.09,14.54,2.1,3.39
504.03,13.69,29.94,5.44,6.28
504.05,2.79,6.28,0.95,1.44
504.08,3.98,10.23,1.07,2.58
504.09,3.94,10.02,1.26,2.24
504.1,4.11,11.59,1.01,2.86
505.01,4.26,9.89,1.49,2.18
506.01,4.85,14.25,1.09,3.71
506.02,3.1,8.41,0.81,2.05
