"CT","mx_mean","mx_lb","mx_ub","mx_se"
1.01,165.2,138.51,201.85,15.74
1.02,167.58,129.57,212.11,21.59
2.01,176.11,135.07,219.76,21.85
2.04,150.21,123.11,182.6,15.22
3.01,134.85,98.42,181.41,22.03
3.02,98.36,72.37,133.45,15.73
4.01,126.86,102.4,155.24,13.52
5,200.67,154.01,254.38,25.2
6.01,123.21,91.55,160.97,17.25
6.02,179.19,136.11,226.99,23.34
7.01,155.27,120.64,199.56,19.17
7.02,142.73,105.34,188.08,21.75
8.01,160.01,106.29,233.04,32.73
8.02,142.85,109.35,185.66,19.39
9,148.79,118.2,188.03,17.47
10.02,161.95,127.89,201.46,18.87
11,136.65,107.01,173.03,17.08
13.01,160.95,127.97,199.91,18.19
13.03,169.62,129.38,217.98,23.08
13.04,131.07,96.74,175.37,20.16
14.02,150.95,119.33,190.48,18.58
15.01,180.58,140.17,230.35,23.62
15.02,141.03,111.94,174.77,16.1
16.01,192.37,150.06,245.61,24.81
16.05,134.31,104.75,171.83,17.23
17.01,164.16,129.91,205.71,18.91
17.02,162.31,124.61,207.07,20.49
18.02,149.26,122.35,180.57,14.57
19,162.1,125.36,208.01,20.83
20,152.16,126.07,177.91,13.33
21,116.84,84.96,155.86,18.17
23,166.07,127.31,214.9,21.72
24,136.1,104.07,172.79,17.82
25,138.19,107.98,173.99,16.85
26,142.9,110.17,182.42,18.8
27.01,138.68,105.64,179.82,18.2
27.02,149.72,117.94,185.1,16.67
28,144.39,105.14,195.09,23.4
29,170.44,134.06,210,19.73
30,169.49,129.71,215.77,22.08
31.01,162.16,124.87,209.68,21.86
31.02,157.13,118.51,204.73,22.04
32,172.47,135.23,218.96,21.01
33.01,194.86,146.13,250.58,26.67
33.02,142.54,112.58,177.65,16.55
34.02,216.85,175.77,265.95,23.03
35.01,166.85,127.62,214.45,21.97
35.02,172.79,137.12,213.84,19.7
36.01,158.94,125.4,200.15,18.86
36.02,165.36,128.99,208.25,20.8
37.01,200.15,147.39,257.96,28.9
37.02,188.42,138.32,259.29,30.67
38,190.78,146.46,242.08,25.14
39.01,202.04,152.58,260.75,27.2
39.02,318.32,257.37,386.87,33.88
40.01,137.72,89.72,199.38,28.87
40.02,164.67,121.37,216.4,23.84
41.01,167.38,125.63,218.66,23.88
