"CT","mx_mean","mx_ub","mx_lb","mx_se"
226.04,11.11,27.7,3.25,6.5
228.02,37.19,78.21,14.87,16.88
228.04,12.25,23.91,5.56,4.78
229,4.56,9.78,1.77,2.11
230.01,9.17,21.79,2.86,4.78
230.02,18.67,39.03,7.66,8.17
231,3.88,8.76,1.33,2
232,18.94,42.68,6.68,9.31
233,9.49,21.23,3.49,4.74
234,22.1,45.91,9.19,9.5
235.02,10,21.9,3.77,4.71
235.03,7.98,20.14,2.19,4.82
236,26.26,55.82,10.44,12
237,5.06,11.9,1.57,2.81
238.01,26.3,57.96,9.58,12.81
238.02,2.4,6.01,0.77,1.39
239.02,19.1,46.32,6.13,10.54
240.01,8.34,18.09,2.94,3.94
240.02,18.29,37.78,7.31,8.17
241,4.44,10.84,1.39,2.49
242,10.41,22.91,3.78,5.02
243.01,8.45,20.13,2.71,4.54
243.02,10.47,25.8,3.06,6.08
250.02,8.7,20.36,2.81,4.71
251.01,63.37,152.06,21.01,36.89
260.04,33.48,80.08,11.17,18.18
260.05,20.58,50.4,6.52,11.97
260.06,10.67,25.51,3.45,5.97
260.07,6.71,17.86,1.66,4.36
260.08,12.02,29.86,3.22,7.34
281.01,18.6,44.14,5.83,10.35
281.02,16.52,36.6,6.2,7.75
282.01,16.65,38.14,5.54,8.64
282.02,27.99,57.66,11.13,12.09
283,9.96,21.04,3.91,4.52
284.01,10.1,23.29,3.45,5.26
284.02,9.49,22.64,2.92,5.22
285.01,21.5,51.76,7.55,11.28
285.02,28.62,53.61,14.09,10.25
286.02,2.91,6.02,1.16,1.27
287.01,35.57,73.73,14.76,15.26
287.06,6.75,14.97,2.45,3.29
287.09,9.59,25.67,2.42,6.18
287.11,13.7,31.55,4.5,7.12
290.02,9.97,21.36,3.94,4.52
290.04,5.04,11.77,1.69,2.65
290.05,5.54,17.78,0.92,4.66
291.01,11.63,27.53,4.01,6.34
291.02,10.13,25.4,3.07,5.96
292.01,6.17,14.64,1.96,3.36
292.03,8.88,23.46,2.38,5.76
292.04,10.23,30.27,2.33,7.51
400.04,8.64,20.83,2.62,4.89
400.05,11.88,30.79,3.71,7.05
400.06,72.72,146,30.76,30.52
401.01,18.3,41.71,6.17,9.26
401.02,8.26,16.74,3.4,3.51
402.02,18.31,38.81,6.97,8.36
402.03,8.53,21.06,2.57,4.87
403.01,5.18,11.29,1.88,2.51
403.04,13.01,32.58,4.06,7.81
403.05,17.18,41.2,5.39,9.56
404.01,19.56,44.52,7.2,9.76
404.02,4.28,11.2,1.19,2.67
410.02,7.21,17.37,2.43,3.91
410.04,23.47,59.41,6.64,15.1
410.05,25.46,54.21,9.63,11.82
410.06,29.93,70.47,9.73,15.96
501.01,3.32,8.05,1.05,1.85
501.02,8.4,20.69,2.42,4.77
501.03,28.72,65.5,9.93,14.77
502.01,26.86,68.57,8.85,15.56
502.02,13.13,29.13,4.64,6.56
502.03,46.44,95.6,19.38,19.75
502.06,9.96,23.84,3.48,5.5
502.07,9.86,20.33,4.07,4.22
503.01,119.86,243.09,50.27,50.07
503.03,6.41,14.57,2.46,3.16
503.07,7.07,15.73,2.54,3.59
503.09,25.58,52.39,10.84,10.89
504.03,20.91,47.62,7.69,10.36
504.05,5.14,11.32,1.8,2.57
504.08,17.73,38.29,6.23,8.74
504.09,9.72,23.37,3.31,5.2
504.1,8.32,23.41,2.08,5.78
505.01,6.71,16.03,2.24,3.62
506.01,4.72,15.63,0.79,4.33
506.02,2.68,8.2,0.56,2.09
