"CT","mx_mean","mx_ub","mx_lb","mx_se"
1.01,12.45,23.47,5.78,4.55
1.02,10.79,24.13,3.99,5.26
2.01,12.79,29.96,4.73,6.49
2.04,7.26,15.12,2.97,3.19
3.01,7.9,21.37,2.24,5.21
3.02,7.19,18.94,2.08,4.54
4.01,10.5,20.99,4.38,4.31
5,13.87,31.36,4.77,7.01
6.01,8.99,20.78,2.95,4.73
6.02,8.4,19.62,2.84,4.56
7.01,10.69,25.52,3.7,5.61
7.02,9.73,24.14,2.97,5.67
8.01,6.51,20.1,1.19,5.5
8.02,13.42,30.59,4.65,6.73
9,12.9,26.39,5.29,5.39
10.02,8.06,17.86,2.91,4.06
11,11.94,24.96,4.53,5.41
13.01,12.16,26,4.73,5.6
13.03,16.98,36.46,6.24,7.87
13.04,6.73,18.79,1.71,4.46
14.02,18.56,38.69,7.6,8.07
15.01,14.78,31.62,5.52,6.92
15.02,12.5,24.74,5.51,5.15
16.01,10.84,24.61,3.62,5.55
16.05,7.41,17.72,2.41,4.08
17.01,13.77,28.1,5.44,6.02
17.02,15.64,33.04,5.93,7.07
18.02,7.45,15.83,2.93,3.37
19,9.13,20.25,3.24,4.51
20,13.06,23.92,6.38,4.49
21,9.9,25.09,3.11,5.73
23,12.04,25.42,4.68,5.57
24,11.12,25.35,3.93,5.78
25,10.35,22.26,3.94,4.76
26,10.04,21.45,3.57,4.63
27.01,11.39,24.15,4.27,5.3
27.02,7.01,14.82,2.71,3.14
28,9.25,23.69,2.59,5.71
29,17.36,35.26,7.41,7.43
30,14.67,31.98,5.72,6.91
31.01,8.68,21.31,2.67,4.9
31.02,12.84,30.94,4.36,7.12
32,8.17,18.9,2.87,4.3
33.01,12.77,29.32,4.44,6.63
33.02,7.68,17.34,2.74,3.81
34.02,8.71,19.76,3.03,4.34
35.01,16.3,35.78,5.94,7.77
35.02,9.06,19.13,3.36,4.22
36.01,12.8,26.99,4.92,5.89
36.02,13.02,30.62,4.44,6.69
37.01,12.87,32.16,3.76,7.54
37.02,7.21,19.27,1.78,4.78
38,9,20.68,2.86,4.78
39.01,14.01,33.32,4.43,7.61
39.02,14.8,30.38,5.94,6.5
40.01,7.46,20.76,1.81,5.1
40.02,8.1,19.14,2.49,4.42
41.01,10.65,23.62,3.94,5.08
41.02,9.93,22.14,3.68,4.77
42,11.77,27.54,3.93,6.33
43.02,5.38,14.75,1.32,3.68
44,9.61,21.99,3.62,5.09
45.01,8.21,21.69,2.16,5.19
45.02,11.64,27.85,3.66,6.37
46,12.54,29.42,4.16,6.83
47.01,12.4,27.67,4.4,6.1
48,11.39,25.13,4.34,5.51
49.01,24.33,51.23,9.79,11.06
49.02,11.19,24.1,3.99,5.29
50.02,14.69,31.5,5.34,6.95
50.03,24.05,54.92,8.71,11.92
50.04,8.48,24.78,1.92,6.42
51.01,8.7,22.13,2.5,5.72
51.02,8.29,19.64,2.69,4.36
52.01,8.58,19.11,3.19,4.17
52.02,15.34,32.52,6.06,6.92
53.01,14.97,31.74,5.91,6.81
53.02,7.97,21.38,1.86,5.25
54.01,6.98,14.14,2.97,2.87
54.02,11.82,25.89,4.35,5.81
55.01,8.73,22.39,2.53,5.43
55.02,11.09,28.74,3.11,6.79
56.02,10.53,27.52,2.97,6.56
57.02,4.81,11.62,1.48,2.65
59.06,22.67,49.44,8.49,10.68
59.07,8.99,20.6,3.4,4.42
59.09,14.54,39.11,3.59,9.41
59.1,10.51,29.34,2.29,7.19
59.11,11.16,25.51,3.88,5.63
60.02,13.98,32.27,4.48,7.42
61,10.87,27.15,3.27,6.32
62,8.5,20.71,2.8,4.63
64,13.5,28.12,5.49,5.84
65,13.94,26.93,6.19,5.46
67.01,8.65,22.34,2.42,5.27
68,9.59,22.64,3.17,5.15
69.02,5.05,11.34,1.74,2.54
100.01,9.31,20.8,3.18,4.71
100.02,16.09,34.43,6,7.55
101.03,15.66,33.8,5.99,7.29
101.04,17.58,38.61,6.91,8.26
101.06,7.83,17.41,2.85,3.93
103,10.15,21.31,4.02,4.51
104,11.52,25.4,4.19,5.51
110.02,4.57,15.42,0.76,4.11
110.03,15.6,41.81,4.32,9.89
110.04,9.62,27.57,2.47,7.05
111.02,18.21,37.16,7.71,7.68
111.05,12.29,27.98,4.64,6.11
111.07,10.28,27.8,2.88,6.65
112,15.02,35.72,4.75,8.23
113,12.61,25.93,5.34,5.45
114.01,6.32,19.23,1.25,4.92
114.02,18.54,42.11,6.04,9.51
115,12.99,27.81,5.15,5.84
116,7.69,18.45,2.34,4.33
117,12.01,25.33,4.63,5.35
118,7.61,16.27,3.03,3.48
120,6.13,16.48,1.69,3.86
121,16.47,36.67,6.09,8.01
122,4.69,12.99,1.24,3.28
130.03,13.43,26.24,5.88,5.41
131,14.91,26.74,7.39,5.02
132,11.75,27.94,3.52,6.54
133.01,4.6,13.51,0.95,3.52
133.02,8.37,21.65,2.65,4.87
134,10.5,21.99,4.2,4.7
135,15.13,31.74,5.86,6.9
140.02,17.33,34.71,7.34,7.18
140.03,7.93,19.72,2.39,4.64
140.04,9.97,27.38,2.48,6.6
141.01,18.54,36.65,8.05,7.34
142.01,18.95,40.67,7.15,8.84
142.02,9.23,23.62,2.71,5.8
142.03,16.66,35.29,6.92,7.33
143.01,16.15,35.07,5.84,7.7
143.02,12.22,24.6,5.35,5.04
143.03,22.04,44.63,8.84,9.34
144.04,13.24,29.16,4.84,6.4
144.06,7.28,16.49,2.68,3.64
145.01,10.22,22.26,3.98,4.67
145.02,27.67,60.72,10.07,13.64
146,17.03,37.54,6.46,8.29
147.01,19.83,38.31,8.83,7.64
147.09,8.92,18.54,3.63,3.97
148,13.85,26.5,6.31,5.35
149.02,12.25,29.09,3.7,6.77
149.05,18.37,47.18,5.6,10.91
149.08,10.11,21.85,4.03,4.69
149.09,10.86,29.48,2.95,7.03
150,16.17,46.42,3.64,12
151.03,29.64,65.91,10.44,14.71
151.05,22.21,44.83,9.99,9.02
151.07,6.04,13.06,2.37,2.75
151.08,10.41,23.57,3.37,5.55
160.01,24.66,51.89,9.05,11.48
160.02,8.72,18.36,3.27,3.99
160.03,8.46,19.75,2.99,4.38
160.04,10.52,23.44,3.64,5.3
161.02,17.38,36.98,6.74,7.95
161.03,10.26,23.64,3.62,5.27
161.05,16.86,37.35,6.11,8.18
161.06,4.48,11.99,1.15,2.89
161.08,10.14,31.64,1.89,9.27
161.09,8.52,19.95,2.91,4.47
162.01,14.47,32.72,5.28,7.23
162.02,10.49,25.83,3.41,5.8
162.03,15.51,33.42,6.03,7.25
162.04,7.75,20.44,2.19,4.83
163.01,17.93,43.63,5.61,10.12
163.04,14.61,33.67,4.9,7.51
163.05,7.44,18.63,2.11,4.31
163.06,12.35,30.62,3.73,7.12
163.07,7.85,19.9,2.25,4.68
163.08,59.11,117.1,25.57,23.69
170.03,14.71,28.89,6.35,5.89
170.04,6.99,15.17,2.58,3.3
170.05,21.93,44.24,9.57,9.08
170.07,5.91,13.82,2.19,3.03
180.01,18.61,39.44,7.07,8.69
180.04,15.62,31.54,6.81,6.33
181.03,39.3,74.02,17.68,14.75
181.05,3.7,8.06,1.37,1.7
181.07,14.05,35.03,4.14,8.02
181.08,47.63,101.04,18.58,21.38
181.09,13.35,27.93,5.64,5.79
181.11,5.34,14.42,1.4,3.54
181.12,58.79,117.96,24,24.8
181.13,4.81,10.39,1.79,2.25
181.14,3.83,10.98,0.88,2.7
181.16,2.8,7.31,0.73,1.76
182.01,19.28,43.22,7.24,9.39
182.04,13.05,28.31,4.8,6.12
182.05,13.8,31.76,4.74,6.97
183.01,17.47,39.38,6.14,8.72
183.03,5.62,13.86,1.74,3.13
183.05,13.47,29.09,5.29,6.2
183.06,15.18,32.05,6.09,6.89
183.07,12.59,28.69,4.54,6.4
184.02,7.35,16.72,2.58,3.8
184.06,25.92,54.32,9.78,12.14
184.07,8.56,19.68,3.06,4.46
184.08,8.37,23.17,2.14,5.63
184.09,15.89,39.04,4.8,9.17
184.1,25.91,58.2,9.48,12.98
184.11,9.23,23.46,2.5,5.72
184.12,14.77,38.46,4.25,8.99
184.13,11.7,31.41,3.24,7.47
184.14,17.47,47.97,4.92,12.17
184.15,18.3,45.41,5.64,10.56
184.16,9.57,24.19,2.52,5.8
185.05,13.14,32.09,4.17,7.22
185.07,7.82,19.39,2.52,4.45
185.08,31.57,80.4,8.76,19.27
185.09,11.62,27.42,3.63,6.56
185.1,7.74,20.16,2.02,4.86
185.11,12.3,28.96,4.37,6.73
185.12,17.05,39.05,6,8.63
185.15,6.44,16.96,1.65,4.15
185.16,21.66,49.82,7.41,11.38
185.17,10.84,27.86,3.06,6.48
185.18,9.87,27.19,2.68,6.52
185.19,10.85,29.3,2.84,7.17
185.2,50.09,104.66,20.07,22.1
185.21,11.24,24.84,3.93,5.48
186.01,21.18,44.99,8.27,9.64
186.02,8.25,20.57,2.61,4.72
186.05,6.68,15.98,2.06,3.7
186.06,7.91,21.08,2.11,5.15
186.07,9.93,23.7,2.94,5.6
186.08,9.68,23.99,2.86,5.86
187.03,26.07,53.62,10.82,11.08
187.04,9.55,20.41,3.63,4.44
187.06,7.3,16.95,2.64,3.76
187.11,17.37,41.09,5.16,9.63
187.12,8.59,20.86,2.59,4.93
187.13,11.76,29.32,3.68,6.69
187.14,10.41,25.75,3.06,6.07
187.15,6.28,15.25,1.99,3.6
188.01,12.54,31.69,3.57,7.7
188.04,9.09,22.22,2.79,5.17
188.05,11.21,30.83,2.52,8.15
188.07,14.77,38.7,3.82,9.43
188.08,12.42,36.16,2.83,9.8
189.03,49.48,106.38,19.74,22.87
189.05,4.87,11.05,1.71,2.45
189.06,14.86,37.12,4.28,8.66
189.08,15.29,35.12,4.91,8.01
189.09,18.31,42.84,6.08,9.62
189.1,70.09,135.96,31.96,27.03
190.03,4.37,9.26,1.74,1.99
190.04,6.91,17.38,2.06,4.22
190.05,25.7,71.88,6.41,17.99
191.03,24.3,52.24,9.36,11.33
191.04,10.22,23.45,3.44,5.24
191.05,11.27,27.31,3.36,6.56
192,6.96,17.7,1.83,4.28
200,6.79,18.73,1.54,4.63
201,14.54,38.43,3.77,9.91
202,4.84,11.48,1.52,2.65
203,7.07,18.84,1.91,4.52
204.01,15.17,36.73,4.81,8.26
204.02,42,78.07,19.51,15.53
205.02,4.41,10.43,1.45,2.41
207,36.52,89.41,11.44,20.54
208,21.27,41.94,9.4,8.4
209,12.32,24.49,5.27,5.06
210,2.83,6.45,0.9,1.47
220,14.12,39.52,3.41,9.87
221.01,25.08,59.51,7.76,13.24
221.03,55.85,109.69,24.95,22.25
221.04,3.8,7.97,1.46,1.75
222.01,5.44,14,1.57,3.4
222.02,17.55,39.82,6.14,8.84
223.01,7.99,20.37,2.38,4.73
223.02,27.9,58.85,10.34,12.9
224.02,6.72,14.97,2.31,3.32
225.01,9.75,22.33,3.23,5.11
225.02,10.53,24.28,3.57,5.43
226.02,11.54,27.05,3.76,6.25
