"CT","mx_mean","mx_ub","mx_lb","mx_se"
50.04,15.83,29.82,7.44,5.87
51.01,12.1,20.89,6.33,3.93
51.02,12.74,21.66,6.86,3.82
52.01,14.61,23.47,8.02,4.05
52.02,11.01,18.68,5.93,3.27
53.01,16.56,28.65,8.65,5.23
53.02,10.72,19.92,4.77,3.99
54.01,11.18,17.47,6.54,2.78
54.02,12.48,21.13,6.74,3.73
55.01,12.53,24.31,5.97,4.74
55.02,13.06,25.67,5.71,5.19
56.02,16.87,30.96,8.39,5.79
57.02,12.34,20.93,6.61,3.64
59.06,12.51,24.36,5.84,4.68
59.07,10.2,17.7,5.28,3.23
59.09,11.25,22.26,4.89,4.57
59.1,10.93,19.66,5.24,3.78
59.11,12.9,21.33,7.21,3.72
60.02,10.65,19.68,4.91,3.85
61,11.78,24.57,4.77,5.13
62,10.68,19.59,5.2,3.66
64,9.98,16.77,5.56,2.89
65,9.51,15.98,5.15,2.89
67.01,10.86,20.39,4.82,4.06
68,10.61,19.87,5.2,3.89
69.02,8.19,13.51,4.64,2.29
100.01,12.96,22.95,6.65,4.21
100.02,13.55,24.09,7.02,4.37
101.03,9.75,18.39,4.63,3.54
101.04,10.37,18.65,5.27,3.45
101.06,10.91,18.86,5.87,3.39
103,13.24,22.38,7.31,3.89
104,8.58,15,4.51,2.74
110.02,15.83,33.5,6.24,7.14
110.03,11.93,24.34,4.9,4.99
110.04,15.01,29.61,6.75,6.07
111.02,11.94,20.81,6.4,3.73
111.05,18.04,31.17,9.66,5.65
111.07,12.73,22.13,6.76,3.97
112,13.73,25.41,6.58,4.8
113,10.79,19.11,5.68,3.46
114.01,10.89,22.78,4.45,4.65
114.02,8.93,17.54,4.04,3.46
115,9.37,16.15,5,2.88
116,10.59,18.72,5.35,3.43
117,12.11,20.51,6.61,3.57
118,8.98,15.59,4.9,2.75
120,11.05,20.6,5.24,3.95
121,12.73,23.96,6.07,4.58
122,11.13,19.67,5.84,3.61
130.03,15.73,26.2,8.57,4.65
131,12.92,19.88,7.87,3.05
132,11.72,22.63,5.3,4.5
133.01,9.56,19.73,3.72,4.18
133.02,7.58,14.79,3.56,2.87
134,10.9,18.65,5.8,3.38
135,13.07,22.68,6.67,4.16
140.02,14.83,23.98,8.57,3.93
140.03,12.88,21.2,7.42,3.53
140.04,18.18,33.82,8.53,6.5
141.01,13.49,22.43,7.1,3.99
142.01,12.55,22.27,6.22,4.1
142.02,14.56,27.36,7.01,5.24
142.03,12.45,22.38,6.46,4.13
143.01,13.75,23.87,7.17,4.32
143.02,13.01,21.34,7.56,3.52
143.03,12.8,21.67,6.7,3.88
144.04,14.38,26.37,7.01,5.07
144.06,12.75,21.45,6.97,3.79
145.01,13.87,22.51,7.89,3.78
145.02,17.94,32.88,8.79,6.31
146,17.18,29.79,9.14,5.42
147.01,22.56,36.95,12.64,6.1
147.09,11.69,19.67,6.41,3.42
148,12.68,20.51,7.36,3.38
149.02,13.11,25.23,5.87,5.07
149.05,12.88,23.13,6.58,4.26
149.08,14.77,25.15,8.08,4.39
149.09,11.75,20.7,5.83,3.94
150,11.22,19.43,5.96,3.55
151.03,11.72,20.28,6.17,3.68
151.05,12.75,22.46,6.89,3.97
151.07,13.83,21.67,8.31,3.5
151.08,17.94,31.25,9.22,5.69
160.01,14.33,28.22,5.84,5.81
160.02,11.55,19.89,6.1,3.5
160.03,13.53,24.15,6.93,4.43
160.04,15.76,27.21,8.12,5.03
161.02,15.66,27.04,8.13,5.03
161.03,15.16,26.49,7.86,4.86
161.05,8.52,16.66,3.75,3.34
161.06,14.71,25.74,7.81,4.68
161.08,11.44,23.88,4.83,5.2
161.09,10.86,16.65,6.77,2.58
162.01,11.69,20.25,6.34,3.68
162.02,11.69,21.08,5.84,3.99
162.03,8.29,14.33,4.26,2.69
162.04,10.62,19.35,5.47,3.51
163.01,11.12,20.84,5.34,3.95
163.04,12.24,21.31,6.4,3.94
163.05,10.59,18.9,5.2,3.42
163.06,9.24,16.65,4.58,3.19
163.07,13.1,23.5,6.51,4.4
163.08,12.48,23.33,5.91,4.52
170.03,15.28,24.73,8.76,4.17
170.04,11.89,19.31,6.78,3.3
170.05,10.66,18.81,5.58,3.46
170.07,10.96,18.31,6.06,3.19
180.01,10.51,19.05,5.23,3.6
180.04,11.85,19.61,6.7,3.26
181.03,12.02,21.62,6.23,3.97
181.05,10.91,17,6.64,2.69
181.07,13.02,25.96,5.85,5.15
181.08,14.7,27.95,6.55,5.59
181.09,10.44,18.33,5.71,3.24
181.11,10.23,18.81,5.14,3.51
181.12,9.73,18.54,4.38,3.65
181.13,11.83,18.98,7,3.06
181.14,16.81,29.57,8.72,5.43
181.16,5.08,9.31,2.38,1.82
182.01,11.87,18.55,7.01,3.02
182.04,12.44,20.55,6.99,3.51
182.05,12.59,20.78,7,3.55
183.01,10.8,19.26,5.32,3.71
183.03,11.56,20.19,5.97,3.66
183.05,9.99,16.95,5.49,2.97
183.06,11.41,19.5,6.29,3.43
183.07,10.78,19.22,5.4,3.6
184.02,11.57,19.45,6.52,3.33
184.06,9.66,17.16,4.99,3.16
184.07,11.56,19.45,6.2,3.4
184.08,9.33,16.67,4.64,3.16
184.09,10.8,19.64,5.2,3.79
184.1,13.2,23.77,6.68,4.59
184.11,11.55,21.21,5.67,3.99
184.12,9.91,18.06,4.7,3.47
184.13,11.69,21.66,5.66,4.21
184.14,11.24,21.53,5.41,4.27
184.15,13.58,24.81,6.76,4.66
184.16,10.78,18.9,5.42,3.58
185.05,8.88,15.44,4.69,2.77
185.07,11.29,19.58,5.98,3.56
185.08,12.33,23.18,5.68,4.63
185.09,10.78,18.22,5.83,3.23
185.1,10.78,19.21,5.27,3.58
185.11,9.25,16.95,4.73,3.14
185.12,9.27,16.5,4.77,3.03
185.15,11.22,19.77,5.73,3.6
185.16,10.37,18.33,5.21,3.4
185.17,12.08,22.92,5.89,4.34
185.18,9.25,16.61,4.58,3.14
185.19,10.43,19.44,5.12,3.67
185.2,10.23,18.19,5.24,3.33
185.21,9.13,15.31,4.84,2.74
186.01,10.96,19.96,5.35,3.67
186.02,11.6,20.38,5.94,3.79
186.05,9.73,17.02,5.2,3.04
186.06,11.27,19.5,5.82,3.54
186.07,10.76,18.48,5.56,3.37
186.08,11.98,20.29,6.42,3.7
187.03,14.1,23.61,7.65,4.16
187.04,10.74,17.45,6.11,2.94
187.06,14.26,23.17,8.22,3.88
187.11,13.2,23.3,6.46,4.37
187.12,15.39,26.1,8.15,4.64
187.13,12.99,21.85,7.12,3.82
187.14,13.07,24.45,6.11,4.71
187.15,15.83,27.12,8.56,4.77
188.01,12.68,22.77,6.57,4.29
188.04,12.89,21.23,7.34,3.63
188.05,15.99,29.04,7.87,5.48
188.07,14.11,26.23,6.88,5.01
188.08,13.76,28.45,5.78,5.87
189.03,15.41,27.69,7.78,5.08
189.05,16.26,26.35,9.41,4.35
189.06,11.13,21.18,5.29,3.99
189.08,14.42,24.94,7.38,4.54
189.09,13.16,23.89,6.3,4.62
189.1,15.18,26.91,7.8,5
190.03,12.06,18.62,7.52,2.85
190.04,15.37,26.96,7.97,5
190.05,14.11,28.82,5.77,6.09
191.03,11.04,19.56,5.67,3.64
191.04,11.37,19.87,5.83,3.73
191.05,12.8,23.55,6.27,4.5
192,14.88,23.78,8.8,3.9
200,12.6,23.59,6.02,4.55
201,15.99,28.86,7.57,5.53
202,11.78,19.49,6.52,3.36
203,17.92,31.93,9.23,6.06
204.01,15.35,29.71,6.88,5.96
204.02,16.94,28.74,9.42,5.04
205.02,13.46,22.08,7.59,3.76
207,14.81,28.74,6.65,5.82
208,12.65,21.41,6.73,3.82
209,19.02,30.72,10.74,5.07
210,14.94,23.5,8.85,3.69
220,14.14,24.1,7.46,4.27
221.01,14.52,27.57,6.72,5.22
221.03,12.06,22.33,5.87,4.33
221.04,14.62,22.54,8.7,3.58
222.01,13.63,23.31,7.11,4.26
222.02,13.66,25.07,6.71,4.76
223.01,14.99,25.16,8.14,4.39
223.02,12.36,20.97,6.54,3.83
224.02,12.7,21.49,6.72,3.81
225.01,12.05,21.58,5.84,4.1
225.02,12.33,21.02,6.54,3.74
226.02,12.84,22.8,6.44,4.29
226.04,12.67,23.04,6.05,4.39
228.02,12.58,24.02,5.96,4.73
228.04,10.56,17.22,6.14,2.89
229,11.51,18.15,7.08,2.88
230.01,12.71,21.38,6.82,3.82
230.02,11.66,19.44,6.38,3.42
231,9.27,15.5,5.16,2.68
232,12.19,21.02,6.47,3.81
233,12.93,21.61,7.18,3.66
234,11.82,20.33,6.36,3.58
235.02,12.45,20.73,7.04,3.53
235.03,21.42,38.74,10.38,7.22
236,10.55,18.23,5.6,3.34
237,11.7,19.9,6.25,3.58
238.01,10.61,19.34,5.24,3.61
238.02,8.32,13.55,4.76,2.29
239.02,8.4,16.54,3.74,3.36
240.01,11.21,18.43,6.13,3.21
240.02,9.26,16.77,4.83,3.08
241,11.36,20.13,5.97,3.63
242,12.01,21.07,6.2,3.84
243.01,13.57,24.06,6.82,4.44
243.02,12.2,21.07,6.38,3.76
250.02,11.21,17.75,6.71,2.83
251.01,14.73,27.46,7.19,5.26
260.04,12.38,27.31,4.84,5.94
260.05,16.97,33.08,7.79,6.47
260.06,17.4,32.67,8.54,6.3
260.07,17.82,32.45,8.6,6.16
260.08,14.65,26.4,7.05,5.08
281.01,12.66,25.88,5.28,5.22
281.02,12.18,22.49,5.85,4.2
282.01,20.79,37.75,10.44,7
282.02,14.03,25.16,6.85,4.88
283,16.93,27.51,9.67,4.61
284.01,14.97,25.31,8.08,4.49
284.02,14.2,25.48,6.98,4.82
285.01,15.8,28.06,8.11,5.18
285.02,11.8,19.44,6.8,3.25
286.02,13.64,19.97,8.86,2.85
287.01,13.77,25.9,6.61,4.92
287.06,21.84,35.75,12.12,6.02
287.09,10.77,21.85,4.24,4.54
287.11,14.69,26.25,7.27,4.93
290.02,14.13,23.18,8.14,3.87
290.04,15.77,25.94,9.06,4.35
290.05,15.21,29.81,6.44,6.17
291.01,9.7,17.67,4.88,3.3
291.02,16.77,31.08,8.23,5.99
292.01,14.06,23.02,7.99,3.9
292.03,14.78,26.47,7.2,5.12
292.04,17.12,33.71,7.46,6.91
400.04,9.42,17.44,4.38,3.38
400.05,11.48,19.72,5.87,3.63
400.06,10.3,20.81,4.2,4.34
401.01,18.93,33.65,9.89,6
401.02,13.88,22.19,7.93,3.69
402.02,19.36,32.61,10.54,5.74
402.03,19.63,34.28,10.07,6.28
403.01,17.3,26.94,10.29,4.32
403.04,17.36,31.13,8.84,5.84
403.05,19.27,37.63,8.59,7.32
404.01,13.67,25.83,6.76,4.81
404.02,11.77,20.53,6.25,3.66
410.02,16.52,26.48,9.4,4.5
410.04,15.15,26.34,7.87,4.87
410.05,21.54,38.67,10.82,7.32
410.06,17.07,32.44,8.1,6.42
501.01,11.27,18.33,6.63,3
501.02,10.76,19.55,5.17,3.76
501.03,10.79,20.09,4.98,4.01
502.01,15.57,29.11,7.66,5.51
502.02,16.64,29.07,8.35,5.46
502.03,16.64,30.28,8.4,5.62
502.06,13.52,23.41,7.39,4.2
502.07,13.53,22.53,7.42,3.86
503.01,15.61,29.28,7.13,5.72
503.03,17.45,28.59,10.27,4.81
503.07,13.61,22.65,7.03,4.1
503.09,12.96,22.23,7.08,4.02
504.03,13.64,24.04,7.33,4.36
504.05,10.91,18.12,6.07,3.07
504.08,13.2,24.15,6.44,4.64
504.09,11.24,18.89,5.99,3.27
504.1,14.54,27.89,6.58,5.61
505.01,9.58,16.73,5.19,2.97
506.01,13.94,28.89,5.83,6.19
506.02,12.49,24.43,5.73,4.69
