"CT","mx_mean","mx_ub","mx_lb","mx_se"
1.01,12.27,19.52,7.31,3.1
1.02,11.87,20.12,6.57,3.51
2.01,11.44,20.79,5.97,3.79
2.04,11.4,18.38,6.6,3.02
3.01,11.08,19.9,5.58,3.71
3.02,8.96,16.49,4.32,3.29
4.01,9.89,16.14,5.54,2.73
5,10.95,19.07,5.72,3.49
6.01,9.61,17.17,4.74,3.21
6.02,14.79,25.87,7.88,4.63
7.01,10.29,18.5,5.26,3.51
7.02,10.39,18.8,5.09,3.6
8.01,9.74,19.31,4.21,3.92
8.02,10.06,17.26,5.32,3.14
9,8.94,15.18,4.7,2.63
10.02,12.02,20.44,6.62,3.53
11,11.47,19.88,6.17,3.5
13.01,9.78,16.38,5.32,2.83
13.03,10.3,18.34,5.26,3.36
13.04,14.43,26.22,7.15,4.88
14.02,11.12,19.41,5.88,3.47
15.01,14.1,24.42,7.25,4.5
15.02,11.98,19.41,6.97,3.22
16.01,13.58,23.39,7.24,4.13
16.05,12.51,21.42,6.66,3.93
17.01,14.84,24.24,8.29,4.14
17.02,11.23,18.69,6,3.42
18.02,11.46,18.94,6.55,3.18
19,11.46,20.25,5.98,3.59
20,11.07,16.97,6.85,2.6
21,11.63,20.17,6.15,3.65
23,14.17,23.56,7.74,4.11
24,10.67,19.13,5.5,3.5
25,9.76,16.81,5.12,3.01
26,9.25,15.7,5,2.75
27.01,11.93,19.88,6.57,3.57
27.02,7.5,12.61,4.05,2.25
28,9.97,17.63,5.09,3.29
29,13.25,21.6,7.41,3.85
30,11.94,20.83,6.48,3.71
31.01,10.38,18.41,5.19,3.44
31.02,9.94,17.66,5.13,3.2
32,12.05,20.71,6.68,3.61
33.01,10.48,18.24,5.43,3.31
33.02,10.14,17.8,5.35,3.16
34.02,13.69,22.87,7.54,4
35.01,10.76,19,5.3,3.49
35.02,11.59,19.12,6.37,3.34
36.01,13.47,23.57,7.08,4.2
36.02,12.56,24.06,5.77,4.67
37.01,11.64,20.84,5.68,3.86
37.02,13.58,23.64,7.12,4.31
38,10.69,17.86,5.73,3.18
39.01,12.25,22.06,6.06,4.12
39.02,14.53,24.37,7.79,4.28
40.01,10.87,19.83,5.29,3.92
40.02,11.42,19.84,5.75,3.64
41.01,12.17,20.49,6.74,3.54
41.02,10.17,17.22,5.56,3.04
42,10.75,19.46,5.58,3.59
43.02,12.85,23.22,6.23,4.5
44,9.58,17.74,4.79,3.43
45.01,12.76,23.66,6.07,4.56
45.02,11.87,20.56,6.13,3.76
46,10.94,19.81,5.51,3.69
47.01,15.97,27.63,8.37,5.01
48,12.93,21.9,6.83,3.92
49.01,11.33,19.13,6.31,3.29
49.02,9.28,17.29,4.19,3.42
50.02,13.34,21.85,7.21,3.8
50.03,14.78,25.03,7.77,4.42
