"CT","mx_mean","mx_lb","mx_ub","mx_se"
185.05,0.18,0.01,0.83,0.26
185.07,0.16,0.01,0.8,0.25
185.08,0.2,0.01,0.91,0.3
185.09,0.19,0.02,0.8,0.23
185.1,0.2,0.01,0.96,0.3
185.11,0.21,0.01,0.93,0.25
185.12,0.17,0.01,0.78,0.29
185.15,0.26,0.02,1.29,0.36
185.16,0.24,0.02,1.07,0.34
185.17,0.39,0.02,1.94,0.55
185.18,0.23,0.01,1.19,0.34
185.19,0.28,0.02,1.4,0.44
185.2,0.2,0.01,0.87,0.28
185.21,0.18,0.01,0.82,0.22
186.01,0.2,0.01,1.01,0.35
186.02,0.19,0.01,0.98,0.26
186.05,0.21,0.01,1.08,0.3
186.06,0.21,0.01,0.99,0.27
186.07,0.23,0.02,1.13,0.31
186.08,0.21,0.01,1.13,0.31
187.03,0.19,0.01,1.01,0.26
187.04,0.28,0.02,1.26,0.43
187.06,0.2,0.02,0.91,0.28
187.11,0.2,0.01,1.01,0.27
187.12,0.23,0.01,1.06,0.38
187.13,0.19,0.01,0.83,0.24
187.14,0.22,0.01,1.16,0.39
187.15,0.24,0.01,1.05,0.5
188.01,0.17,0.01,0.89,0.27
188.04,0.18,0.01,0.86,0.26
188.05,0.21,0.01,0.87,0.42
188.07,0.25,0.01,1.27,0.57
188.08,0.25,0.01,1.44,0.57
189.03,0.18,0.01,0.83,0.27
189.05,0.17,0.01,0.85,0.28
189.06,0.2,0.01,1.02,0.33
189.08,0.22,0.01,1.1,0.33
189.09,0.25,0.01,1.27,0.5
189.1,0.18,0.01,0.85,0.29
190.03,0.23,0.02,0.96,0.39
190.04,0.33,0.02,1.84,0.51
190.05,0.29,0.01,1.62,0.57
191.03,0.22,0.01,1.13,0.37
191.04,0.24,0.01,1.07,0.36
191.05,0.28,0.02,1.44,0.44
192,0.19,0.02,0.78,0.24
200,0.19,0.01,1.02,0.29
201,0.19,0.01,0.96,0.27
202,0.17,0.01,0.77,0.23
203,0.22,0.01,1.26,0.35
204.01,0.25,0.01,1.25,0.38
204.02,0.24,0.02,1.11,0.41
205.02,0.19,0.01,0.88,0.29
207,0.26,0.01,1.38,0.41
208,0.19,0.01,1.02,0.31
209,0.23,0.01,1.11,0.35
210,0.15,0.01,0.66,0.21
220,0.17,0.01,0.73,0.26
221.01,0.19,0.01,0.9,0.28
221.03,0.17,0.01,0.96,0.33
221.04,0.16,0.01,0.67,0.22
222.01,0.16,0.01,0.81,0.23
222.02,0.19,0.01,0.93,0.35
223.01,0.21,0.01,1.03,0.28
223.02,0.18,0.01,0.84,0.29
224.02,0.29,0.01,1.36,0.58
225.01,0.2,0.01,0.98,0.32
225.02,0.17,0.01,0.89,0.27
226.02,0.28,0.02,1.3,0.43
226.04,0.19,0.01,0.89,0.29
228.02,0.33,0.02,1.8,0.5
228.04,0.2,0.01,0.96,0.3
229,0.18,0.01,0.77,0.25
230.01,0.19,0.01,0.92,0.29
230.02,0.16,0.01,0.66,0.25
231,0.14,0.01,0.64,0.21
232,0.17,0.01,0.84,0.26
233,0.2,0.02,1.04,0.3
234,0.18,0.01,0.78,0.26
235.02,0.21,0.01,0.91,0.41
235.03,0.54,0.03,3.06,0.8
236,0.16,0.01,0.67,0.24
237,0.15,0.01,0.75,0.25
238.01,0.14,0.01,0.56,0.19
238.02,0.14,0.01,0.68,0.21
239.02,0.18,0.01,0.87,0.3
240.01,0.15,0.01,0.81,0.23
240.02,0.2,0.01,1.05,0.31
241,0.28,0.01,1.64,0.45
242,0.15,0.01,0.82,0.26
243.01,0.15,0.01,0.81,0.3
243.02,0.17,0.01,0.77,0.27
250.02,0.16,0.01,0.66,0.19
251.01,0.21,0.01,0.98,0.31
260.04,0.46,0.01,2.74,1.2
260.05,0.39,0.02,2.4,0.67
260.06,0.2,0.01,1.01,0.36
260.07,0.22,0.01,1.11,0.37
260.08,0.19,0.01,0.91,0.27
281.01,0.22,0.01,1.2,0.42
281.02,0.18,0.01,0.78,0.26
282.01,0.24,0.01,1.16,0.48
282.02,0.16,0.01,0.95,0.27
283,0.2,0.01,0.89,0.25
284.01,0.17,0.01,0.78,0.23
284.02,0.17,0.01,0.91,0.28
285.01,0.16,0.01,0.78,0.26
285.02,0.16,0.01,0.67,0.25
286.02,0.14,0.02,0.56,0.19
287.01,0.24,0.01,1.12,0.45
287.06,0.28,0.01,1.82,0.45
287.09,0.41,0.01,2.35,0.99
287.11,0.18,0.01,0.88,0.26
290.02,0.19,0.01,0.88,0.28
290.04,0.2,0.01,0.85,0.37
290.05,0.24,0.01,1.39,0.38
291.01,0.2,0.01,1,0.28
291.02,0.27,0.01,1.34,0.42
292.01,0.21,0.02,0.92,0.25
292.03,0.29,0.02,1.42,0.59
292.04,1.24,0.05,6.15,2.31
400.04,0.17,0.01,0.83,0.26
400.05,0.16,0.01,0.85,0.24
400.06,0.21,0.01,1.11,0.51
401.01,0.26,0.02,1.26,0.43
401.02,0.13,0.01,0.59,0.21
402.02,0.19,0.01,0.98,0.29
402.03,0.18,0.01,0.9,0.3
403.01,0.17,0.01,0.85,0.22
403.04,0.24,0.01,1.11,0.37
403.05,0.29,0.01,1.78,0.74
404.01,0.16,0.01,0.9,0.27
404.02,0.19,0.01,0.8,0.23
410.02,0.21,0.02,0.89,0.3
410.04,0.21,0.01,1.02,0.3
410.05,0.69,0.03,3.61,1.49
410.06,0.32,0.02,1.67,0.59
501.01,0.25,0.02,1.1,0.36
501.02,0.25,0.01,1.38,0.6
501.03,0.29,0.01,1.45,1.02
502.01,0.18,0.01,0.98,0.31
502.02,0.18,0.01,0.86,0.36
502.03,0.18,0.01,0.86,0.3
502.06,0.23,0.01,0.99,0.72
502.07,0.27,0.02,1.19,0.57
503.01,0.19,0.01,0.82,0.37
503.03,0.18,0.01,0.85,0.25
503.07,0.37,0.02,1.79,0.98
503.09,0.25,0.02,1.38,0.36
504.03,0.21,0.01,0.92,0.33
504.05,0.17,0.01,0.76,0.26
504.08,0.32,0.02,1.47,0.59
504.09,0.19,0.01,0.93,0.28
504.1,0.21,0.01,1.13,0.37
505.01,0.24,0.02,1.04,0.35
506.01,0.32,0.01,1.9,0.64
506.02,0.26,0.01,1.33,0.5
