"CT","mx_mean","mx_ub","mx_lb","mx_se"
142.03,70.13,114.15,39.14,19.38
143.01,77.09,131.61,41.51,23.54
143.02,86.66,132.14,54.39,19.9
143.03,93.99,158.98,52.29,27.65
144.04,102.55,166.88,59.57,27.47
144.06,53.49,87.18,29.59,14.96
145.01,62.8,104.51,34.82,18.08
145.02,58.19,106.25,28.26,20.01
146,85.28,144.68,48.86,24.23
147.01,60.68,100.27,33.79,17.5
147.09,65,104.85,37.56,17.27
148,115.44,171.41,75.23,24.7
149.02,80.42,144.82,40.95,26.21
149.05,80.42,142.1,42.08,26.17
149.08,87.32,143.03,49.96,24.37
149.09,82.38,142.98,41.79,26.86
150,80.73,149.19,39.52,27.8
151.03,86.02,151.21,44.26,27.63
151.05,102.26,167.03,58.79,28.08
151.07,65.65,103.97,38.85,17.02
151.08,63.81,111.19,33.26,20.09
160.01,69.77,128.36,34.04,23.62
160.02,53.71,88.81,30.55,15.1
160.03,73.15,114.8,43.96,18.04
160.04,70.35,117.92,38.45,20.45
161.02,90.99,148.95,51.99,25.37
161.03,145.65,231.1,87.42,36.4
161.05,81.2,136.3,43.8,24.13
161.06,117.67,192.5,66.42,32.38
161.08,59.37,109.86,28.28,21.49
161.09,94.59,150.23,56.26,24.27
162.01,102.01,169.57,58.95,28.41
162.02,65.07,117.25,33.66,21.26
162.03,60.82,104.52,32.78,18.33
162.04,70.18,122.36,36.9,22.2
163.01,88.19,159.72,44.46,29.2
163.04,102.07,168.15,56.36,29.19
163.05,96.18,162.68,53.8,28.02
163.06,60.48,109.16,30.96,20.27
163.07,83.53,143.34,45.16,25.27
163.08,82.61,145.01,41.82,26.82
170.03,50.5,79.01,29.93,12.85
170.04,73.84,108.6,47.35,16.19
170.05,58.53,94.05,34.45,15.64
170.07,108.98,158.79,70.3,22.5
180.01,107.45,185.88,54.99,33.24
180.04,70.42,117.44,39.65,20.08
181.03,67.41,111.89,37.49,19.53
181.05,55.61,85.37,34.42,13
181.07,54.46,97.97,27.48,18.23
181.08,58.28,104.6,29.13,19.28
181.09,66.11,105.96,39.23,17.35
181.11,70.79,117.07,38.98,20.24
181.12,58.6,105.62,29.63,19.94
181.13,57.7,92.39,34.53,14.91
181.14,60.97,106.16,31.89,19.37
181.16,49.37,80.67,27.3,13.73
182.01,81.8,139.03,44.22,23.97
182.04,95.52,157.55,52.62,27.83
182.05,79.83,139.85,41.73,25.29
183.01,75.93,133.61,39.44,23.96
183.03,82.6,127.57,48.65,20.3
183.05,63.5,111.15,33.44,20.11
183.06,58.35,94.83,33.09,15.98
183.07,79.82,138.07,42.05,24.87
184.02,64.44,106,36.3,17.95
184.06,75.22,133.1,38.5,24.17
184.07,97.59,158.81,55.41,26.54
184.08,71.36,123.25,37.11,22.53
184.09,98.55,177.6,49.26,32.82
184.1,98.2,169.94,50.64,31.45
184.11,92.04,162.72,48.14,29.95
184.12,91.1,163.97,46.51,30.81
184.13,67.59,120.21,33.89,22.62
184.14,81.96,152.96,41.24,29.31
184.15,85.83,153.69,42.29,29.11
184.16,97.68,170.73,50.28,30.67
185.05,91.98,162.11,48.77,28.95
185.07,66.9,112.72,35,20.27
185.08,66.7,127.9,31.14,24.89
185.09,69.95,119.77,37.68,21.44
185.1,71.73,128.81,35.82,23.97
185.11,71.39,122.59,38.56,21.98
185.12,66.87,115.79,35.27,20.45
185.15,72.85,126.47,38.32,23.05
185.16,72.22,128.15,36.83,23.53
185.17,64.68,115.5,33.5,21.34
185.18,98.78,173.47,50.06,31.95
185.19,71.62,133.15,36.42,24.66
185.2,85.19,153.78,43.02,28.6
185.21,76.93,127.84,42.43,21.97
186.01,88.09,150.09,46.54,26.57
186.02,88.84,144.48,51.24,23.99
186.05,79.12,130.67,44.85,22.32
186.06,75.94,131.85,39.54,24.14
186.07,73.54,127.41,37.9,23.41
186.08,117.69,206.56,63.08,37.35
187.03,100.85,166.4,55.59,29.16
187.04,150.46,227.06,94.7,34.24
187.06,58.21,96.8,31.68,16.73
187.11,90.94,166.97,45.56,30.82
187.12,66.17,113.53,34.73,20.64
187.13,95.73,162.43,52.67,28.3
187.14,102.9,181.63,52.22,33.01
187.15,84.58,139.46,47.38,23.88
188.01,86.75,148.58,44.17,27.42
188.04,67.35,111.69,35.75,20.17
188.05,73.53,132.85,36.16,25.54
188.07,109.14,202.88,55.68,38.64
188.08,82.16,157.96,37.12,31.36
189.03,89.99,157.76,46.57,28.32
189.05,70.89,114.02,40.96,18.85
189.06,65.23,113.37,33.76,20.73
189.08,89.11,151.5,46.81,26.95
189.09,91.25,161.59,46.68,29.58
189.1,71.2,126.72,36.08,23.07
190.03,121.71,180.66,79.19,25.82
190.04,100.15,170.01,54.22,29.64
190.05,77.74,143.28,35.79,27.96
191.03,64.84,110.09,35.65,19.19
191.04,123.74,193.89,74.66,30.5
191.05,68.14,116.06,36.75,20.42
192,90.51,153.46,49.3,26.41
200,74.65,132.02,38.16,24.4
201,65.39,114.96,33.83,21.32
202,53.08,88.25,29.95,15.07
203,97.69,157.61,55.15,27.34
204.01,57.06,100.07,29.38,17.9
204.02,62.13,102.09,35.64,17.32
205.02,65.72,102.16,39.46,16.71
207,113.38,198.14,57.78,37.3
208,82,125.85,50.02,19.71
209,163.7,238.26,105.37,34.32
210,70.74,107.3,44.15,16.25
220,89.1,159.02,44.75,29.19
221.01,78.45,137.65,40.42,25.4
221.03,73.08,125.12,40.09,21.97
221.04,89.52,135.05,56.92,20.29
222.01,74.36,124.87,40.61,22.01
222.02,74.63,132.88,37.3,24.8
223.01,78.78,136.01,42.18,24
223.02,95.78,162.47,53.08,27.51
224.02,92.45,138.3,56.9,21.34
225.01,72.6,121.16,39.06,21.43
225.02,67.88,113.26,36.88,20.22
226.02,87.42,151.26,47.5,26.63
226.04,74.25,129.12,40.29,22.5
228.02,82.61,143.07,41.77,26.49
228.04,86.6,129.11,55.15,19.55
229,139.1,198.54,93.73,27.08
230.01,93.03,160.27,50.19,27.96
230.02,74.61,121.6,43.92,19.68
231,55.43,87.71,33.89,13.86
232,93.88,159.09,51.08,27.99
233,83.7,133.08,48.07,21.99
234,103.29,166.95,59.49,28.18
235.02,56.21,93.7,32.49,15.86
235.03,78.05,134.18,41.17,23.79
236,84.23,145.25,44.49,25.8
237,84.93,137.31,48.69,22.92
238.01,75.51,130.89,39.09,24.22
238.02,92.27,143.48,56.63,22.26
239.02,50.55,93.64,25.17,17.87
240.01,59.24,94.41,33.4,15.97
240.02,78.94,130.07,44.49,21.86
241,62.95,101.9,37.02,16.87
242,72.52,119.31,40.53,20.54
243.01,83.19,143.81,46.15,24.81
243.02,83.58,147.69,44.57,26.95
250.02,99.31,165.26,55.41,28.54
251.01,76.46,139.09,36.64,26.89
260.04,92.18,171.59,42.71,33.37
260.05,74.48,138.98,35.06,27.01
260.06,72.62,128.18,36.57,23.56
260.07,168.18,280.94,95.22,47.48
260.08,87.08,157.27,44.01,29.07
281.01,83.67,154.28,41.43,29.29
281.02,78.99,138.22,41.03,24.63
282.01,90.59,150.23,50.87,26.07
282.02,102.05,165.63,59.41,27.59
283,72.62,112.62,44.97,17.69
284.01,63.34,106.94,34.68,18.45
284.02,70.38,118.1,38.37,21.11
285.01,81.53,142.35,43.72,25.61
285.02,112.79,172.64,69.5,26.34
286.02,71.1,108.18,44.27,16.75
287.01,73.74,127.76,37.6,23.52
287.06,94.4,150.32,55.9,24.19
287.09,75.43,139.59,36.83,26.28
287.11,87.4,147.23,46.94,26.8
290.02,106.54,165.18,65.86,24.82
290.04,86.45,146.5,47.21,25.63
290.05,107.28,203.74,50.8,39.29
291.01,49.51,89.18,25.56,16.38
291.02,109.63,185.57,58.91,33.03
292.01,114.64,188.86,63.85,32.67
292.03,87,156.79,44.14,29.26
292.04,99.35,181.81,48.79,34.7
400.04,58.78,102.89,29.07,19.21
400.05,66.51,117.79,33.96,21.66
400.06,65.6,123.84,30.25,25.12
401.01,74.45,127.21,40.63,22.33
401.02,89.25,139.17,55.53,21.67
402.02,85.21,143,46.08,24.53
402.03,101.18,166.69,56.99,28.57
403.01,118.76,178.48,75.2,26.75
403.04,88.89,155.61,47.64,27.85
403.05,111.35,194.53,56.87,35.58
404.01,86,154.33,43.9,28.47
404.02,93.55,149.84,55.01,24.13
410.02,73.69,121.18,42.27,20.56
410.04,91.63,164.57,46.85,30.32
410.05,73.04,130.29,36.83,24.23
410.06,97.29,172.95,47.34,32.83
501.01,179.17,265.38,115.73,39.44
501.02,60.51,105.38,31.34,19.69
501.03,96.09,174.67,47.76,32.64
502.01,70.44,123.75,35.35,22.97
502.02,73.73,125.26,41.31,21.48
502.03,81.59,139.7,43.31,25.34
502.06,115.57,191.58,65.74,32.31
502.07,82.47,131.75,48.62,21.65
503.01,107.47,191.36,53.57,35.94
503.03,62.67,97.55,37.66,15.63
503.07,92.8,148.07,56.02,23.07
503.09,102.65,164.97,60,27.58
504.03,74.04,130.77,38.11,23.74
504.05,91.75,144.92,52.43,23.83
504.08,67.53,118.27,35.47,22.15
504.09,93.7,156.07,49.84,27.54
504.1,72.54,126.32,37.47,23.31
505.01,67.82,111.94,36.53,19.55
506.01,75.44,137.88,36.13,26.89
506.02,61.26,103.78,34.13,18.4
