"CT","mx_mean","mx_ub","mx_lb","mx_se"
149.02,84.85,154.9,41.7,29.44
149.05,92.88,162.23,47.64,30.49
149.08,74.51,127.59,40.26,23.19
149.09,68.72,120.03,33.92,22.24
150,86.15,154.07,44.24,28.86
151.03,88.64,155.73,45.73,28.92
151.05,120.92,205.82,66.51,35.36
151.07,91.31,143.53,54.31,23.3
151.08,73.1,127.44,38.57,22.91
160.01,64.28,120.16,31.93,22.76
160.02,61.02,103.51,33.51,17.88
160.03,99.53,164.4,55.73,27.86
160.04,95.84,160.29,50.85,28.15
161.02,86.4,148.38,46.13,27.07
161.03,109.23,181.32,60.54,31.63
161.05,78.47,136.65,40.75,25.05
161.06,88.86,149.11,48.45,25.95
161.08,54.5,111.79,23.13,24.39
161.09,76.43,127.08,43.15,21.32
162.01,92.62,157.71,50.27,27.81
162.02,71.26,126.66,35.86,23.7
162.03,87.9,148.65,47.38,26.35
162.04,94.23,161.3,50.45,28.81
163.01,91.85,163.3,46.23,30.28
163.04,78.01,134.96,41.38,24.34
163.05,112.1,196.69,59.2,35.15
163.06,81.8,146.45,41.86,26.96
163.07,85.55,147.27,44.61,26.67
163.08,78.73,142.66,38.15,26.84
170.03,83.73,135.26,49.19,22.53
170.04,65.63,103.25,39.12,16.63
170.05,71.68,122.69,38.5,21.54
170.07,93.52,145.28,56.91,22.45
180.01,64.08,118.88,30.2,23.22
180.04,55.3,93.07,31.04,15.84
181.03,62.89,111.82,32.52,20.22
181.05,87.02,135.93,55.04,20.68
181.07,49.64,90.05,23.61,17.41
181.08,60.04,111.06,28.65,21.31
181.09,54.36,89.58,29.74,15.85
181.11,77.99,131.15,43.89,22.57
181.12,59.23,106.08,29.23,20.05
181.13,55.02,88.38,31.69,14.64
181.14,73.08,128.31,37.49,23.62
181.16,25,44.97,12.66,8.31
182.01,68.42,113.09,37.45,19.49
182.04,99.16,169.61,53.21,29.91
182.05,84.4,142.43,47.02,24.64
183.01,124.54,203.97,67.57,35.3
183.03,130.13,211.79,74.35,35.29
183.05,79.21,132.73,43.05,23.38
183.06,74.67,124.25,41.74,21.44
183.07,61.31,107.99,31.48,19.5
184.02,92.72,147.75,53.41,24.63
184.06,88.03,158.96,44.62,29.22
184.07,106.23,176.96,60.2,29.84
184.08,72.33,129.46,35.41,24.42
184.09,88.65,158.15,45.15,29.83
184.1,103.07,183.63,52.98,33.86
184.11,89.07,159.71,43.13,31.17
184.12,94.92,173.03,48.36,32.29
184.13,99.17,176.69,51.15,32.53
184.14,94.18,175.89,45,34.27
184.15,96.22,170.36,49.33,31.83
184.16,91.54,164.64,45.93,30.53
185.05,91.2,158.74,46.86,29.1
185.07,77.49,135.26,41.5,24.11
185.08,84.23,150.59,40.46,28.72
185.09,110.93,190.35,60.01,32.99
185.1,77.84,136.49,39.69,25.44
185.11,86.76,147.56,45.51,26.13
185.12,79.59,137.78,42.01,24.57
185.15,95.06,163.83,50.24,29.23
185.16,86.64,154.03,43.25,28.41
185.17,92.93,161.64,47.09,30.36
185.18,92.05,158.1,47.79,28.81
185.19,93.62,169.38,47.04,32.52
185.2,83.62,148.62,42.08,27.38
185.21,93.38,161.73,50.54,28.39
186.01,94.21,160.06,50.31,29.03
186.02,81.77,140.1,44.75,24.92
186.05,104.09,176.27,57.41,30.25
186.06,94.49,168.51,50.02,30.79
186.07,90.12,159.82,45.45,29.17
186.08,95.87,164.25,52.84,29.06
187.03,69.2,119.11,36.95,21.06
187.04,127.01,202.72,73.94,33.28
187.06,76.62,131.29,40.87,22.79
187.11,90.21,158.85,45.19,29.7
187.12,85.11,147.76,45.61,26.13
187.13,81.96,140.06,43.32,25.11
187.14,142.61,255.62,71.13,48.26
187.15,88.61,151.03,47.52,27.09
188.01,82.69,146.66,42.05,27.17
188.04,78.97,134.74,42.96,23.77
188.05,99.05,184.15,47.73,35.26
188.07,82.67,156.85,38.44,30.55
188.08,83.55,163.64,36.86,33.29
189.03,84.18,145.84,43.58,26.14
189.05,91.24,147.08,52.32,24.8
189.06,102.61,174.31,54.58,31.23
189.08,99.89,173.39,52.17,31.36
189.09,91.54,166.62,45.04,31.69
189.1,78.6,139.07,40.94,25.42
190.03,128.66,196.48,80.09,29.81
190.04,93.01,160.86,50.54,28.26
190.05,94.38,182.68,42.73,36.8
191.03,74.61,127.31,39.62,22.75
191.04,145.79,241.18,82.18,40.62
191.05,120.39,208.35,65.76,36.46
192,113.48,187.17,63.54,31.79
200,90.19,162.13,45.81,30.27
201,89.53,162.67,44.42,30.23
202,84.72,139.35,48.42,23.42
203,93.91,156.29,48.84,28.01
204.01,122.57,206.85,63.04,37.52
204.02,115.01,190.13,64.41,33.23
205.02,73.34,121.43,41.67,20.34
207,111.24,202.63,55.39,38.45
208,119.03,196.63,68.55,32.73
209,165.08,255.43,100.87,39.65
210,92.91,143.82,56.56,22.52
220,96.69,169.45,49.28,31.09
221.01,77.76,134.23,39.23,25.1
221.03,66.86,114.31,33.72,21.13
221.04,99.22,153.31,61.45,23.75
222.01,77.28,130.03,42.36,22.62
222.02,94.06,163.92,47.46,30.44
223.01,93.7,160.96,49.76,28.43
223.02,99.99,170.34,53.34,30.35
224.02,126.05,201.94,73.73,33.15
225.01,75.74,129.57,38.38,23.73
225.02,90.82,154.82,48.16,27.74
226.02,67.46,121.24,33.98,22.07
226.04,80.72,143.51,41.52,26.12
228.02,85.94,149.71,44.95,27.39
228.04,84.67,135.29,49.56,22.13
229,134.69,205.54,83.73,31.32
230.01,77.38,130.62,40.04,23.48
230.02,88.97,145.84,49.1,24.99
231,89.23,141.16,53.16,22.82
232,99.5,169.46,53.2,29.64
233,108.05,177.28,61.36,29.66
234,146.02,223.79,91.86,33.84
235.02,88.01,145.23,49.56,24.7
235.03,117.49,199.04,61.2,35.72
236,78.93,136.62,40.88,24.2
237,99.11,163.72,54.28,28.58
238.01,69.91,125.05,34.41,23.49
238.02,84.28,137.37,50.38,22.33
239.02,47.48,88.38,22.17,17.49
240.01,89.21,152.17,49.77,26.11
240.02,99.73,167.08,55.24,28.9
241,80.98,132.83,46.42,23.02
242,113.42,192.15,63.79,33.18
243.01,87.25,148.53,46.37,26.26
243.02,100.47,180.43,53.42,32.59
250.02,78,130.64,42.8,22.67
251.01,90.96,179.72,42.4,34.69
260.04,84.43,170.13,35.86,35.75
260.05,138.37,251.64,69.26,46.82
260.06,60.72,110.18,30.6,20.93
260.07,145.31,258.34,71.25,47.31
260.08,80.28,145.08,39.11,28.07
281.01,103.11,194.09,48.17,37.42
281.02,89.68,159.34,47.24,28.75
282.01,103.26,175.18,55.02,31.47
282.02,98.85,167.86,51.01,31.11
283,101.25,163.6,58.16,27.14
284.01,106.47,174.09,59.85,29.67
284.02,106.29,177.9,57.74,31.38
285.01,99.62,172.11,51.79,31.6
285.02,108.71,175.96,62.24,28.73
286.02,86.86,131.04,53.87,20.07
287.01,72.97,127.81,35.69,24.2
287.06,134.19,222.55,75.68,37.89
287.09,83.52,156.99,35.54,32.08
287.11,90.06,156.42,45.89,28.94
290.02,136.81,220.09,79.34,36.15
290.04,90.43,151.66,49.61,26.76
290.05,86.98,164.45,39.21,32.99
291.01,46.55,84.68,22.93,16.44
291.02,88.85,158.67,45.75,29.14
292.01,65.03,110.46,35.2,19.81
292.03,97.42,181.56,47.78,34.9
292.04,85.42,167.67,37.67,33.99
400.04,71.34,129.51,36.5,24.34
400.05,86.82,156.96,45.31,28.92
400.06,150.36,284.12,69.75,55.66
401.01,135.22,229.58,72.68,40.29
401.02,117.64,183.41,70.58,29.5
402.02,108.72,184.6,58.31,32.69
402.03,139.91,241.71,74.42,42.79
403.01,124.95,195.57,72.82,32.53
403.04,89.15,156.69,46.68,29.26
403.05,137.16,252.79,66.2,47.69
404.01,97.78,169.75,50.73,30.87
404.02,120.11,194.78,69.12,32.78
410.02,100.28,169.45,55.95,29.16
410.04,100.44,178.82,50.84,33.15
410.05,98.64,174.87,49.9,32.49
410.06,132.48,245.11,64.3,46.19
501.01,119.3,181.98,73.63,28.44
501.02,67.52,117.22,35.04,21.39
501.03,83.62,150.2,42.09,27.9
502.01,58.84,107.26,28.73,20.38
502.02,55.11,94.78,29.05,17.12
502.03,79.16,143.73,41.36,26.46
502.06,68.56,116.1,37.38,20.34
502.07,65.38,105.51,37.7,17.72
503.01,75.09,137.25,37.03,25.92
503.03,66.18,109.53,37.48,18.22
503.07,118.98,191.34,67.5,31.94
503.09,78.47,133.62,42.19,23.7
504.03,89.24,154.07,46.51,27.57
504.05,121.65,198.16,69.72,32.83
504.08,66.69,120.36,33.39,22.35
504.09,72.44,126.91,37.43,23.02
504.1,70.36,131.64,34.75,24.5
505.01,69.17,115.68,37.27,20.17
506.01,77.07,145.32,35.14,28.87
506.02,67.59,118.98,33.53,22.17
