"CT","mx_mean","mx_lb","mx_ub","mx_se"
1.01,6.51,2.22,14.08,3.13
1.02,4.17,1.18,10.58,2.55
2.01,4.58,1.2,12.5,3.03
2.04,4.61,1.56,11.77,2.49
3.01,5.66,1.54,14.89,3.74
3.02,5.09,1.31,13.4,3.36
4.01,9.37,3.43,22.07,5.06
5,5.25,1.72,12.79,2.83
6.01,7.2,2.16,19.21,4.39
6.02,6.08,1.76,15.44,3.63
7.01,6.08,1.86,15.77,3.76
7.02,7.63,2.39,19.15,4.67
8.01,7.93,1.71,22.84,6.01
8.02,5.99,1.96,14.82,3.39
9,8.84,2.97,20.54,4.59
10.02,8.8,2.81,21.52,4.98
11,5.54,1.74,14.86,3.54
13.01,5.35,1.71,13.45,3.48
13.03,6.27,1.71,16.07,3.85
13.04,5.21,1.3,14.22,3.66
14.02,6.12,1.77,15.45,3.85
15.01,4.23,1.04,11.57,2.71
15.02,4.77,1.49,11.87,2.74
16.01,4.73,1.33,11.99,2.87
16.05,4.24,1.23,11.15,2.62
17.01,4.21,1.36,10.76,2.45
17.02,4.25,1.33,10.63,2.55
18.02,7.8,3.02,17.1,3.54
19,8,2.59,18.33,4.22
20,10.61,4.41,21.43,4.62
21,15.46,5.61,33.04,7.8
23,9.6,2.98,23.76,5.34
24,6.89,2.05,15.84,3.64
25,10.15,3.8,23.97,5.18
26,11.28,4,25.76,5.89
27.01,10.8,3.18,26.9,6.28
27.02,111.73,55.08,209.25,38.53
28,34.13,13.53,67.8,15.69
29,13.26,5.24,29.89,6.79
30,8.06,3,19.53,4.22
31.01,12.43,4.48,27.67,6.01
31.02,12.87,4.74,28.6,6.52
32,12.43,4.58,27.82,5.93
33.01,8.44,2.84,20.24,4.67
33.02,6.28,2.08,14.53,3.48
34.02,6.29,2.21,13.95,3.08
35.01,8.7,2.48,21.07,4.93
35.02,8.06,2.69,18.94,4.21
36.01,4.94,1.47,12.08,2.88
36.02,5.05,1.3,13.99,3.62
37.01,14.05,5.12,29.49,6.38
37.02,8.86,2.89,21.13,4.98
38,28.48,10.83,59.95,13.01
39.01,26.12,10.73,54.07,11.34
39.02,26.59,10.12,59.65,12.66
40.01,19.27,6.05,47.77,10.72
40.02,21.41,8.01,49.54,10.41
41.01,18.67,6.41,45.94,9.98
41.02,38.09,15.25,80.3,17.17
42,12.96,4.55,28.69,6.53
43.02,10.29,3.15,24.08,5.99
44,9.88,2.96,23.66,5.26
45.01,18.89,6.76,43.2,9.34
45.02,9.28,3.13,20.96,4.87
46,17.29,5.94,41.45,9.2
47.01,16.71,6.4,35.4,7.55
48,22.2,8.97,44.76,9.79
49.01,26.47,11.41,57.1,11.57
49.02,29.92,12.24,65.82,13.38
50.02,17.74,7.74,36.53,7.74
50.03,32.49,13.63,62.43,13.63
50.04,20.95,7.93,45.6,10.2
51.01,12.51,4.24,29.04,6.58
51.02,7.93,2.59,18.5,4.52
52.01,8.18,2.73,18.67,4.11
52.02,9.36,3.26,22.48,4.91
53.01,18.61,7.18,39.64,8.59
53.02,10,2.92,26.29,6.12
54.01,46.85,25.86,79.88,13.78
54.02,8,2.74,18.76,4.16
55.01,16.89,6.24,36.08,7.97
55.02,26.53,10.02,55.86,12.35
56.02,24.08,8.65,55.1,11.38
57.02,22.86,9.56,46.61,9.92
59.06,95.26,49.89,164.22,31.14
59.07,64,23.16,136.49,30.18
59.09,98.89,42.99,198.73,40.29
59.1,352.32,170.89,646.14,124.62
59.11,84.43,35.72,165.17,34.04
60.02,225.45,125.08,367.14,62.71
61,159.98,85.85,274.18,48.34
62,111.39,51.1,207.76,41.19
64,269.56,179.91,379.77,49.1
65,164.91,96.6,274.79,46.32
67.01,172.24,86.7,302.46,55.97
68,177.69,95.89,300.15,53.75
69.02,6.65,2.52,14.52,3.13
100.01,11.79,3.53,29.93,6.71
100.02,10.1,3.36,24.09,5.45
101.03,17.47,5.23,43.36,10.51
101.04,15.64,4.54,39.24,9.18
101.06,14.67,5.27,33.01,7.59
103,8.77,2.92,20.38,4.63
104,5.65,1.72,14.6,3.3
110.02,4.67,0.57,17.76,5.79
110.03,6.38,1.35,18.79,4.81
