"CT","mx_mean","mx_lb","mx_ub","mx_se"
1.01,29.68,22.37,39.56,4.51
1.02,30,20.87,41.69,5.56
2.01,28.84,19.22,41.84,5.68
2.04,27.62,20.39,36.65,4.23
3.01,20.8,13.31,31.69,4.69
3.02,31.28,20.64,45.82,6.31
4.01,30.43,22.16,40.75,4.68
5,29.25,19.71,41.47,5.81
6.01,19.9,12.86,28.76,4.14
6.02,33.29,22.55,47.06,6.43
7.01,17.92,11.91,26,3.56
7.02,19.9,12.77,30.31,4.44
8.01,79.07,43.77,131.03,21.94
8.02,18.13,11.93,26.1,3.67
9,18.33,12.67,25.77,3.37
10.02,18.47,12.95,26,3.36
11,16.62,11.39,23.75,3.22
13.01,19.41,12.74,27.44,3.78
13.03,21.26,13.62,31.8,4.61
13.04,20.64,12.95,31.72,4.9
14.02,21.12,13.87,30.28,4.24
15.01,21.68,13.8,31.99,4.91
15.02,27.07,19.35,36.8,4.5
16.01,24.25,15.96,36.3,5.28
16.05,19.92,13.08,29.58,4.21
17.01,21.26,14.71,30.44,3.96
17.02,21.12,13.9,30.7,4.31
18.02,22.89,16.28,31.27,3.79
19,28.22,19.43,39.71,5.15
20,19.44,14.52,24.95,2.68
21,20.04,13.27,28.92,4.18
23,25.96,17.54,36.35,4.9
24,22.2,15.03,31.83,4.48
25,22.81,15.52,32.08,4.31
26,23.27,15.92,33.18,4.45
27.01,19.48,13.14,27.85,3.67
27.02,23.52,16.22,31.07,3.91
28,27.17,17.73,40.37,5.78
29,55.84,41.27,73.13,8.5
30,25.45,17,36.97,4.96
31.01,28.13,18.63,40.95,5.75
31.02,28.76,19.18,41.67,6
32,26.88,18.32,38.25,5.07
33.01,28.45,18.41,41.94,5.93
33.02,24.94,16.88,35.9,4.77
34.02,30.7,21.66,42.57,5.35
35.01,33.48,23.12,48.2,6.49
35.02,27.05,18.77,36.92,4.81
36.01,32.5,22.65,45.38,5.83
36.02,28.64,18.33,42.07,6.12
37.01,39.62,25.92,58.19,8.44
37.02,34.56,22.3,51.21,7.42
38,41.8,29.37,57.96,7.28
39.01,29.06,19.46,42.85,5.89
39.02,61.05,44.65,81.29,9.88
40.01,25.94,15.2,41.75,7.03
40.02,27.71,18.97,40.42,5.57
41.01,26.52,17.84,37.63,5.27
41.02,27.84,19.43,38.27,4.88
42,26.39,17.52,37.92,5.09
43.02,23.69,14.95,35.91,5.37
44,19.75,12.72,28.51,4.08
45.01,21.34,12.71,33.42,5.33
