"CT","mx_mean","mx_ub","mx_lb","mx_se"
111.07,59.07,139.95,21.02,30.46
112,49.9,103.64,20.36,21.95
113,5.61,14.47,1.68,3.49
114.01,54.22,139.22,17.32,31.37
114.02,70.09,141.88,30.27,30.22
115,16.1,35.8,5.98,7.98
116,31.33,68.38,12.16,14.32
117,24.41,49.77,10.31,10.52
118,7.4,16.6,2.49,3.74
120,18.42,41.7,6.46,9.17
121,17.97,44.12,5.84,10.42
122,104.31,198.55,49.22,38.57
130.03,53.15,92.98,27.86,16.7
131,6.18,13.06,2.63,2.65
132,31.71,67.5,11.18,15.05
133.01,31.46,69.89,11.53,15.17
133.02,32.43,66.08,14.2,13.53
134,13.21,28.35,4.9,6.11
135,10.89,25.89,3.69,5.87
140.02,12.1,27.97,3.93,6.41
140.03,8.55,22.25,2.23,5.3
140.04,117.31,225.43,52.09,45.63
141.01,10.75,24.96,3.48,5.67
142.01,10.21,27.17,2.68,6.57
142.02,47.78,102.03,17.45,22.79
142.03,9.7,23.76,3.05,5.67
143.01,33.25,70.14,12.69,15.21
143.02,6.73,16.48,2.31,3.64
143.03,32.46,70.36,12.49,15.45
144.04,18.32,40.68,6.38,9.28
144.06,14.33,32.65,5.35,7.34
145.01,5.45,13.94,1.47,3.26
145.02,18.2,46.05,5.05,11.37
146,45.07,89.74,19.7,18.94
147.01,33.01,67.16,14.64,13.24
147.09,32.04,62.07,14.51,12.45
148,5.31,12.73,1.7,2.93
149.02,14.88,39.94,4.01,9.82
149.05,82.32,184.59,29.17,42.06
149.08,13.93,32.49,4.93,7.15
149.09,12.08,33.64,3,8.33
150,52.83,145.08,14.22,34.15
151.03,35.09,86.63,11.26,19.6
151.05,25.13,51.51,10.21,10.81
151.07,7.66,16.46,2.93,3.58
151.08,30.31,63.69,12.5,13.22
160.01,65.18,125.3,30.31,24.7
160.02,20.4,41.44,8.67,8.29
160.03,18.99,39.85,7.32,8.77
160.04,29,61.81,11.2,13.47
161.02,39.62,86.6,15.49,18.58
161.03,20.52,44.83,7.58,9.68
161.05,32.68,69.82,12.24,15.43
161.06,4.24,12.71,0.91,3.32
161.08,31.86,90.71,7.88,21.74
161.09,18.8,40.96,7.41,8.93
162.01,21.48,49.74,7.24,11.11
162.02,46.45,98.29,18.48,20.3
162.03,29.82,65.92,10.9,14.17
162.04,9.63,27.17,2.56,6.4
163.01,33.03,81.54,9.67,18.44
163.04,16.47,41.86,4.82,9.69
163.05,15.81,38.86,4.72,9.21
163.06,39.62,97.05,13.27,21.99
163.07,24.87,56.19,8.65,12.61
163.08,118.4,230.32,51.68,46.2
170.03,12.48,26.2,5.01,5.6
170.04,21.59,43.75,9.16,9.31
170.05,30.57,60.74,13.13,12.54
170.07,3.08,8.2,0.82,1.94
180.01,35.85,73.31,14.35,15.63
180.04,13.64,30.08,5.1,6.52
181.03,137.88,247.45,70.81,45.29
181.05,3.49,7.95,1.11,1.9
181.07,28.09,62.47,9.97,13.7
181.08,71.63,150.37,30.19,31.75
181.09,18.63,38.2,7.89,8
181.11,6.73,17.97,1.91,4.26
181.12,149.9,280.95,70.11,56.35
181.13,13.05,26.12,5.5,5.5
181.14,16.26,37.59,5.41,8.42
181.16,5.46,14.36,1.57,3.45
182.01,29.42,64.1,10.24,14.9
182.04,22.52,52.35,7.89,11.79
182.05,21.8,48.9,7.69,10.78
183.01,39.2,87.07,15.84,18.4
183.03,21.63,49.53,7.68,11.22
183.05,19.91,43.28,7.38,9.3
183.06,29.16,63.42,10.88,13.71
183.07,29.96,62.04,11.86,13
184.02,12.96,28.62,4.33,6.46
184.06,71.97,145.03,31.61,29.49
184.07,9.17,22.28,2.9,5.15
184.08,24.71,61.48,7.27,14.57
184.09,32.6,78.49,10.49,18.37
184.1,56.92,126.86,21.37,27.37
184.11,14.85,38.78,3.76,9.44
184.12,33.99,85.54,10.67,19.08
184.13,19.12,50.59,5.06,12.08
184.14,37.84,96.95,10.91,23.29
184.15,19.98,55.31,5.28,13.62
184.16,23.87,59.28,7.35,14.13
185.05,48.99,109.11,18.23,23.98
185.07,12.53,33.73,3.83,7.77
185.08,36.84,93.28,10.26,22.31
185.09,25.94,63.94,7.96,14.94
185.1,62.43,134.41,24.77,28.63
185.11,13.71,35.33,3.85,8.12
185.12,24.45,57.23,8.26,12.86
185.15,10.6,29.62,2.69,7.19
185.16,47.99,111.58,15.65,24.99
185.17,17.2,43.47,5.29,10.15
185.18,26.09,63.48,8.05,15.16
185.19,10.37,32.29,1.97,8.36
185.2,48.75,117.3,15.65,26.43
185.21,23.19,51.24,8.18,11.15
186.01,34.45,75.01,12.84,16.45
186.02,16.91,41.1,5.1,9.41
186.05,16.42,39.51,5.22,9.09
186.06,31.48,76.35,9.34,18.3
186.07,32.3,77.04,10.71,17.59
186.08,32.23,75.96,10.71,17.09
187.03,59.59,123.04,25.77,25.1
187.04,53.34,106.79,23.09,21.81
187.06,6.61,16.87,1.92,4.19
187.11,20.36,52.49,5.82,12.75
187.12,22.44,54.31,7.54,11.86
187.13,52.82,115.94,19.53,24.98
187.14,43.11,85.62,17.59,17.9
187.15,9.23,23.12,2.85,5.36
188.01,12.62,35.36,2.93,8.81
188.04,10.4,27.22,2.9,6.61
188.05,19.42,61.14,3.93,15.91
188.07,26.53,69.65,7.51,16.69
188.08,47.39,113.09,15.92,25.31
189.03,93.81,192.31,36.61,41.1
189.05,7.17,16.76,2.34,3.81
189.06,25.67,62.91,6.97,14.8
189.08,24.57,66,7.08,15.82
189.09,13.32,36.85,2.94,9.59
189.1,153.12,285.57,74.5,55.04
190.03,8.19,17.65,3.1,3.97
190.04,9.3,24.83,2.34,6.13
190.05,59.98,156.1,16.63,36.71
191.03,49.37,104.61,19,22.84
191.04,14.08,32.91,4.64,7.5
191.05,16.36,44.72,4.2,11.15
192,21.46,50.91,6.77,12.16
200,16.74,45.62,4.44,11.17
201,104.24,227.07,40.33,49.68
202,18.57,40.7,6.82,8.7
203,12.01,32.14,3.26,7.99
204.01,35.48,83.06,11.17,19.17
204.02,96.35,185.58,43,37.62
205.02,4.38,11.15,1.23,2.74
207,156.75,322.8,61.7,68.94
208,54.43,107.47,23.32,21.88
209,19.57,39.75,8.02,8.2
210,5.21,12.6,1.68,2.99
220,70.51,173.64,21.65,40.36
221.01,46.53,111.01,15.42,24.47
221.03,96.97,183.33,45.97,35.1
221.04,5.25,12.2,1.82,2.7
222.01,12.76,32.78,3.74,7.79
222.02,11.89,32.48,3.34,7.97
223.01,8.49,24.43,1.94,6.46
223.02,83.14,165.67,33.96,34.68
224.02,11.36,26.91,3.94,5.89
225.01,13.75,32.88,4.26,7.54
225.02,16.95,41.57,5.46,9.6
226.02,9.09,25.36,2.54,6.02
226.04,21.14,54.27,6.21,12.54
228.02,64.63,127.78,27.84,26.8
228.04,28.41,55.16,12.82,11.15
229,10.11,21.14,4.08,4.51
230.01,24.23,54.82,8.28,12.38
230.02,44.87,94.52,18.36,19.78
231,6.84,15.87,2.3,3.8
232,50.54,110.69,19.67,23.03
233,121.09,211.97,64.5,37.8
234,11.16,24.42,4.26,5.24
235.02,21.9,48.06,8.16,10.53
235.03,27.09,63.12,9.62,13.84
236,66.92,131.46,28.41,26.87
237,9.07,21.35,2.89,4.94
238.01,66.76,132.1,28.54,26.93
238.02,2.08,5.99,0.54,1.45
239.02,56.25,127.54,19.93,27.84
240.01,15.31,34.85,5.41,7.9
240.02,35.45,73.05,14.83,15.28
241,7.6,18.42,2.44,4.23
242,10.38,24.97,3.38,5.82
243.01,9.4,25.12,2.69,5.98
243.02,30.13,68.29,10.12,15.77
250.02,16.23,39.17,4.81,9.41
251.01,47.96,139.58,11.41,34.35
260.04,37.94,102.7,9.98,24.82
260.05,77.46,160.47,29.81,34.41
260.06,32.24,69.2,12.61,14.61
260.07,15.97,41.98,4.09,10.25
260.08,26.51,70.11,7.34,16.8
281.01,44.95,95.73,17.66,21.14
281.02,17.38,39.68,5.87,9
282.01,28.97,72.62,9.27,16.47
282.02,66.86,133.6,27.57,28.45
283,13.58,30.56,4.97,6.68
284.01,18.88,42.2,6.64,9.37
284.02,11.66,29.73,3.22,7.11
285.01,68.75,151.34,26.6,32.6
285.02,56.48,103.18,26.97,20.43
286.02,3.38,7.3,1.23,1.64
287.01,64.44,135.45,25.27,28.83
287.06,7.68,19.19,2.39,4.41
287.09,32.43,81.14,10.41,18.94
287.11,53.67,106.78,23.14,21.55
290.02,12.76,28.22,4.68,6.09
290.04,11.07,27.54,3.5,6.35
290.05,9.83,33.67,1.38,9.03
291.01,32.63,72.16,11.68,16.03
291.02,48.9,100.97,20.09,21.4
292.01,15.24,35.67,5.13,8.13
292.03,32.95,83.3,10.4,19.59
292.04,51.84,114.89,17.11,25.75
400.04,14.82,36.19,4.31,8.53
400.05,23.91,59.14,7.28,13.95
400.06,77.68,173.77,27.54,38.53
401.01,77.22,151.68,33.77,30.96
401.02,18.78,37.84,7.73,7.99
402.02,37.27,78.79,14.6,16.59
402.03,51.46,102.44,22.16,20.66
403.01,16.06,33.95,6.13,7.22
403.04,39.54,86.5,14.11,19.3
403.05,24.05,61.77,6.9,14.34
404.01,37.63,81.48,14.11,17.6
404.02,29.76,61.63,11.82,12.98
410.02,8.42,20.16,2.63,4.62
410.04,34.33,97.39,9.37,23.09
410.05,17.41,46.43,5.07,11.11
410.06,198.48,397.27,89.21,79.63
501.01,12.72,26.94,4.99,5.98
501.02,17.93,41.55,6.22,9.48
501.03,19.36,51.8,5.13,12.58
502.01,108.09,226.6,43.93,49.59
502.02,20.75,46.86,7.39,10.51
502.03,53.56,116.49,20.51,25.62
502.06,83.42,162.03,38.87,31.9
502.07,3.95,9.44,1.14,2.31
503.01,280.09,537.45,124.28,108.54
503.03,35.57,67.72,16.91,13.13
503.07,16.21,35.56,6.06,7.77
503.09,15.55,36.07,5.03,8.18
504.03,100.62,198.04,43.35,40.68
504.05,11.29,24.36,4.22,5.34
504.08,9.83,27.26,2.61,6.53
504.09,20.71,47.82,7.1,10.61
504.1,18.23,47.12,4.5,11.3
505.01,7.18,18.35,2.17,4.37
506.01,95.73,211.75,36.42,46.61
506.02,2.79,9.88,0.45,2.48
