"CT","mx_mean","mx_lb","mx_ub","mx_se"
400.06,2.21,1.05,4.33,0.88
401.01,1.84,0.66,4.08,0.9
401.02,2.84,0.86,7.37,1.78
402.02,1.83,0.68,3.78,0.87
402.03,2.66,1.05,5.69,1.24
403.01,1.78,0.53,4.5,1.15
403.04,2.8,1.17,5.84,1.19
403.05,2.11,0.94,4.18,0.82
404.01,3.72,1.61,7.3,1.45
404.02,3.81,1.55,7.72,1.64
410.02,2.74,1.33,5.03,0.96
410.04,2.39,0.91,5.08,1.06
410.05,2.07,0.65,5.15,1.19
410.06,2.05,0.79,4.54,0.95
501.01,2.76,1.22,5.71,1.2
501.02,1.8,0.86,3.49,0.68
501.03,2.42,1.01,5.02,1.07
502.01,2.06,0.73,4.62,1.04
502.02,2.17,0.73,4.92,1.11
502.03,2.57,1.24,4.83,0.91
502.06,1.43,0.51,3.18,0.72
502.07,2.67,0.92,6.21,1.36
503.01,2.55,0.98,5.38,1.14
503.03,1.88,0.66,4.41,1
503.07,2.21,0.87,4.66,1.02
503.09,2.2,0.96,4.31,0.89
504.03,1.49,0.66,2.94,0.63
504.05,2.46,0.92,5.54,1.22
504.08,2.29,1.12,4.5,0.87
504.09,4.58,1.98,9.96,2.01
504.1,2.23,0.85,4.84,1.04
505.01,2.28,0.98,4.74,0.96
506.01,2.03,0.96,3.96,0.81
506.02,1.76,0.62,3.88,0.93
