"CT","mx_mean","mx_lb","mx_ub","mx_se"
1.01,2.24,1.07,4,0.8
1.02,2.17,0.95,4.42,0.9
2.01,1.93,0.76,4.18,0.88
2.04,2.39,1.18,4.33,0.83
3.01,2.02,0.83,4.21,0.92
3.02,3.12,1.18,6.62,1.49
4.01,2.69,1.24,5.28,1.06
5,2.13,0.96,4.31,0.91
6.01,1.78,0.72,3.91,0.82
6.02,3.46,1.51,6.65,1.37
7.01,1.66,0.68,3.3,0.71
7.02,2.34,0.92,5.07,1.04
8.01,2.36,0.72,5.84,1.33
8.02,1.97,0.81,4.18,0.9
9,1.45,0.61,2.92,0.59
10.02,2.15,0.92,4.39,0.89
11,2,0.86,4.21,0.82
13.01,2,0.84,3.95,0.81
13.03,2,0.82,3.95,0.82
13.04,2.34,0.91,5.16,1.13
14.02,2.27,0.93,4.93,1.05
15.01,2.11,0.86,4.62,0.93
15.02,2.18,0.94,4.41,0.93
16.01,2.47,1.06,5.11,1.03
16.05,3.17,1.46,5.91,1.23
17.01,2.27,1.02,4.31,0.9
17.02,2.97,1.35,5.77,1.12
18.02,2.29,1.06,4.43,0.85
19,2.52,1.08,4.99,1.02
20,1.99,1.08,3.49,0.63
21,1.63,0.68,3.39,0.71
23,1.84,0.76,4.08,0.85
24,1.54,0.61,3.2,0.7
25,1.68,0.67,3.48,0.75
26,1.4,0.55,3.04,0.63
27.01,1.42,0.58,2.99,0.63
27.02,1.42,0.58,2.84,0.6
28,2.31,0.83,4.82,1.06
29,2.55,1.15,4.88,0.98
30,2.13,0.92,4.18,0.87
31.01,2.82,1.17,5.7,1.2
31.02,2.94,1.24,5.87,1.25
32,2.75,1.32,5.33,1.06
33.01,3.1,1.24,6.54,1.34
33.02,2,0.91,4.12,0.87
34.02,2.76,1.32,5.26,1
35.01,2.43,0.96,5.09,1.04
35.02,2.96,1.46,5.67,1.07
36.01,2.77,1.22,5.42,1.1
36.02,2.37,0.88,5.28,1.21
37.01,4.46,1.89,8.98,1.88
37.02,3.29,1.42,6.5,1.38
38,4,1.67,7.95,1.65
39.01,3.75,1.62,7.58,1.55
39.02,3.21,1.42,6.29,1.26
40.01,2.61,0.92,6.27,1.34
40.02,2.53,1.03,5.29,1.11
41.01,1.97,0.82,4.18,0.89
41.02,1.72,0.72,3.41,0.7
42,1.53,0.63,3.24,0.71
43.02,1.25,0.48,2.86,0.64
44,1.47,0.52,3.67,0.84
45.01,1.73,0.57,4.25,0.92
45.02,1.53,0.62,3.32,0.74
46,1.68,0.59,3.53,0.77
47.01,1.78,0.65,4.19,0.91
48,1.75,0.7,3.66,0.76
49.01,3.14,1.44,6.01,1.2
49.02,2.06,0.72,4.39,1.01
50.02,3.79,1.76,6.96,1.39
50.03,4.14,1.85,8.35,1.77
50.04,5.3,1.96,11.25,2.53
51.01,2.87,1.21,5.78,1.18
51.02,3.13,1.43,6.04,1.23
52.01,2.48,1.18,4.9,0.95
52.02,3.46,1.55,6.74,1.33
53.01,5.24,2.37,10.05,2.02
53.02,2.08,0.76,4.85,1.06
54.01,6.28,3.52,10.9,1.85
54.02,3.11,1.41,6.18,1.23
55.01,6.34,2.74,13.25,2.65
55.02,4.63,1.71,9.9,2.15
56.02,3.62,1.43,8.05,1.74
57.02,4.8,2.2,9.04,1.85
59.06,14.47,7.38,25.22,4.7
59.07,3.07,1.32,6.05,1.29
59.09,5.04,1.75,10.82,2.39
59.1,6.51,2.79,13.5,2.84
59.11,3.98,1.99,7.85,1.49
60.02,3.7,1.41,7.96,1.73
61,4.92,1.72,10.8,2.57
62,3.15,1.15,6.61,1.46
64,6.12,2.89,11.32,2.13
65,4.81,2.45,8.56,1.61
67.01,7.81,3.21,16.49,3.61
68,3.56,1.44,7.46,1.62
69.02,1.74,0.77,3.4,0.7
100.01,5.1,2.02,11.11,2.32
100.02,2.61,0.87,5.99,1.36
101.03,2.12,0.65,5.17,1.22
101.04,2.08,0.7,4.88,1.09
101.06,2.1,0.8,4.57,1.05
103,2.15,0.77,4.82,1.05
104,2.5,0.99,5.06,1.09
110.02,2.62,0.55,8.04,2.03
110.03,1.88,0.48,4.99,1.32
110.04,1.99,0.52,5.53,1.24
111.02,1.66,0.55,3.86,0.87
111.05,3.27,1.26,7.29,1.56
111.07,2.18,0.91,4.43,0.91
112,3.48,1.27,7.54,1.61
113,2.74,1.15,5.46,1.14
114.01,1.9,0.53,4.86,1.17
114.02,1.7,0.56,4.14,0.97
115,2.47,1.06,5.08,1.02
116,2.37,0.96,4.74,1
117,1.39,0.57,2.97,0.6
118,1.71,0.78,3.4,0.69
120,1.87,0.69,4.32,0.92
121,1.31,0.45,2.84,0.64
122,1.86,0.72,4.3,0.9
130.03,2.46,0.96,5.15,1.12
131,1.86,0.95,3.32,0.61
132,1.21,0.39,3.02,0.7
133.01,1.28,0.34,3.3,0.97
133.02,1.12,0.42,2.55,0.57
134,1.75,0.75,3.61,0.77
135,1.85,0.73,3.88,0.83
140.02,1.48,0.68,3.01,0.59
140.03,1.63,0.78,3.11,0.62
140.04,2.22,0.73,4.92,1.2
141.01,1.69,0.68,3.5,0.77
142.01,1.57,0.61,3.59,0.77
142.02,1.33,0.49,3.09,0.67
142.03,2.56,1.04,5.32,1.13
143.01,1.81,0.69,4.18,0.94
143.02,1.63,0.74,3.42,0.64
143.03,1.38,0.51,3.02,0.64
144.04,1.72,0.56,4.15,0.95
144.06,1.28,0.52,2.63,0.57
145.01,1.49,0.66,2.84,0.59
145.02,1.59,0.52,3.63,0.88
146,1.4,0.56,2.91,0.63
147.01,1.39,0.5,3.05,0.67
147.09,2.34,0.97,4.59,0.95
148,2.02,0.93,4.05,0.81
149.02,1.75,0.52,4.27,0.97
149.05,1.64,0.63,3.53,0.76
149.08,1.2,0.48,2.45,0.53
149.09,1.89,0.73,4.05,0.89
150,1.92,0.82,4.02,0.84
151.03,2.23,0.89,4.6,1
151.05,1.59,0.63,3.3,0.7
151.07,1.64,0.79,3.11,0.61
151.08,1.34,0.54,2.92,0.61
160.01,1.87,0.53,4.83,1.21
160.02,1.56,0.62,3.06,0.71
160.03,2.23,0.82,4.85,1.06
160.04,1.98,0.7,4.47,0.99
161.02,1.6,0.58,3.69,0.8
161.03,2.2,0.88,4.78,1.01
161.05,1.87,0.63,4.63,1.05
161.06,2.03,0.82,4.16,0.96
161.08,2.36,0.61,6.41,1.63
161.09,1.76,0.9,3.14,0.56
162.01,1.93,0.88,3.9,0.8
162.02,1.78,0.72,3.96,0.8
162.03,1.79,0.74,3.68,0.79
162.04,1.79,0.7,3.82,0.84
163.01,1.83,0.64,4.21,0.92
163.04,1.81,0.76,3.75,0.78
163.05,1.75,0.71,3.81,0.83
163.06,1.57,0.62,3.29,0.7
163.07,1.77,0.69,3.79,0.8
163.08,2.36,0.95,5.15,1.13
170.03,1.89,0.81,3.94,0.8
170.04,2.06,0.92,4.17,0.84
170.05,2.19,0.92,4.58,0.97
170.07,1.88,0.85,3.67,0.74
180.01,2.1,0.8,4.68,1.03
180.04,1.9,0.88,3.83,0.74
181.03,1.49,0.56,3.44,0.69
181.05,1.55,0.75,2.95,0.56
181.07,1.96,0.62,5.14,1.09
181.08,2.12,0.66,5.04,1.17
181.09,1.56,0.66,3.14,0.65
181.11,1.71,0.69,3.67,0.79
181.12,2.1,0.78,4.75,1.07
181.13,1.55,0.72,3.01,0.59
181.14,1.75,0.66,3.95,0.93
181.16,2.92,1.14,6.25,1.34
182.01,1.84,0.88,3.4,0.63
182.04,2.52,1.15,4.85,0.94
182.05,2.79,1.08,6.06,1.29
183.01,2.08,0.99,3.95,0.79
183.03,2.15,0.85,4.4,0.97
183.05,2.87,1.29,5.65,1.14
183.06,1.69,0.77,3.24,0.63
183.07,1.76,0.77,3.49,0.69
184.02,1.51,0.58,3.28,0.69
184.06,2.6,1.23,5.02,0.98
184.07,2.21,0.96,4.52,0.91
184.08,2.68,1.18,5.2,1.04
184.09,1.82,0.71,3.83,0.84
184.1,2.64,1.02,5.65,1.25
184.11,3.16,1.3,6.74,1.39
184.12,3.5,1.31,7.41,1.56
184.13,1.82,0.69,3.97,0.84
184.14,2.17,0.81,4.8,0.99
184.15,2.05,0.7,4.53,1.01
184.16,2.41,0.96,5.44,1.1
185.05,2.67,1.09,5.78,1.25
185.07,2.19,0.96,4.46,0.89
185.08,1.97,0.86,4.04,0.84
185.09,2.3,0.78,5.15,1.18
185.1,2.15,0.99,4.14,0.87
185.11,2.36,1,4.73,0.99
185.12,1.91,0.81,3.94,0.84
185.15,2,0.82,3.87,0.82
185.16,2.28,1.02,4.74,0.94
185.17,2.45,0.98,4.94,1.04
185.18,1.66,0.58,3.84,0.87
185.19,1.72,0.7,3.56,0.75
185.2,1.91,0.77,4.09,0.87
185.21,2,0.77,4.06,0.86
186.01,2.37,0.93,5.12,1.11
186.02,1.87,0.82,3.83,0.8
186.05,2.31,0.93,4.71,1.04
186.06,2.73,1.1,5.64,1.15
186.07,2.75,1.16,5.64,1.16
186.08,2.41,1.03,4.86,1.02
187.03,2.69,1.11,5.43,1.13
187.04,2.66,1.16,5.37,1.14
187.06,3.58,1.6,7.22,1.48
187.11,2.81,1.33,5.24,1.02
187.12,2.5,1.16,4.95,1.03
187.13,2.92,1.19,5.99,1.26
187.14,2.85,1.22,5.88,1.26
187.15,2.67,1.15,5.45,1.11
188.01,2.64,0.95,6.1,1.33
188.04,3.4,1.53,6.77,1.37
188.05,3.04,1.17,6.79,1.46
188.07,1.79,0.72,3.84,0.83
188.08,2.75,1.28,5.1,1.02
189.03,1.84,0.74,4.03,0.87
189.05,2.05,0.69,4.82,1.16
189.06,1.69,0.58,3.74,0.87
189.08,1.92,0.57,4.58,1.2
189.09,2.45,0.94,5.26,1.08
189.1,3.2,1.44,6.26,1.23
190.03,3.91,1.61,7.84,1.67
190.04,2.76,1.18,5.72,1.18
190.05,3.01,1.12,6.73,1.53
191.03,2.65,1.09,5.58,1.14
191.04,2.71,1.42,4.87,0.9
191.05,3.19,1.38,6.54,1.34
192,5.41,1.96,12.84,2.8
200,2.98,1.27,5.97,1.33
201,3.13,1.24,6.55,1.4
202,2.91,1.14,6.11,1.3
203,4.79,1.9,10.14,2.13
204.01,2.74,1.36,5.03,0.93
204.02,2.21,0.84,4.79,1.03
205.02,2.75,1.03,6.17,1.32
207,2.93,1.34,5.49,1.1
208,2.8,1.11,6.16,1.3
209,3.34,1.19,8.54,1.88
210,2.52,1.13,5.13,1.05
220,3.41,1.55,6.32,1.29
221.01,3.6,1.15,8.93,2
221.03,3.37,1.37,7.36,1.47
221.04,3.47,1.69,6.54,1.33
222.01,3.54,1.69,6.51,1.26
222.02,2.26,0.92,4.88,1.01
223.01,2.25,0.87,5.1,1.1
223.02,2.32,0.82,5.04,1.15
224.02,1.91,0.97,3.61,0.67
225.01,2.2,0.92,4.55,0.98
225.02,2.5,0.89,5.89,1.31
226.02,2.48,1.04,5.2,1.07
226.04,2.45,1.07,4.91,0.99
228.02,3.61,1.64,7.09,1.46
228.04,3.03,1.18,6.34,1.45
229,2.46,1.01,5.19,1.06
230.01,2.72,1.1,5.61,1.27
230.02,2.54,0.97,5.61,1.2
231,2.2,0.82,4.81,1.11
232,1.92,0.92,3.6,0.7
233,2.97,1.59,5.21,0.95
234,2.33,0.97,4.79,0.98
235.02,1.95,0.8,3.87,0.78
235.03,2.2,1.1,4.14,0.81
236,2.93,1.27,5.88,1.26
237,3.11,1.44,6.07,1.19
238.01,2.62,1.21,5.38,1.08
238.02,1.59,0.74,3.17,0.64
239.02,2.33,0.81,5.22,1.22
240.01,1.67,0.69,3.44,0.72
240.02,1.8,0.74,3.77,0.8
241,1.88,0.74,4.08,0.89
242,1.76,0.78,3.43,0.7
243.01,2.32,0.88,5.06,1.14
243.02,2.61,1.11,5.23,1.09
250.02,2.31,0.9,5.11,1.04
251.01,1.53,0.57,3.54,0.79
260.04,2.39,0.92,5.07,1.1
260.05,1.52,0.6,3.22,0.73
260.06,1.59,0.69,3.23,0.65
260.07,1.63,0.84,3.04,0.56
260.08,2.41,0.81,5.71,1.36
281.01,1.91,0.49,5.42,1.36
281.02,2.08,0.66,4.91,1.11
282.01,1.09,0.37,2.56,0.6
282.02,1.58,0.53,3.68,0.83
283,1.54,0.59,3.16,0.69
284.01,2.25,0.73,5.65,1.29
284.02,2.87,1.2,6.09,1.31
285.01,1.81,0.63,4.04,0.94
285.02,1.67,0.65,3.66,0.78
286.02,1.85,0.86,3.67,0.74
287.01,1.88,0.78,4.02,0.84
287.06,1.97,0.77,4.33,0.92
287.09,1.9,0.79,3.9,0.81
287.11,2,0.94,3.81,0.76
290.02,1.47,0.81,2.48,0.45
290.04,2.24,0.8,4.78,1.08
290.05,2.3,0.98,4.55,0.93
291.01,2.11,0.61,5.66,1.31
291.02,1.63,0.66,3.64,0.75
292.01,2.82,1.38,5.34,1.02
292.03,1.3,0.57,2.49,0.52
292.04,2.62,0.75,6.51,1.54
400.04,2.49,1,5.25,1.16
400.05,2.97,1.2,6.46,1.49
