"CT","mx_mean","mx_ub","mx_lb","mx_se"
104,153.23,243.2,92.45,39
110.02,106.35,196.99,48.7,38.41
110.03,152.76,272.58,76.45,50.3
110.04,121.79,213.91,62.99,38.85
111.02,117.6,193.57,66.62,32.85
111.05,195.12,321.34,111.41,53.49
111.07,189.16,310.3,108.71,52.78
112,172.52,281.88,97.91,48.37
113,179.8,260.23,119.57,36.56
114.01,140.54,252.61,69.44,46.9
114.02,251.32,415.82,142.52,69.92
115,172.54,263.21,109.33,38.9
116,133.72,214.55,76.32,35.93
117,165.84,255.03,100.24,40.82
118,98.78,148.03,62.62,22
120,131.07,217.22,73.14,37.56
121,107.83,183.15,60.13,31.62
122,135.12,231.14,74.19,40.03
130.03,131.77,187.86,88.9,25.41
131,138.27,185.4,101.6,21.9
132,135.88,224.52,76.17,37.98
133.01,163.15,279.67,88.48,49.62
133.02,102.67,167.39,56.99,28.6
134,162.26,240.92,103.41,35.72
135,113.43,183.31,65.5,31.05
140.02,106.37,169.73,61.94,27.86
140.03,141.55,225.15,82,37.1
140.04,141.2,243.98,72.71,44.98
141.01,208.9,308.88,134.31,44.8
142.01,161.29,264.15,91.15,44.85
142.02,129.56,212.04,71.61,36.01
142.03,131.64,203.69,78.61,32.36
143.01,134.73,219.24,77.21,37.24
143.02,163.86,237.53,109.83,32.55
143.03,133.72,215.87,79.18,35.76
144.04,225.39,344.34,141.56,52.22
144.06,131.46,200.03,79.99,31.34
145.01,129.98,204.81,77.98,32.73
145.02,97.03,171.25,49.1,31.28
146,173.31,273.37,106.72,43.32
147.01,106.8,170.36,62.65,27.89
147.09,174.64,263.05,110.97,38.88
148,178.94,254.22,121.76,34.32
149.02,127.43,221.12,68.1,39.17
149.05,138.22,235.28,76.07,41.01
149.08,117.43,186.92,69.79,30.74
149.09,131.03,221.96,70.01,39.55
150,135.91,235.93,71.53,42.32
151.03,144.26,240.08,79.62,42.03
151.05,180.29,279.77,110.09,44.1
151.07,123.09,185.12,78.2,27.84
151.08,137.13,227.89,77.36,38.5
160.01,199.71,331.45,111.04,56.91
160.02,162.34,250.86,101.51,38.04
160.03,173.53,254.46,114.03,35.89
160.04,119.49,192.48,68.9,31.57
161.02,136.97,216.31,82.24,34.7
161.03,196.47,301.75,123.28,44.81
161.05,177.77,281.1,104.35,45.99
161.06,225.67,351.37,135.1,55.43
161.08,87.33,156.33,42.94,29.93
161.09,132.54,204.73,81.18,31.79
162.01,185.39,293.78,113.18,46.67
162.02,198.37,329.29,113.65,55.01
162.03,127.51,207.39,73.62,34.26
162.04,152.52,249.94,86.6,42.23
163.01,196.49,333.99,106.07,58.57
163.04,173.91,276.87,101.74,45.49
163.05,199.26,316.14,119.93,50.86
163.06,150.8,253.14,84.35,43.75
163.07,144.86,237.19,82.66,39.72
163.08,192.74,319.28,107.31,54.64
170.03,149.42,217.93,97.3,31.32
170.04,139.29,194.96,96.26,25.8
170.05,156.64,236.8,100.54,35.33
170.07,201.13,276.13,140.35,34.73
180.01,194.7,331.08,103.19,57.59
180.04,127.66,201.35,76.7,32.45
181.03,204.65,316.39,125.49,49.77
181.05,164.4,236.01,113.24,30.81
181.07,170.97,280.66,96.51,48.01
181.08,152.56,255.77,84.5,43.9
181.09,194.2,287.59,127.11,41.8
181.11,181.87,282.15,110.3,44.06
181.12,142.39,241.67,76.51,43.04
181.13,109.34,167.03,69.51,24.75
181.14,155.84,259.1,86.36,44.94
181.16,102.32,159.1,60.96,25.01
182.01,146.7,237.36,85.16,38.77
182.04,180.93,285.19,107.58,46.92
182.05,149.03,247.7,83.51,42.15
183.01,159.58,262.32,90.45,44.35
183.03,184.33,266.96,119.25,38.33
183.05,137.05,223.98,78.56,37.67
183.06,132.3,201.71,82.46,30.91
183.07,143.49,236.54,80.74,40.31
184.02,140.83,218.09,86.65,33.25
184.06,146.61,247.18,80.3,42.15
184.07,153.38,240.7,91.69,38.15
184.08,152.43,250.23,86.21,42.46
184.09,138.32,238.78,74.04,41.92
184.1,148.85,247.2,81.44,43.82
184.11,143.99,244.43,77.95,43.33
184.12,154.1,270.28,82.59,47.82
184.13,195.15,327.3,108.76,56.33
184.14,174.22,304.03,93.59,56.1
184.15,204.87,341.62,111.85,59.78
184.16,155.39,259.62,85.54,44.21
185.05,161.12,268.9,91.63,45.46
185.07,131.28,212.09,72.82,36.05
185.08,142.91,255.1,72.59,47.22
185.09,160.78,259.97,93.17,42.92
185.1,162.16,273.33,88.36,47.95
185.11,144.95,237.08,83.17,40.03
185.12,146.55,236.45,84.97,39.09
185.15,173.94,282.98,100.76,47.46
185.16,170.96,280.92,94.79,47.9
185.17,128.1,218.2,70.24,38.4
185.18,139.72,236.87,74.9,41.94
185.19,169.37,298.19,92.58,51.61
185.2,146.14,253.24,77.54,44.8
185.21,139.92,222.39,81.87,36.11
186.01,193.78,313.44,111.19,51.69
186.02,163.99,252.74,102.42,38.98
186.05,134.67,214.31,79.83,34.75
186.06,163.15,268.25,92.15,45.56
186.07,180.03,295.13,101.04,49.45
186.08,197.32,331.48,111.48,56.59
187.03,161.37,255.97,94.76,41.62
187.04,211.34,308.51,138.03,44.14
187.06,113.44,181.63,65.88,29.71
187.11,136.4,235.97,71.27,42.72
187.12,138.42,227.58,78.84,38.57
187.13,108.09,180.39,61.12,30.53
187.14,172.14,297.74,90.6,53.45
187.15,143.86,228.53,84.3,37.3
188.01,128.86,215.76,69.12,38.09
188.04,115.38,185.96,64.51,31.53
188.05,146.11,252.96,77.06,45.84
188.07,155.05,280.77,80.66,51.62
188.08,148.43,271.79,71.32,52.5
189.03,207.24,336.65,118.36,55.96
189.05,140,214.43,86.9,32.64
189.06,142.22,231.99,80.8,39.15
189.08,176.98,284,101.47,47.42
189.09,116.46,201.39,61.3,35.98
189.1,127.47,213.64,69.94,36.76
190.03,181.83,259.33,124.12,34.17
190.04,146.92,239.51,83.38,39.97
190.05,229.19,389.56,118.78,70.31
191.03,116.2,186.4,68.52,30.07
191.04,245.63,368.91,156.8,54.1
191.05,140.93,226.77,81.81,37.31
192,191.08,303.89,112.71,48.6
200,152.41,255.56,84.29,44.35
201,152.47,250.93,86.24,42.83
202,117.81,183.4,72.27,29.15
203,149.42,231.35,89.18,37.84
204.01,119.49,196.32,67.8,32.31
204.02,139.62,214.55,87.08,32.89
205.02,140.43,207.86,90.54,30.68
207,186.22,315.31,103.41,54.67
208,179.18,262.68,117.13,37.65
209,214.64,299.34,146.8,39.19
210,115.33,166.79,76.67,23.26
220,205.97,344.34,112.82,59.46
221.01,178.52,292.32,101.51,49.88
221.03,126.28,203.62,73.5,33.98
221.04,167.8,237.95,115.43,31.67
222.01,139.28,223.86,82.52,35.93
222.02,164.08,276.66,89.61,48.08
223.01,144.93,236.1,84.35,39.21
223.02,141.62,229.93,81.54,37.6
224.02,253.23,355.03,171.19,47.09
225.01,113.86,183.58,65.19,30.57
225.02,167.29,267.73,97.59,43.64
226.02,148.51,242.41,85.97,40.38
226.04,113.64,191.58,65.71,31.35
228.02,212.37,342.63,120.23,57.62
228.04,154.66,220.78,105.17,29.92
229,219.72,299.29,156.44,36.86
230.01,145.46,237.58,83.91,39.04
230.02,191.69,286.21,123.55,41.6
231,116.92,173.96,76.44,24.98
232,161.28,262.14,93.29,43.31
233,178.62,263.1,113.68,38.2
234,151.07,234.08,92.25,36.89
235.02,110.77,171.61,68.84,26.4
235.03,151.36,244.15,86.82,40.61
236,147.78,240.87,84.04,40.15
237,165.25,252.58,101.29,39.43
238.01,150.38,243.35,85.09,42.16
238.02,169.03,246.21,111.75,34.52
239.02,94.29,165.28,50.15,29.96
240.01,152.16,228.57,93.95,35.15
240.02,152.2,239.06,93.07,37.13
241,175.31,261.03,113.56,38.28
242,158.17,242.22,96.47,38.32
243.01,142.44,233.82,84.08,38.11
243.02,167.94,280.04,95.49,47.61
250.02,128.42,206.93,75.23,34.36
251.01,145.06,251.22,73.86,46.19
260.04,159.53,285.38,80.23,51.97
260.05,198.97,338.51,104.96,61.16
260.06,143.12,240.16,77.68,41.98
260.07,158.51,263.64,89.67,45.27
260.08,116.34,205.16,61.35,36.71
281.01,133.94,239.78,69.04,44.68
281.02,188.81,309.35,107.03,51.15
282.01,152.75,241.17,91.56,39.26
282.02,194.88,301.34,120.39,47.5
283,132.2,196.42,86.31,28.61
284.01,132.16,209.91,79.57,33.45
284.02,157.64,251.88,92.93,41.3
285.01,165.23,270.29,95.77,44.94
285.02,174.46,258.27,113.7,36.53
286.02,154.63,224.23,102.68,31.29
287.01,148.69,248.64,81.86,42.82
287.06,152.81,236.87,93.99,36.55
287.09,130.68,236.61,65.92,43.77
287.11,168.18,272,97.28,46.19
290.02,154.01,229.5,99.72,32.77
290.04,168.97,269.55,99.47,44.13
290.05,179.09,325.24,89.75,60.28
291.01,95.51,164.73,52.28,28.65
291.02,143.51,239.16,78.65,41.13
292.01,176.05,279.97,102.77,46.24
292.03,143.6,248.44,75.86,44.51
292.04,227.14,390.58,121.17,71.03
400.04,139.51,230.54,77.08,39.48
400.05,199.28,329.28,112.96,54.9
400.06,173.68,312.13,87.22,58.99
401.01,172.46,277.06,103.14,44.06
401.02,191.29,281.23,126.5,39.93
402.02,170.47,266.61,99.47,43.13
402.03,284.93,435.4,177.08,67.02
403.01,183.73,267.53,121.16,37.65
403.04,178.16,292.75,102.4,49.26
403.05,172.3,292.22,92.24,51.65
404.01,183.15,308.09,99.35,54.04
404.02,163.71,251.09,101.81,38.25
410.02,164.06,253.41,100.02,39.88
410.04,181.94,309.42,99.14,53.93
410.05,189.61,316.16,104.78,55.18
410.06,239.61,400.58,128.37,71.91
501.01,199.81,288.53,132.99,40.6
501.02,145.68,234.65,83.21,39.75
501.03,145.34,249.32,77.8,43.96
502.01,117.06,198.87,62.45,34.74
502.02,149.01,238.71,89.38,38.54
502.03,176.33,282.86,101.38,47.63
502.06,214.82,334.88,130.33,53.29
502.07,116.73,177.42,72.93,27.16
503.01,177.45,300.23,95.71,52.92
503.03,132.26,194.24,85.9,28.19
503.07,231.5,340.37,154.24,47.11
503.09,160.02,246.88,99.17,39.04
504.03,145.71,242.78,80.65,41.55
504.05,123.29,190.89,73.49,30.11
504.08,131.94,220.53,73.39,38.94
504.09,139.18,222.36,78.26,37.32
504.1,117.99,199.29,63.99,35.16
505.01,133.49,210.07,79.8,33.73
506.01,121.22,208.75,63.32,38.47
506.02,102.05,162.77,61.19,26.53
