"CT","mx_mean","mx_ub","mx_lb","mx_se"
163.08,28.62,49.35,15.13,8.93
170.03,22.47,35.25,13.52,5.62
170.04,25.3,38.81,15.55,6.01
170.05,20.39,34.19,11.67,5.79
170.07,23.55,36.73,14.51,5.81
180.01,20.04,33.9,10.91,5.94
180.04,20.09,31.15,12.33,4.84
181.03,20.74,33.82,11.61,5.71
181.05,24.29,35.95,15.7,5.19
181.07,30.62,53.45,16.11,9.69
181.08,22.41,39.91,11.11,7.44
181.09,22.52,36.29,13.54,5.83
181.11,18.21,31.79,9.74,5.59
181.12,25.77,45.26,13.22,8.28
181.13,20.2,30.61,12.75,4.58
181.14,17.73,30.46,9.41,5.38
181.16,9.13,15.79,4.71,2.87
182.01,22.58,34.71,13.89,5.38
182.04,25.35,39.03,15.34,6.1
182.05,25.04,39.54,14.87,6.34
183.01,21.17,35.45,11.5,6.23
183.03,29.67,46.7,17.46,7.55
183.05,17.17,27.35,10.15,4.43
183.06,19.98,31.95,11.88,5.24
183.07,24.33,39.75,13.84,6.74
184.02,28.42,43.3,17.61,6.73
184.06,21.97,36.51,12.25,6.26
184.07,21,33.52,12.38,5.5
184.08,22.45,37.63,12.21,6.62
184.09,20.26,34.66,10.6,6.26
184.1,27.62,46.87,15.25,8.26
184.11,26.96,45.08,14.84,7.75
184.12,19.11,33.53,9.89,6.04
184.13,19.57,34.4,10.37,6.29
184.14,23.42,42.07,12.29,7.77
184.15,27.75,46.86,15.2,8.37
184.16,24.85,40.92,13.67,7.12
185.05,23.65,38.4,13.43,6.45
185.07,23.81,38.45,13.94,6.33
185.08,19.22,35.04,9.29,6.75
185.09,23.09,37.15,13.43,6.17
185.1,21.24,35.3,11.54,6.19
185.11,18.55,31.23,10.51,5.39
185.12,22.36,36.52,12.67,6.19
185.15,21.43,35.38,11.92,6.1
185.16,18.14,30.53,9.81,5.38
185.17,23.46,40.26,12.54,7.23
185.18,21.94,37.59,12.07,6.59
185.19,19.82,34.23,10.64,6.21
185.2,18.98,32.28,10.39,5.6
185.21,18.72,29.93,10.75,4.93
186.01,26.77,43.85,15.28,7.37
186.02,26.89,44.62,15.3,7.49
186.05,25.98,41.35,15.23,6.77
186.06,24.03,39.37,13.59,6.72
186.07,19.98,32.4,11.14,5.54
186.08,20.75,33.38,11.97,5.69
187.03,24.21,38.24,14.38,6.2
187.04,28.44,43,17.71,6.51
187.06,22.85,35.72,14.03,5.61
187.11,39.64,63.99,21.82,10.99
187.12,27.59,43.91,15.83,7.36
187.13,28.63,45.72,16.8,7.5
187.14,34.79,58.46,18.75,10.01
187.15,26.67,42.53,15.71,6.91
188.01,21.66,36.24,11.91,6.44
188.04,18.62,29.67,11.08,4.81
188.05,25.95,44.69,13.64,8.07
188.07,28.37,49.13,15.19,8.75
188.08,18.89,36.09,8.84,7.13
189.03,23.61,39.88,12.74,7.04
189.05,21.99,34.04,13.48,5.27
189.06,28.72,49.6,15.22,8.83
189.08,21.81,35.73,12.16,6.09
189.09,17.86,30.43,9.25,5.57
189.1,19.33,32.28,10.73,5.65
190.03,29.82,42.91,20.05,5.88
190.04,27.37,44.32,15.68,7.55
190.05,25.82,49.44,11.91,9.87
191.03,22.15,36.99,12.25,6.36
191.04,33.27,52.83,19.28,8.69
191.05,27.89,46.95,15.09,8.34
192,23.78,36.79,14.43,5.75
200,16.66,28.99,8.42,5.37
201,20.25,35.67,10.21,6.56
202,20.71,32.28,12.38,5.18
203,19.83,33.98,10.78,6.05
204.01,22.68,40.92,11.31,7.55
204.02,24.06,38.47,14.15,6.38
205.02,24.04,37.71,14.54,6.02
207,27.35,49.98,13.44,9.46
208,29.88,46.84,17.88,7.49
209,35.19,53.54,22.1,8.01
210,31.54,46.27,20.3,6.67
220,20.91,34.26,11.55,5.89
221.01,25.93,46.15,12.93,8.46
221.03,15.36,26.71,8.01,4.92
221.04,26.1,38.14,16.96,5.46
222.01,21.28,34.57,12.01,5.86
222.02,21.79,36.97,11.82,6.55
223.01,21.54,34.55,12.56,5.74
223.02,26.66,43.15,15.09,7.27
224.02,26.2,41.23,15.27,6.7
225.01,19.5,32.53,10.6,5.67
225.02,18.37,29.96,10.45,5.05
226.02,22.86,38.14,12.58,6.6
226.04,19.48,33.57,10.08,6.05
228.02,24.1,42.26,12.6,7.73
228.04,22.49,34.12,14.25,5.15
229,20.23,30.14,13.09,4.42
230.01,27.15,43.29,15.74,6.94
230.02,22.42,35.73,13.13,5.85
231,24.31,37.22,15.14,5.75
232,27.83,45.51,15.89,7.6
233,23.57,37.28,14.01,5.91
234,23.68,38.2,13.85,6.22
235.02,23.9,37.38,14.65,5.81
235.03,33.18,55.06,17.88,9.63
236,26.31,42.87,15.13,7.27
237,19.89,31.71,11.45,5.3
238.01,19.93,34.97,10.58,6.23
238.02,15.94,24.56,9.91,3.79
239.02,12.32,23.08,5.94,4.47
240.01,16.87,26.84,9.71,4.39
240.02,19.61,32.7,11.17,5.6
241,17.55,29.55,9.82,5.06
242,22.95,37.07,13.31,6.18
243.01,20.07,33.34,11.03,5.76
243.02,21.89,35.43,12.41,5.96
250.02,20.58,31.08,12.82,4.73
251.01,27.04,48.32,13.92,9.07
260.04,26.16,49.44,12.37,9.73
260.05,29.95,52.5,15.78,9.61
260.06,32.66,53.25,18.66,9.05
260.07,44.28,71.69,24.81,12.18
260.08,20.54,34.96,10.86,6.22
281.01,19.95,36.05,9.57,6.91
281.02,31.4,51.44,17.92,8.5
282.01,24.99,43.09,13.17,7.72
282.02,19.93,33.62,10.42,6.09
283,28.37,44.27,17.32,6.93
284.01,18.96,30.6,10.84,5.16
284.02,23.92,39.83,13.25,6.91
285.01,24.87,42.17,13.8,7.34
285.02,21.2,32.96,13.35,5
286.02,15.51,21.96,10.52,2.94
287.01,26.43,44.53,14.54,7.66
287.06,21.26,33.75,12.38,5.51
287.09,22.6,41.61,10.62,7.88
287.11,17.56,29.54,9.4,5.22
290.02,29.51,45.48,18.44,6.88
290.04,32.05,47.79,20.69,6.97
290.05,29.37,52.87,14.33,10.03
291.01,13.04,22.52,7.14,3.98
291.02,28.37,47.67,16,8.13
292.01,24.61,37.55,15.28,5.75
292.03,26.66,44.17,14.64,7.77
292.04,53,90.44,28.32,16.17
400.04,17.52,29.18,9.51,5.12
400.05,21.41,35.28,12.19,5.99
400.06,24.3,44.97,11.32,8.54
401.01,44.09,72.14,25.54,11.77
401.02,28.09,41.68,17.68,6.23
402.02,22.75,37.1,12.98,6.23
402.03,41.79,66.78,24.29,10.98
403.01,24.41,36.26,15.52,5.31
403.04,32.39,53.96,18.41,9.23
403.05,25.23,44.91,12.78,8.29
404.01,36.32,60.18,20.98,9.99
404.02,23.42,37.54,13.81,6.12
410.02,27.84,42.86,17.24,6.63
410.04,24.38,41.17,13.18,7.33
410.05,23.14,39.56,12.49,7.13
410.06,27.05,48.02,13.95,8.83
501.01,26.98,40.31,17.31,6
501.02,26.19,43.3,14.47,7.4
501.03,33.37,57.1,17.54,10.31
502.01,39.29,68.79,21.56,12.03
502.02,28.58,46.67,16.31,7.95
502.03,29.56,49.29,16.48,8.49
502.06,27.37,43.8,16.43,7.16
502.07,23.48,36.15,14.31,5.63
503.01,28.7,50.12,14.63,9.31
503.03,31.51,48.03,20.22,7.19
503.07,27.91,43.81,16.39,7.17
503.09,22.72,37.25,13.13,6.33
504.03,23.88,39.46,13.89,6.55
504.05,24.08,36.68,14.84,5.6
504.08,19.38,33.5,10.31,6.02
504.09,20.48,32.82,11.89,5.31
504.1,19,34.28,9.43,6.53
505.01,14.11,23.2,8.16,3.81
506.01,23.37,44.17,11.26,8.56
506.02,31.15,52.58,17.25,9.01
