"CT","mx_mean","mx_ub","mx_lb","mx_se"
1.01,21.25,31.83,13.57,4.68
1.02,21.02,33.64,12.5,5.48
2.01,22.53,37.48,13.12,6.31
2.04,21.62,32.93,13.65,4.94
3.01,16.88,29.09,9.15,5.15
3.02,21.63,36.92,11.68,6.62
4.01,18.24,27.96,11.11,4.32
5,18.85,30.79,10.59,5.19
6.01,14.23,24.09,7.69,4.2
6.02,21.23,34.89,12.2,5.9
7.01,25.16,41.8,14.47,6.99
7.02,25.02,41.9,13.76,7.28
8.01,26.6,48.17,12.82,9.33
8.02,21.07,34.39,11.96,5.76
9,19.64,30.96,11.6,4.89
10.02,16.86,27.18,9.86,4.45
11,19.02,30.41,11.02,5.09
13.01,20.25,32.18,11.94,5.17
13.03,21.7,35.37,12.2,6.05
13.04,18.03,31.53,9.52,5.61
14.02,18.26,29.73,10.45,5.01
15.01,21.88,35.76,12.34,6.13
15.02,13.86,21.95,8.33,3.54
16.01,18.23,29.51,10.35,4.97
16.05,18.35,30.18,10.44,5.11
17.01,16.42,25.72,9.63,4.21
17.02,16.14,26,9.11,4.45
18.02,17.41,27.15,10.74,4.2
19,21.35,34.81,12.17,5.79
20,16.82,24.76,10.9,3.53
21,21.18,35.29,12.11,5.87
23,27.93,43.4,16.63,6.97
24,22.68,37.27,12.94,6.28
25,23.6,37.15,13.87,5.94
26,20.12,31.7,11.73,5.17
27.01,18.8,29.95,10.89,5.06
27.02,14.91,23.4,8.78,3.83
28,24.15,40.55,13.59,6.95
29,22.28,35.24,13.35,5.66
30,27.65,44.25,16.57,7.15
31.01,29.09,47.4,16.52,7.91
31.02,23.37,38.72,13.29,6.6
32,25.23,40.06,15.28,6.4
33.01,20.34,33.71,11.46,5.72
33.02,15.16,24.69,8.65,4.13
34.02,18.81,30.48,10.86,5.02
35.01,18.76,31.84,10.11,5.52
35.02,18.91,30.05,11.22,4.83
36.01,17.49,29.13,9.78,4.96
36.02,16.99,30.04,8.65,5.52
37.01,20.57,34.74,11.02,6.09
37.02,19.8,33.39,10.89,5.81
38,23.56,37.42,13.53,6.18
39.01,26.02,42.85,14.2,7.45
39.02,46.8,71.12,28.68,11.01
40.01,24.29,41.54,12.83,7.54
40.02,24.65,39.77,13.8,6.74
41.01,34.59,53.8,21.23,8.37
41.02,24.38,38.38,14.75,6.16
42,19.73,32.59,11.19,5.59
43.02,19.26,32.69,10.15,5.96
44,19.48,32.76,11.01,5.77
45.01,21.99,37.09,11.67,6.67
45.02,21.64,35.49,12.05,6.04
46,27.98,46.31,15.91,7.76
47.01,23.35,37.87,13.41,6.38
48,28.45,44.54,17.1,7.1
49.01,28.85,45.55,17.54,7.2
49.02,27.36,44.32,15.31,7.53
50.02,18.6,29.74,10.72,4.92
50.03,24.42,39.07,14.05,6.46
50.04,18.09,32.11,9.19,6.08
51.01,18.82,31.5,10.42,5.62
51.02,19.92,32.63,11.3,5.41
52.01,15.09,24.16,8.66,4.01
52.02,16.58,27.22,9.59,4.48
53.01,38.49,60.43,23.03,9.76
53.02,19.56,34.46,9.45,6.46
54.01,22.06,32.93,14.1,4.79
54.02,21.81,34.88,12.63,5.83
55.01,30.67,52.44,16.75,9.31
55.02,30.92,53.6,16.15,9.69
56.02,18.45,32.28,9.71,5.78
57.02,16.52,27.07,9.26,4.53
59.06,18.43,33.37,9.21,6.18
59.07,21.61,34.81,12.74,5.64
59.09,24.8,44.39,12.19,8.4
59.1,23.53,40.35,12.15,7.29
59.11,22.49,35.44,13.41,5.68
60.02,24.95,41.93,13.15,7.5
61,19.85,37.07,9.57,7.05
62,18.11,31.46,9.68,5.5
64,22.81,35.45,13.94,5.53
65,25.49,38.6,15.9,5.97
67.01,29.03,49.71,15.28,8.84
68,28.9,48.73,16.14,8.52
69.02,12.94,20.23,7.75,3.21
100.01,30.7,49.17,18.01,8.08
100.02,23.61,38.04,13.47,6.36
101.03,18,30.43,9.71,5.36
101.04,23.65,40.02,13.29,6.89
101.06,23.07,36.19,13.95,5.85
103,27.58,43.08,16.81,6.7
104,23.81,38.08,14.14,6.13
110.02,22.85,43.38,10.47,8.55
110.03,31.4,56.36,15.63,10.5
110.04,19.31,35.24,9.83,6.78
111.02,20.93,33.77,12.3,5.51
111.05,24.18,39.85,13.92,6.73
111.07,25.88,42.55,14.75,7.14
112,27.69,47.17,14.89,8.36
113,26.85,42.35,16.36,6.66
114.01,38.17,67.81,19.68,12.51
114.02,31.84,53.31,17.13,9.31
115,28.14,44,17.07,7.01
116,29.62,47.37,17.13,7.83
117,22.19,35.04,13,5.6
118,19.3,30.29,11.79,4.8
120,27.16,45.89,14.97,7.93
121,24.49,41.53,13.36,7.25
122,22.35,37.32,12.84,6.29
130.03,26.02,40.76,15.58,6.58
131,24.5,35.65,16.25,4.97
132,25.74,44.13,13.55,7.9
133.01,26.73,46.68,13.41,8.74
133.02,24.33,41.18,13.81,6.92
134,26.94,41.81,16.42,6.61
135,19.58,31.84,11.03,5.4
140.02,23.5,36.25,14.49,5.51
140.03,27.08,42.47,16.55,6.7
140.04,17.42,30.96,8.65,5.7
141.01,17.71,28.16,10.14,4.69
142.01,21.58,35.49,11.92,6.04
142.02,16.56,29.09,8.58,5.35
142.03,25.02,41.2,14.65,6.81
143.01,16.3,26.65,9.11,4.55
143.02,20.82,32.05,12.78,4.94
143.03,20.8,33.22,11.63,5.56
144.04,20.09,33.98,10.77,5.97
144.06,20.34,31.77,12.2,5.13
145.01,16.19,25.54,9.8,4.03
145.02,17.83,31.16,9.41,5.76
146,21.04,34.64,11.88,5.91
147.01,19.28,30.33,11.24,4.84
147.09,18.31,28.89,10.85,4.67
148,27.35,41.11,17.46,6.14
149.02,18.97,33.19,9.61,6.14
149.05,20.11,34.73,10.79,6.18
149.08,19.67,31.11,11.85,4.93
149.09,20.04,34.04,10.79,6.11
150,20.03,34.04,10.95,5.99
151.03,20.51,34.46,11.35,5.91
151.05,20.17,32.92,11.93,5.37
151.07,21.5,32.29,13.86,4.76
151.08,24.78,40.39,14.06,6.77
160.01,29.56,50.74,15.05,9.3
160.02,28.72,44.35,17.31,7
160.03,29.82,48.79,17.26,8.09
160.04,27.13,43.93,15.38,7.48
161.02,27.51,43.95,15.89,7.4
161.03,36.82,57.9,22.2,9.36
161.05,24.44,41.98,13.15,7.38
161.06,28.13,45.55,16.24,7.6
161.08,18.66,37.25,8.34,7.61
161.09,18.7,28.15,11.94,4.19
162.01,23.75,38.78,14.04,6.41
162.02,23.1,38.28,13.14,6.47
162.03,21.59,34.54,12.59,5.76
162.04,27.49,45.38,15.88,7.52
163.01,22.6,38.93,12.03,6.9
163.04,24.13,39.54,13.64,6.71
163.05,23.56,38.38,13.05,6.47
163.06,18.51,31.15,10.05,5.52
163.07,32.95,53.78,18.75,9.12
