CT,year,sex,ex_mean,ex_lb,ex_ub
187.12,2006,1,81.44,79.00,84.08
187.12,2006,2,84.50,81.97,87.42
187.12,2006,3,83.02,81.27,84.95
187.13,2006,1,80.80,78.35,83.49
187.13,2006,2,84.41,82.05,87.37
187.13,2006,3,82.64,80.89,84.66
187.14,2006,1,75.19,73.23,77.31
187.14,2006,2,78.85,76.91,80.77
187.14,2006,3,77.07,75.68,78.50
187.15,2006,1,79.43,77.36,81.43
187.15,2006,2,83.89,81.87,86.05
187.15,2006,3,81.77,80.30,83.31
188.01,2006,1,82.83,80.22,85.79
188.01,2006,2,87.32,84.51,90.96
188.01,2006,3,84.95,83.06,87.21
188.04,2006,1,81.13,78.96,83.51
188.04,2006,2,85.79,83.31,88.58
188.04,2006,3,83.37,81.71,85.23
188.05,2006,1,78.91,76.35,81.95
188.05,2006,2,83.80,81.19,86.70
188.05,2006,3,81.29,79.44,83.38
188.07,2006,1,83.56,80.94,87.12
188.07,2006,2,84.71,82.19,87.85
188.07,2006,3,84.10,82.17,86.29
188.08,2006,1,84.36,81.51,87.57
188.08,2006,2,87.89,84.74,91.90
188.08,2006,3,85.96,83.70,88.50
189.03,2006,1,78.08,75.82,80.56
189.03,2006,2,82.14,79.80,84.51
189.03,2006,3,80.15,78.45,81.91
189.05,2006,1,78.96,76.96,81.10
189.05,2006,2,85.39,83.20,87.98
189.05,2006,3,82.28,80.63,84.04
189.06,2006,1,78.33,75.81,81.02
189.06,2006,2,85.41,82.60,88.94
189.06,2006,3,81.83,79.89,84.26
189.08,2006,1,75.36,73.04,77.83
189.08,2006,2,81.23,78.76,83.87
189.08,2006,3,78.33,76.60,80.18
189.09,2006,1,81.59,79.12,84.44
189.09,2006,2,85.21,82.72,88.06
189.09,2006,3,83.34,81.48,85.34
189.1,2006,1,82.78,80.11,85.75
189.1,2006,2,84.42,82.23,87.17
189.1,2006,3,83.63,81.68,85.63
190.03,2006,1,74.80,73.14,76.64
190.03,2006,2,79.79,78.01,81.54
190.03,2006,3,77.34,76.21,78.59
190.04,2006,1,78.02,75.82,80.36
190.04,2006,2,82.82,80.61,85.12
190.04,2006,3,80.30,78.70,81.93
190.05,2006,1,75.43,72.51,78.52
190.05,2006,2,80.60,77.77,83.82
190.05,2006,3,77.79,75.72,80.07
191.03,2006,1,80.65,77.75,83.81
191.03,2006,2,86.48,83.15,89.83
191.03,2006,3,83.55,81.55,85.99
191.04,2006,1,72.25,70.22,74.27
191.04,2006,2,76.42,74.24,78.58
191.04,2006,3,74.22,72.71,75.79
191.05,2006,1,74.26,71.58,77.08
191.05,2006,2,82.54,79.74,85.77
191.05,2006,3,78.37,76.32,80.74
192,2006,1,75.77,73.70,78.18
192,2006,2,81.07,78.72,83.55
192,2006,3,78.05,76.50,79.79
200,2006,1,78.62,76.34,81.31
200,2006,2,84.90,82.57,87.59
200,2006,3,81.74,79.96,83.76
201,2006,1,78.09,75.41,81.18
201,2006,2,84.22,81.42,87.53
201,2006,3,81.21,79.16,83.58
202,2006,1,78.81,76.71,81.13
202,2006,2,87.76,85.23,90.94
202,2006,3,83.06,81.38,84.97
203,2006,1,79.68,77.63,81.98
203,2006,2,84.06,81.84,86.64
203,2006,3,81.88,80.26,83.64
204.01,2006,1,79.00,76.65,81.86
204.01,2006,2,84.02,81.17,87.26
204.01,2006,3,81.56,79.67,83.68
204.02,2006,1,75.58,73.39,77.96
204.02,2006,2,82.81,80.32,85.76
204.02,2006,3,79.21,77.47,81.02
205.02,2006,1,77.98,76.04,79.99
205.02,2006,2,86.37,83.99,89.04
205.02,2006,3,82.42,80.79,84.06
207,2006,1,74.86,72.54,77.54
207,2006,2,79.16,76.84,81.70
207,2006,3,76.90,75.28,78.82
208,2006,1,78.39,76.38,80.46
208,2006,2,82.10,80.18,84.30
208,2006,3,80.40,78.92,81.89
209,2006,1,75.40,73.71,77.11
209,2006,2,78.59,77.04,80.15
209,2006,3,77.09,75.96,78.28
210,2006,1,74.45,72.49,76.46
210,2006,2,81.24,79.20,83.45
210,2006,3,77.85,76.45,79.42
220,2006,1,75.85,73.02,78.84
220,2006,2,79.22,76.65,81.97
220,2006,3,77.32,75.26,79.56
221.01,2006,1,80.29,77.79,82.91
221.01,2006,2,84.09,81.80,86.79
221.01,2006,3,82.21,80.46,84.09
221.03,2006,1,83.65,81.20,86.49
221.03,2006,2,86.50,83.67,89.71
221.03,2006,3,85.10,83.11,87.10
221.04,2006,1,80.14,78.57,81.79
221.04,2006,2,82.45,81.09,83.98
221.04,2006,3,81.36,80.26,82.51
222.01,2006,1,81.83,79.73,84.09
222.01,2006,2,85.07,83.00,87.34
222.01,2006,3,83.53,82.11,85.11
222.02,2006,1,81.40,78.98,84.25
222.02,2006,2,86.59,84.35,89.62
222.02,2006,3,84.10,82.37,86.07
223.01,2006,1,80.89,78.62,83.32
223.01,2006,2,85.01,82.60,88.11
223.01,2006,3,82.96,81.26,84.95
223.02,2006,1,79.00,76.85,81.25
223.02,2006,2,84.27,81.75,87.14
223.02,2006,3,81.62,79.79,83.43
224.02,2006,1,75.19,73.31,77.19
224.02,2006,2,81.06,79.34,82.91
224.02,2006,3,78.19,76.82,79.58
225.01,2006,1,83.29,81.05,85.87
225.01,2006,2,86.19,83.89,88.81
225.01,2006,3,84.79,83.12,86.47
225.02,2006,1,77.68,75.49,80.00
225.02,2006,2,84.86,82.61,87.24
225.02,2006,3,81.41,79.72,83.13
226.02,2006,1,83.83,81.52,86.45
226.02,2006,2,85.21,83.03,87.81
226.02,2006,3,84.41,82.76,86.37
226.04,2006,1,81.64,78.94,84.77
226.04,2006,2,86.97,84.10,90.52
226.04,2006,3,84.51,82.55,86.88
228.02,2006,1,83.16,80.87,85.85
228.02,2006,2,85.11,83.06,87.63
228.02,2006,3,84.11,82.55,85.86
228.04,2006,1,80.74,78.84,82.70
228.04,2006,2,84.99,83.17,86.89
228.04,2006,3,83.06,81.64,84.42
229,2006,1,77.21,75.63,78.89
229,2006,2,81.18,79.67,82.75
229,2006,3,79.26,78.10,80.38
230.01,2006,1,82.45,80.44,84.93
230.01,2006,2,83.84,82.00,85.94
230.01,2006,3,83.13,81.67,84.71
230.02,2006,1,79.80,77.95,81.83
230.02,2006,2,82.67,80.93,84.79
230.02,2006,3,81.36,80.05,82.84
231,2006,1,80.04,77.89,82.20
231,2006,2,85.79,83.62,88.37
231,2006,3,83.01,81.42,84.75
232,2006,1,81.50,79.31,84.15
232,2006,2,83.98,81.84,86.46
232,2006,3,82.69,80.97,84.39
233,2006,1,79.72,77.80,81.68
233,2006,2,83.18,81.32,85.10
233,2006,3,81.49,80.15,82.85
234,2006,1,75.28,73.96,76.65
234,2006,2,83.36,81.51,85.44
234,2006,3,78.03,76.98,79.08
235.02,2006,1,81.39,79.35,83.44
235.02,2006,2,87.34,84.96,90.27
235.02,2006,3,84.69,82.94,86.49
235.03,2006,1,77.07,74.88,79.34
235.03,2006,2,84.30,81.67,87.08
235.03,2006,3,80.72,78.95,82.49
236,2006,1,83.23,81.02,85.89
236,2006,2,86.31,84.04,89.15
236,2006,3,84.68,82.96,86.47
237,2006,1,82.38,80.38,84.64
237,2006,2,86.81,84.78,89.15
237,2006,3,84.58,83.04,86.20
238.01,2006,1,86.32,83.68,89.55
238.01,2006,2,86.38,84.06,89.48
238.01,2006,3,86.39,84.61,88.54
238.02,2006,1,82.40,80.64,84.27
238.02,2006,2,85.22,83.65,86.92
238.02,2006,3,83.81,82.52,85.11
239.02,2006,1,84.17,81.97,86.84
239.02,2006,2,88.50,86.30,91.34
239.02,2006,3,86.30,84.67,88.25
240.01,2006,1,81.24,79.18,83.29
240.01,2006,2,88.33,86.21,90.90
240.01,2006,3,84.91,83.28,86.58
240.02,2006,1,80.68,78.59,83.00
240.02,2006,2,86.47,84.13,89.14
240.02,2006,3,83.56,82.02,85.27
241,2006,1,80.26,78.22,82.38
241,2006,2,86.46,84.39,88.79
241,2006,3,83.60,82.12,85.24
242,2006,1,81.18,79.27,83.32
242,2006,2,86.40,84.22,89.04
242,2006,3,83.86,82.38,85.59
243.01,2006,1,83.58,81.66,85.98
243.01,2006,2,86.56,84.39,89.23
243.01,2006,3,85.22,83.64,87.04
243.02,2006,1,83.65,81.27,86.42
243.02,2006,2,84.17,82.06,86.73
243.02,2006,3,83.88,82.24,85.67
250.02,2006,1,84.15,81.81,86.87
250.02,2006,2,86.37,83.90,89.08
250.02,2006,3,85.17,83.20,87.46
251.01,2006,1,80.11,77.18,83.67
251.01,2006,2,85.14,81.91,89.16
251.01,2006,3,82.87,80.39,85.96
260.04,2006,1,81.84,79.44,84.83
260.04,2006,2,82.69,80.40,85.34
260.04,2006,3,82.26,80.61,84.20
260.05,2006,1,80.61,78.37,83.15
260.05,2006,2,83.34,81.18,85.94
260.05,2006,3,82.04,80.45,83.85
260.06,2006,1,83.50,81.60,85.74
260.06,2006,2,86.95,84.59,89.71
260.06,2006,3,85.27,83.70,86.94
260.07,2006,1,75.95,74.01,78.08
260.07,2006,2,80.01,78.28,81.91
260.07,2006,3,78.12,76.83,79.70
260.08,2006,1,83.48,81.12,86.60
260.08,2006,2,87.70,84.97,91.27
260.08,2006,3,85.46,83.57,87.73
281.01,2006,1,82.73,80.62,85.46
281.01,2006,2,86.67,84.08,89.65
281.01,2006,3,84.69,82.99,86.63
281.02,2006,1,80.76,78.65,83.15
281.02,2006,2,84.44,82.32,86.97
281.02,2006,3,82.64,81.02,84.33
282.01,2006,1,77.96,75.75,80.27
282.01,2006,2,81.83,79.68,84.02
282.01,2006,3,80.03,78.41,81.58
282.02,2006,1,79.87,77.89,82.17
282.02,2006,2,81.50,79.59,83.60
282.02,2006,3,80.76,79.37,82.28
283,2006,1,78.42,76.62,80.30
283,2006,2,81.40,79.55,83.24
283,2006,3,80.10,78.74,81.47
284.01,2006,1,81.47,79.33,83.89
284.01,2006,2,86.84,84.28,89.60
284.01,2006,3,84.14,82.49,85.80
284.02,2006,1,81.87,79.78,84.45
284.02,2006,2,85.26,82.96,87.71
284.02,2006,3,83.65,81.96,85.44
285.01,2006,1,76.25,74.12,78.80
285.01,2006,2,82.31,79.90,84.99
285.01,2006,3,79.09,77.40,80.90
285.02,2006,1,80.72,79.19,82.42
285.02,2006,2,83.35,81.94,84.96
285.02,2006,3,81.99,80.93,83.11
286.02,2006,1,82.70,81.21,84.48
286.02,2006,2,86.01,84.25,87.89
286.02,2006,3,84.34,83.17,85.61
287.01,2006,1,80.59,78.59,82.85
287.01,2006,2,85.81,83.40,88.76
287.01,2006,3,83.48,81.86,85.38
287.06,2006,1,80.70,78.96,82.58
287.06,2006,2,83.89,82.21,85.76
287.06,2006,3,82.54,81.29,83.83
287.09,2006,1,81.86,79.38,84.69
287.09,2006,2,87.32,84.53,90.59
287.09,2006,3,85.21,83.15,87.38
287.11,2006,1,83.16,81.15,85.51
287.11,2006,2,85.95,83.84,88.42
287.11,2006,3,84.62,83.15,86.34
290.02,2006,1,75.36,73.60,77.20
290.02,2006,2,79.78,77.96,81.78
290.02,2006,3,77.83,76.51,79.25
290.04,2006,1,82.07,80.06,84.38
290.04,2006,2,84.74,82.91,86.81
290.04,2006,3,83.39,82.00,84.98
290.05,2006,1,79.99,77.79,82.88
290.05,2006,2,84.15,81.65,87.33
290.05,2006,3,82.13,80.37,84.26
291.01,2006,1,85.17,83.02,87.79
291.01,2006,2,89.00,86.61,91.94
291.01,2006,3,87.17,85.48,89.13
291.02,2006,1,79.30,77.15,81.45
291.02,2006,2,84.09,81.94,86.52
291.02,2006,3,81.71,80.20,83.37
292.01,2006,1,81.59,79.38,83.97
292.01,2006,2,83.37,81.42,85.48
292.01,2006,3,82.42,80.91,84.09
292.03,2006,1,81.47,79.29,84.02
292.03,2006,2,85.52,82.99,88.84
292.03,2006,3,83.71,81.97,85.70
292.04,2006,1,81.27,78.83,84.20
292.04,2006,2,81.78,79.64,84.41
292.04,2006,3,81.49,79.87,83.23
400.04,2006,1,82.68,80.54,85.22
400.04,2006,2,87.10,84.77,89.87
400.04,2006,3,84.74,83.21,86.46
400.05,2006,1,82.00,79.69,84.56
400.05,2006,2,84.30,81.89,87.18
400.05,2006,3,83.21,81.42,85.35
400.06,2006,1,77.94,75.54,80.38
400.06,2006,2,83.35,80.74,86.20
400.06,2006,3,80.68,78.94,82.70
401.01,2006,1,73.12,70.85,75.42
401.01,2006,2,78.70,76.47,81.08
401.01,2006,3,76.16,74.49,77.82
401.02,2006,1,74.79,72.87,76.71
401.02,2006,2,80.70,78.91,82.56
401.02,2006,3,77.89,76.52,79.27
402.02,2006,1,77.73,75.71,79.81
402.02,2006,2,82.41,80.33,84.79
402.02,2006,3,80.15,78.72,81.72
402.03,2006,1,75.43,73.33,77.43
402.03,2006,2,78.46,76.39,80.56
402.03,2006,3,77.11,75.59,78.58
403.01,2006,1,77.80,76.26,79.60
403.01,2006,2,80.98,79.42,82.67
403.01,2006,3,79.32,78.18,80.51
403.04,2006,1,78.96,76.98,81.24
403.04,2006,2,82.66,80.61,85.33
403.04,2006,3,80.78,79.22,82.48
403.05,2006,1,78.01,75.92,80.30
403.05,2006,2,83.98,81.78,86.59
403.05,2006,3,81.08,79.55,82.76
404.01,2006,1,79.86,77.74,82.19
404.01,2006,2,83.77,81.48,86.59
404.01,2006,3,81.76,80.15,83.51
404.02,2006,1,80.36,78.34,82.76
404.02,2006,2,84.53,82.45,86.82
404.02,2006,3,82.52,81.01,84.20
410.02,2006,1,80.22,78.20,82.64
410.02,2006,2,85.24,82.75,88.03
410.02,2006,3,82.79,81.22,84.63
410.04,2006,1,77.99,75.48,80.72
410.04,2006,2,82.89,80.18,86.22
410.04,2006,3,80.64,78.54,83.14
410.05,2006,1,80.71,78.27,83.49
410.05,2006,2,85.44,83.09,88.38
410.05,2006,3,83.12,81.27,85.16
410.06,2006,1,78.06,76.19,80.29
410.06,2006,2,81.59,79.58,83.75
410.06,2006,3,79.88,78.37,81.41
501.01,2006,1,77.46,75.77,79.18
501.01,2006,2,79.96,78.38,81.42
501.01,2006,3,78.73,77.58,79.91
501.02,2006,1,82.24,80.16,84.88
501.02,2006,2,85.14,82.75,87.94
501.02,2006,3,83.56,81.97,85.22
501.03,2006,1,78.27,76.11,80.76
501.03,2006,2,82.59,80.20,85.26
501.03,2006,3,80.25,78.67,82.09
502.01,2006,1,77.65,75.40,80.07
502.01,2006,2,83.67,80.92,86.63
502.01,2006,3,80.54,78.68,82.39
502.02,2006,1,78.26,76.08,80.64
502.02,2006,2,84.34,82.04,86.86
502.02,2006,3,81.20,79.56,82.93
502.03,2006,1,79.17,77.17,81.23
502.03,2006,2,80.67,78.42,83.06
502.03,2006,3,79.89,78.43,81.51
502.06,2006,1,79.19,77.26,81.41
502.06,2006,2,82.04,80.07,84.02
502.06,2006,3,80.53,79.19,82.09
502.07,2006,1,80.62,78.73,82.66
502.07,2006,2,84.50,82.77,86.63
502.07,2006,3,82.58,81.27,83.96
503.01,2006,1,78.84,76.30,81.74
503.01,2006,2,81.78,79.43,84.45
503.01,2006,3,80.22,78.33,82.22
503.03,2006,1,79.27,77.35,81.27
503.03,2006,2,84.40,82.19,86.84
503.03,2006,3,81.93,80.45,83.50
503.07,2006,1,72.83,70.88,74.92
503.07,2006,2,79.03,76.99,81.09
503.07,2006,3,76.13,74.57,77.78
503.09,2006,1,77.06,74.74,79.13
503.09,2006,2,81.89,79.75,84.04
503.09,2006,3,79.82,78.30,81.29
504.03,2006,1,79.78,77.79,82.16
504.03,2006,2,85.20,82.82,87.97
504.03,2006,3,82.46,80.80,84.28
504.05,2006,1,78.98,77.27,80.72
504.05,2006,2,85.06,83.31,87.34
504.05,2006,3,82.13,80.75,83.63
504.08,2006,1,81.87,79.78,84.37
504.08,2006,2,88.56,85.97,91.50
504.08,2006,3,85.25,83.57,87.16
504.09,2006,1,84.14,82.06,86.75
504.09,2006,2,86.19,84.25,88.51
504.09,2006,3,85.25,83.77,86.96
504.1,2006,1,78.40,76.16,80.70
504.1,2006,2,83.67,81.19,86.62
504.1,2006,3,81.09,79.44,82.97
505.01,2006,1,83.62,81.79,85.69
505.01,2006,2,85.09,83.42,87.03
505.01,2006,3,84.28,83.00,85.71
506.01,2006,1,78.08,75.77,80.71
506.01,2006,2,86.39,83.58,90.06
506.01,2006,3,82.23,80.33,84.44
506.02,2006,1,76.67,74.77,78.63
506.02,2006,2,81.46,79.38,83.64
506.02,2006,3,79.03,77.60,80.42
1.01,2011,1,82.99,81.29,84.87
1.01,2011,2,86.48,84.64,88.48
1.01,2011,3,84.97,83.53,86.36
1.02,2011,1,81.69,79.70,83.88
1.02,2011,2,85.44,83.32,87.82
1.02,2011,3,84.05,82.33,85.90
2.01,2011,1,84.28,82.07,86.81
2.01,2011,2,88.11,85.70,91.04
2.01,2011,3,86.24,84.49,88.19
2.04,2011,1,82.88,81.15,84.68
2.04,2011,2,84.99,83.39,86.61
2.04,2011,3,83.96,82.80,85.16
3.01,2011,1,81.93,79.39,84.85
3.01,2011,2,88.53,85.35,92.06
3.01,2011,3,85.06,83.11,87.40
3.02,2011,1,83.32,80.84,85.97
3.02,2011,2,84.36,82.50,86.41
3.02,2011,3,83.55,81.95,85.19
4.01,2011,1,82.24,80.32,84.25
4.01,2011,2,85.36,83.76,87.03
4.01,2011,3,83.81,82.51,85.10
5,2011,1,80.96,78.52,83.54
5,2011,2,87.79,84.95,91.39
5,2011,3,84.47,82.45,86.70
6.01,2011,1,86.48,83.93,89.37
6.01,2011,2,91.72,88.70,95.00
6.01,2011,3,89.07,87.06,91.21
6.02,2011,1,80.08,78.19,82.15
6.02,2011,2,80.43,78.55,82.29
6.02,2011,3,80.17,78.84,81.52
7.01,2011,1,85.09,83.12,87.58
7.01,2011,2,89.78,87.24,92.74
7.01,2011,3,87.67,86.05,89.57
7.02,2011,1,84.57,82.55,86.97
7.02,2011,2,87.86,85.76,90.50
7.02,2011,3,86.26,84.76,87.97
8.01,2011,1,80.48,77.50,83.99
8.01,2011,2,83.68,80.75,87.15
8.01,2011,3,82.11,79.94,84.65
8.02,2011,1,85.43,83.08,87.95
8.02,2011,2,88.16,85.83,90.67
8.02,2011,3,86.83,85.22,88.61
9,2011,1,86.31,84.23,88.65
9,2011,2,90.97,88.57,93.83
9,2011,3,88.95,87.19,90.81
10.02,2011,1,84.56,82.50,86.81
10.02,2011,2,86.01,84.11,88.35
10.02,2011,3,85.34,83.91,86.92
11,2011,1,85.46,83.10,88.24
11,2011,2,89.74,87.14,92.68
11,2011,3,87.70,85.91,89.73
13.01,2011,1,83.72,81.18,86.34
13.01,2011,2,88.50,86.22,91.16
13.01,2011,3,86.24,84.52,88.24
13.03,2011,1,84.68,82.27,87.57
13.03,2011,2,88.18,85.56,91.18
13.03,2011,3,86.51,84.51,88.55
13.04,2011,1,84.93,82.34,87.96
13.04,2011,2,88.79,86.13,92.03
13.04,2011,3,86.91,85.13,88.97
14.02,2011,1,85.61,83.13,88.52
14.02,2011,2,90.25,87.69,93.49
14.02,2011,3,88.11,86.34,90.16
15.01,2011,1,85.94,83.63,88.53
15.01,2011,2,88.92,86.40,91.86
15.01,2011,3,87.43,85.85,89.39
15.02,2011,1,83.12,80.94,85.45
15.02,2011,2,88.99,86.70,91.55
15.02,2011,3,86.29,84.58,88.01
16.01,2011,1,83.90,81.60,86.73
16.01,2011,2,88.52,85.80,91.74
16.01,2011,3,86.17,84.35,88.25
16.05,2011,1,86.55,83.97,89.44
16.05,2011,2,89.11,86.55,92.24
16.05,2011,3,87.93,86.04,90.12
17.01,2011,1,84.27,82.25,86.61
17.01,2011,2,89.32,86.51,92.31
17.01,2011,3,86.84,85.08,88.76
17.02,2011,1,84.84,82.36,87.62
17.02,2011,2,89.99,87.25,93.17
17.02,2011,3,87.50,85.61,89.77
18.02,2011,1,83.91,82.00,86.03
18.02,2011,2,88.32,86.06,90.93
18.02,2011,3,86.16,84.67,87.88
19,2011,1,81.93,80.03,84.16
19,2011,2,84.68,82.69,87.09
19,2011,3,83.43,81.95,85.01
20,2011,1,82.72,81.22,84.20
20,2011,2,86.48,85.01,88.12
20,2011,3,84.73,83.66,85.83
21,2011,1,86.83,84.31,89.77
21,2011,2,88.39,85.87,91.20
21,2011,3,87.58,85.80,89.56
23,2011,1,83.51,81.61,85.51
23,2011,2,85.01,83.07,87.06
23,2011,3,84.36,83.02,85.92
24,2011,1,87.14,84.87,89.73
24,2011,2,89.25,86.92,92.03
24,2011,3,88.22,86.46,90.07
25,2011,1,85.68,83.76,87.84
25,2011,2,86.00,84.41,87.87
25,2011,3,85.62,84.35,87.02
26,2011,1,85.62,83.45,88.16
26,2011,2,91.05,88.35,94.31
26,2011,3,88.83,86.92,90.98
27.01,2011,1,86.07,83.88,88.44
27.01,2011,2,90.00,87.75,92.59
27.01,2011,3,88.33,86.63,90.16
27.02,2011,1,84.11,82.01,86.25
27.02,2011,2,89.11,87.52,90.97
27.02,2011,3,87.03,85.66,88.50
28,2011,1,84.43,82.08,87.12
28,2011,2,88.42,85.76,91.47
28,2011,3,86.43,84.72,88.33
29,2011,1,76.42,74.82,78.13
29,2011,2,82.93,81.27,84.70
29,2011,3,79.48,78.24,80.70
30,2011,1,85.63,83.28,88.45
30,2011,2,87.32,84.98,89.98
30,2011,3,86.49,84.69,88.32
31.01,2011,1,84.94,82.50,87.83
31.01,2011,2,88.51,86.00,91.84
31.01,2011,3,86.84,85.01,88.97
31.02,2011,1,84.41,81.87,87.36
31.02,2011,2,89.24,86.45,92.64
31.02,2011,3,86.90,85.01,89.15
32,2011,1,81.47,79.42,83.86
32,2011,2,85.65,83.54,87.96
32,2011,3,83.59,82.13,85.30
33.01,2011,1,82.52,80.15,85.41
33.01,2011,2,88.68,85.89,92.60
33.01,2011,3,85.66,83.84,87.98
33.02,2011,1,83.09,80.88,85.53
33.02,2011,2,90.63,88.08,93.53
33.02,2011,3,86.78,85.05,88.63
34.02,2011,1,81.28,79.36,83.56
34.02,2011,2,84.69,82.52,87.19
34.02,2011,3,83.04,81.55,84.61
35.01,2011,1,83.25,80.89,86.11
35.01,2011,2,88.58,85.97,91.66
35.01,2011,3,85.86,84.06,87.95
35.02,2011,1,82.60,80.68,84.93
35.02,2011,2,87.41,85.40,89.77
35.02,2011,3,85.09,83.69,86.59
36.01,2011,1,82.06,80.04,84.14
36.01,2011,2,85.14,83.17,87.33
36.01,2011,3,83.66,82.34,85.18
36.02,2011,1,83.61,81.35,86.13
36.02,2011,2,88.88,86.29,91.61
36.02,2011,3,86.21,84.51,88.07
37.01,2011,1,80.53,78.01,83.48
37.01,2011,2,86.10,83.17,89.61
37.01,2011,3,83.29,81.29,85.70
37.02,2011,1,80.80,78.21,83.61
37.02,2011,2,85.68,82.76,89.03
37.02,2011,3,83.28,81.22,85.46
38,2011,1,76.62,74.30,78.96
38,2011,2,84.94,82.48,87.74
38,2011,3,80.98,79.13,82.86
39.01,2011,1,80.47,78.00,83.24
39.01,2011,2,87.32,84.44,90.56
39.01,2011,3,83.99,81.98,86.14
39.02,2011,1,73.47,71.55,75.52
39.02,2011,2,79.85,78.11,81.75
39.02,2011,3,77.04,75.73,78.38
40.01,2011,1,83.11,80.14,86.72
40.01,2011,2,88.84,85.54,92.63
40.01,2011,3,86.38,84.09,88.96
40.02,2011,1,81.40,79.10,83.93
40.02,2011,2,89.94,87.45,92.87
40.02,2011,3,86.57,84.70,88.57
41.01,2011,1,82.72,80.84,84.91
41.01,2011,2,84.03,82.22,86.00
41.01,2011,3,83.52,82.13,85.01
41.02,2011,1,79.88,77.40,82.62
41.02,2011,2,88.00,85.22,91.20
41.02,2011,3,84.32,82.36,86.45
42,2011,1,85.73,83.46,88.27
42,2011,2,89.03,86.52,92.16
42,2011,3,87.48,85.77,89.41
43.02,2011,1,86.95,84.45,89.82
43.02,2011,2,89.21,86.77,92.05
43.02,2011,3,88.20,86.39,90.32
44,2011,1,86.01,83.45,88.73
44,2011,2,89.15,86.54,92.23
44,2011,3,87.74,85.81,89.77
45.01,2011,1,84.82,82.43,87.86
45.01,2011,2,88.25,85.70,91.26
45.01,2011,3,86.56,84.68,88.63
45.02,2011,1,84.67,82.35,87.76
45.02,2011,2,86.62,84.10,89.33
45.02,2011,3,85.59,83.85,87.52
46,2011,1,82.50,80.09,85.18
46,2011,2,88.55,85.51,92.02
46,2011,3,85.60,83.65,87.86
47.01,2011,1,80.81,78.90,82.72
47.01,2011,2,83.95,82.13,85.81
47.01,2011,3,82.56,81.28,84.02
48,2011,1,81.36,79.49,83.41
48,2011,2,88.38,85.88,91.33
48,2011,3,85.22,83.51,87.00
49.01,2011,1,79.84,77.96,81.99
49.01,2011,2,83.16,81.46,85.17
49.01,2011,3,81.54,80.14,83.06
49.02,2011,1,83.37,81.22,85.62
49.02,2011,2,86.74,84.93,88.91
49.02,2011,3,85.16,83.73,86.75
50.02,2011,1,78.29,75.79,80.98
50.02,2011,2,85.12,82.46,88.39
50.02,2011,3,81.72,79.82,83.88
50.03,2011,1,79.41,76.78,82.35
50.03,2011,2,81.91,79.39,84.76
50.03,2011,3,80.54,78.64,82.65
50.04,2011,1,78.20,75.42,81.24
50.04,2011,2,84.02,80.66,88.07
50.04,2011,3,80.87,78.71,83.45
51.01,2011,1,83.90,81.14,87.00
51.01,2011,2,89.61,86.22,93.21
51.01,2011,3,86.78,84.68,89.33
51.02,2011,1,81.09,78.97,83.49
51.02,2011,2,84.82,83.05,86.77
51.02,2011,3,83.00,81.53,84.59
52.01,2011,1,80.58,78.58,82.73
52.01,2011,2,85.10,82.83,87.51
52.01,2011,3,82.92,81.41,84.52
52.02,2011,1,81.64,79.67,83.84
52.02,2011,2,86.72,84.45,89.42
52.02,2011,3,84.19,82.76,85.86
53.01,2011,1,79.83,77.60,82.08
53.01,2011,2,84.57,82.37,86.93
53.01,2011,3,82.15,80.50,83.83
53.02,2011,1,84.15,81.46,87.27
53.02,2011,2,86.14,83.58,89.12
53.02,2011,3,85.01,83.03,87.14
54.01,2011,1,69.08,66.96,71.26
54.01,2011,2,82.56,79.57,85.53
54.01,2011,3,74.17,72.29,76.07
54.02,2011,1,83.34,81.00,85.97
54.02,2011,2,88.43,85.75,91.40
54.02,2011,3,85.88,84.06,87.80
55.01,2011,1,79.11,76.62,81.88
55.01,2011,2,83.97,81.09,87.34
55.01,2011,3,81.49,79.43,83.65
55.02,2011,1,80.22,77.31,83.36
55.02,2011,2,81.15,78.32,84.59
55.02,2011,3,80.68,78.56,82.86
56.02,2011,1,79.89,77.16,82.76
56.02,2011,2,83.59,80.89,86.69
56.02,2011,3,81.74,79.65,83.92
57.02,2011,1,75.64,73.18,78.16
57.02,2011,2,83.81,81.25,86.42
57.02,2011,3,79.41,77.58,81.29
59.06,2011,1,64.86,62.01,67.68
59.06,2011,2,65.93,61.22,70.94
59.06,2011,3,64.56,61.90,67.11
59.07,2011,1,84.10,82.30,86.26
59.07,2011,2,85.61,83.79,87.52
59.07,2011,3,84.79,83.44,86.15
59.09,2011,1,77.83,75.09,81.32
59.09,2011,2,85.52,82.31,89.30
59.09,2011,3,80.98,78.84,83.32
59.1,2011,1,73.01,70.22,76.19
59.1,2011,2,85.41,81.70,89.48
59.1,2011,3,77.22,74.88,79.86
59.11,2011,1,80.30,78.06,82.75
59.11,2011,2,84.53,81.96,87.42
59.11,2011,3,82.18,80.45,84.03
60.02,2011,1,81.57,78.57,84.94
60.02,2011,2,85.69,83.07,88.60
60.02,2011,3,83.35,81.33,85.63
61,2011,1,83.71,80.48,87.31
61,2011,2,88.81,85.78,92.42
61,2011,3,86.16,83.95,88.63
62,2011,1,83.73,81.09,86.81
62,2011,2,89.89,86.89,92.95
62,2011,3,86.91,84.73,89.26
64,2011,1,79.23,76.77,81.81
64,2011,2,87.46,84.58,90.58
